window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-28.034375,-28.0,0.2778210955426651,-29,-27,-28,-4.528125,-5.0,0.4999902036657879,-5,-4,-5,56.975,57.0,0.15636946843392271,56.0,57.0,57.0
10.0,20.0,320,-28.134375,-28.0,0.45904997644890805,-30,-26,-28,-4.75,-5.0,0.49448367676099525,-6,-3,-5,56.915625,57.0,0.27838469920659925,56.0,57.0,57.0
20.0,30.0,320,-29.671875,-29.0,2.0004285395116748,-38,-20,-29,-5.4,-5.0,1.1236974347060193,-9,-1,-5,56.1,56.0,1.0897067564473515,53.0,58.0,57.0
30.0,40.0,320,-32.684375,-33.0,1.0639753264516079,-37,-28,-33,-8.084375,-8.0,1.5442500031084068,-17,-4,-8,54.303125,54.0,0.9495038714407031,50.0,57.0,54.0
40.0,50.0,320,-32.071875,-32.0,1.7681852934505848,-40,-26,-33,-8.9625,-9.0,1.8750548581316606,-17,-1,-9,54.48125,54.0,1.4317136847970426,47.0,61.0,54.0
50.0,60.0,320,-35.8625,-37.0,2.7667698989943488,-43,-25,-37,-9.009375,-9.0,1.9515863453413693,-15,1,-9,52.428125,52.0,1.7350768775935732,47.0,59.0,52.0
60.0,70.0,320,-36.046875,-36.0,2.4239510706908725,-46,-23,-36,-11.403125,-11.0,2.404930199262109,-25,-2,-10,51.9125,52.0,1.6567048157094901,43.0,59.0,52.0
70.0,80.0,320,-34.79375,-35.0,3.424230229493456,-47,-19,-34,-8.11875,-9.0,3.67977080348005,-18,11,-10,52.990625,53.0,1.7101686244747731,47.0,59.0,53.0
80.0,90.0,320,-41.21875,-42.0,6.0413121900839055,-62,-15,-36,-8.440625,-8.0,3.4299400339311528,-25,4,-6,48.471875,48.0,5.005873313741461,27.0,67.0,53.0
90.0,100.0,320,-28.471875,-28.0,8.188941789586051,-52,4,-29,-3.546875,-4.0,2.401212386434172,-13,8,-3,56.046875,57.0,3.484986552282874,45.0,64.0,57.0
