ST,time,values
E4_Temperature,"1647611466,75187","33,41"
E4_Temperature,"1647611467,00188","33,41"
E4_Temperature,"1647611467,25189","33,41"
E4_Temperature,"1647611467,5019","33,41"
E4_Temperature,"1647611467,75191","33,41"
E4_Temperature,"1647611468,00192","33,41"
E4_Temperature,"1647611468,25194","33,41"
E4_Temperature,"1647611468,50195","33,41"
E4_Temperature,"1647611468,75196","33,41"
E4_Temperature,"1647611469,00197","33,41"
E4_Temperature,"1647611469,25198","33,41"
E4_Temperature,"1647611469,50199","33,41"
E4_Temperature,"1647611469,752","33,41"
E4_Temperature,"1647611470,00202","33,41"
E4_Temperature,"1647611470,25203","33,41"
E4_Temperature,"1647611470,50204","33,41"
E4_Temperature,"1647611470,75205","33,43"
E4_Temperature,"1647611471,00206","33,43"
E4_Temperature,"1647611471,25207","33,43"
E4_Temperature,"1647611471,50209","33,43"
E4_Temperature,"1647611471,7521","33,43"
E4_Temperature,"1647611472,00211","33,43"
E4_Temperature,"1647611472,25212","33,43"
E4_Temperature,"1647611472,50213","33,43"
E4_Temperature,"1647611472,75214","33,45"
E4_Temperature,"1647611473,00216","33,45"
E4_Temperature,"1647611473,25217","33,45"
E4_Temperature,"1647611473,50218","33,45"
E4_Temperature,"1647611473,75219","33,45"
E4_Temperature,"1647611474,0022","33,45"
E4_Temperature,"1647611474,25221","33,45"
E4_Temperature,"1647611474,50222","33,45"
E4_Temperature,"1647611474,75224","33,47"
E4_Temperature,"1647611475,00225","33,47"
E4_Temperature,"1647611475,25226","33,47"
E4_Temperature,"1647611475,50227","33,47"
E4_Temperature,"1647611475,75228","33,47"
E4_Temperature,"1647611476,00229","33,47"
E4_Temperature,"1647611476,25231","33,47"
E4_Temperature,"1647611476,50232","33,47"
E4_Temperature,"1647611476,75233","33,47"
E4_Temperature,"1647611477,00234","33,47"
E4_Temperature,"1647611477,25235","33,47"
E4_Temperature,"1647611477,50236","33,47"
E4_Temperature,"1647611477,75237","33,47"
E4_Temperature,"1647611478,00239","33,47"
E4_Temperature,"1647611478,2524","33,47"
E4_Temperature,"1647611478,50241","33,47"
E4_Temperature,"1647611478,75242","33,49"
E4_Temperature,"1647611479,00243","33,49"
E4_Temperature,"1647611479,25244","33,49"
E4_Temperature,"1647611479,50246","33,49"
E4_Temperature,"1647611479,75247","33,51"
E4_Temperature,"1647611480,00248","33,51"
E4_Temperature,"1647611480,25249","33,51"
E4_Temperature,"1647611480,5025","33,51"
E4_Temperature,"1647611480,75251","33,51"
E4_Temperature,"1647611481,00253","33,51"
E4_Temperature,"1647611481,25254","33,51"
E4_Temperature,"1647611481,50255","33,51"
E4_Temperature,"1647611481,75256","33,53"
E4_Temperature,"1647611482,00257","33,53"
E4_Temperature,"1647611482,25258","33,53"
E4_Temperature,"1647611482,50259","33,53"
E4_Temperature,"1647611482,75261","33,51"
E4_Temperature,"1647611483,00262","33,51"
E4_Temperature,"1647611483,25263","33,51"
E4_Temperature,"1647611483,50264","33,51"
E4_Temperature,"1647611483,75265","33,51"
E4_Temperature,"1647611484,00266","33,51"
E4_Temperature,"1647611484,25268","33,51"
E4_Temperature,"1647611484,50269","33,51"
E4_Temperature,"1647611484,7527","33,53"
E4_Temperature,"1647611485,00271","33,53"
E4_Temperature,"1647611485,25272","33,53"
E4_Temperature,"1647611485,50273","33,53"
E4_Temperature,"1647611485,75275","33,53"
E4_Temperature,"1647611486,00276","33,53"
E4_Temperature,"1647611486,25277","33,53"
E4_Temperature,"1647611486,50278","33,53"
E4_Temperature,"1647611486,75279","33,55"
E4_Temperature,"1647611487,0028","33,55"
E4_Temperature,"1647611487,25281","33,55"
E4_Temperature,"1647611487,50283","33,55"
E4_Temperature,"1647611487,75284","33,57"
E4_Temperature,"1647611488,00285","33,57"
E4_Temperature,"1647611488,25286","33,57"
E4_Temperature,"1647611488,50287","33,57"
E4_Temperature,"1647611488,75288","33,57"
E4_Temperature,"1647611489,0029","33,57"
E4_Temperature,"1647611489,25291","33,57"
E4_Temperature,"1647611489,50292","33,57"
E4_Temperature,"1647611489,75293","33,57"
E4_Temperature,"1647611490,00294","33,57"
E4_Temperature,"1647611490,25295","33,57"
E4_Temperature,"1647611490,50297","33,57"
E4_Temperature,"1647611490,75298","33,57"
E4_Temperature,"1647611491,00299","33,57"
E4_Temperature,"1647611491,253","33,57"
