ACC,time,x,y,z
E4_Acc,"1647611468,85079",-54,27,34.0
E4_Acc,"1647611468,88204",-51,27,36.0
E4_Acc,"1647611468,91329",-44,27,35.0
E4_Acc,"1647611468,94454",-44,23,32.0
E4_Acc,"1647611468,97579",-47,25,32.0
E4_Acc,"1647611469,00705",-52,29,34.0
E4_Acc,"1647611469,0383",-50,27,32.0
E4_Acc,"1647611469,06955",-51,22,30.0
E4_Acc,"1647611469,1008",-49,25,32.0
E4_Acc,"1647611469,13205",-48,28,35.0
E4_Acc,"1647611469,1633",-48,34,38.0
E4_Acc,"1647611469,19455",-48,33,36.0
E4_Acc,"1647611469,22581",-46,27,33.0
E4_Acc,"1647611469,25706",-47,22,30.0
E4_Acc,"1647611469,28831",-50,21,32.0
E4_Acc,"1647611469,31956",-50,26,32.0
E4_Acc,"1647611469,35081",-51,28,30.0
E4_Acc,"1647611469,38206",-51,25,28.0
E4_Acc,"1647611469,41331",-51,25,29.0
E4_Acc,"1647611469,44457",-48,27,32.0
E4_Acc,"1647611469,47582",-45,29,35.0
E4_Acc,"1647611469,50707",-46,26,35.0
E4_Acc,"1647611469,53832",-52,22,33.0
E4_Acc,"1647611469,56957",-56,25,34.0
E4_Acc,"1647611469,60082",-50,27,34.0
E4_Acc,"1647611469,63207",-46,26,31.0
E4_Acc,"1647611469,66333",-45,32,31.0
E4_Acc,"1647611469,69458",-41,37,33.0
E4_Acc,"1647611469,72583",-44,31,30.0
E4_Acc,"1647611469,75708",-48,23,26.0
E4_Acc,"1647611469,78833",-53,20,25.0
E4_Acc,"1647611469,81958",-68,20,27.0
E4_Acc,"1647611469,85083",-57,21,34.0
E4_Acc,"1647611469,88209",-54,18,32.0
E4_Acc,"1647611469,91334",-54,21,24.0
E4_Acc,"1647611469,94459",-56,24,23.0
E4_Acc,"1647611469,97584",-54,24,28.0
E4_Acc,"1647611470,00709",-54,28,28.0
E4_Acc,"1647611470,03834",-54,27,24.0
E4_Acc,"1647611470,06959",-52,22,20.0
E4_Acc,"1647611470,10085",-54,19,19.0
E4_Acc,"1647611470,1321",-68,23,21.0
E4_Acc,"1647611470,16335",-65,22,27.0
E4_Acc,"1647611470,1946",-58,20,30.0
E4_Acc,"1647611470,22585",-43,25,34.0
E4_Acc,"1647611470,2571",-40,25,30.0
E4_Acc,"1647611470,28835",-47,15,18.0
E4_Acc,"1647611470,31961",-65,16,21.0
E4_Acc,"1647611470,35086",-77,32,13.0
E4_Acc,"1647611470,38211",-42,18,24.0
E4_Acc,"1647611470,41336",-37,15,25.0
E4_Acc,"1647611470,44461",-62,16,17.0
E4_Acc,"1647611470,47586",-79,20,18.0
E4_Acc,"1647611470,50711",-73,15,24.0
E4_Acc,"1647611470,53837",-54,11,23.0
E4_Acc,"1647611470,56962",-55,16,24.0
E4_Acc,"1647611470,60087",-54,29,26.0
E4_Acc,"1647611470,63212",-50,30,27.0
E4_Acc,"1647611470,66337",-50,27,21.0
E4_Acc,"1647611470,69462",-53,28,17.0
E4_Acc,"1647611470,72587",-57,23,17.0
E4_Acc,"1647611470,75713",-65,22,24.0
E4_Acc,"1647611470,78838",-65,17,26.0
E4_Acc,"1647611470,81963",-58,10,29.0
E4_Acc,"1647611470,85088",-54,11,29.0
E4_Acc,"1647611470,88213",-51,8,24.0
E4_Acc,"1647611470,91338",-63,18,27.0
E4_Acc,"1647611470,94463",-68,22,22.0
E4_Acc,"1647611470,97589",-60,26,13.0
E4_Acc,"1647611471,00714",-52,30,15.0
E4_Acc,"1647611471,03839",-54,33,27.0
E4_Acc,"1647611471,06964",-56,31,33.0
E4_Acc,"1647611471,10089",-53,30,21.0
E4_Acc,"1647611471,13214",-56,9,17.0
E4_Acc,"1647611471,16339",-65,13,18.0
E4_Acc,"1647611471,19465",-77,13,17.0
E4_Acc,"1647611471,2259",-72,11,18.0
E4_Acc,"1647611471,25715",-59,4,15.0
E4_Acc,"1647611471,2884",-71,4,10.0
E4_Acc,"1647611471,31965",-77,9,6.0
E4_Acc,"1647611471,3509",-57,18,20.0
E4_Acc,"1647611471,38215",-49,23,28.0
E4_Acc,"1647611471,41341",-49,28,35.0
E4_Acc,"1647611471,44466",-49,32,36.0
E4_Acc,"1647611471,47591",-50,31,35.0
E4_Acc,"1647611471,50716",-49,23,35.0
E4_Acc,"1647611471,53841",-46,18,35.0
E4_Acc,"1647611471,56966",-45,12,34.0
E4_Acc,"1647611471,60091",-48,9,34.0
E4_Acc,"1647611471,63217",-56,10,32.0
E4_Acc,"1647611471,66342",-58,13,31.0
E4_Acc,"1647611471,69467",-54,13,32.0
E4_Acc,"1647611471,72592",-61,16,33.0
E4_Acc,"1647611471,75717",-58,16,35.0
E4_Acc,"1647611471,78842",-53,20,30.0
E4_Acc,"1647611471,81968",-46,21,30.0
E4_Acc,"1647611471,85093",-53,26,35.0
E4_Acc,"1647611471,88218",-50,24,41.0
E4_Acc,"1647611471,91343",-53,18,36.0
E4_Acc,"1647611471,94468",-60,10,32.0
E4_Acc,"1647611471,97593",-53,12,30.0
E4_Acc,"1647611472,00718",-52,13,28.0
E4_Acc,"1647611472,03844",-55,17,32.0
E4_Acc,"1647611472,06969",-57,17,31.0
E4_Acc,"1647611472,10094",-57,16,30.0
E4_Acc,"1647611472,13219",-56,15,30.0
E4_Acc,"1647611472,16344",-56,14,32.0
E4_Acc,"1647611472,19469",-55,14,30.0
E4_Acc,"1647611472,22594",-54,14,30.0
E4_Acc,"1647611472,2572",-52,12,32.0
