label_time_sec,window_start_sec,window_end_sec,n_samples,values_mean,values_std,values_min,values_max,values_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,640,1.251978670359375,32.466978810043635,-74.78692,55.43018,9.4933855,10.0,No Stress,No Reaction
20.0,-10.0,20.0,1280,0.1142230133671874,34.070677079103284,-87.10648,89.46432,7.2906569999999995,20.0,No Stress,No Reaction
30.0,0.0,30.0,1920,0.5057922051406248,35.56166871945569,-87.10648,89.46432,8.264565000000001,30.0,No Stress,No Reaction
40.0,10.0,40.0,1920,-0.08221437227604171,35.56702363286728,-87.10648,89.46432,7.219269000000001,40.0,No Stress,No Reaction
50.0,20.0,50.0,1920,0.3787853646666666,34.18232657283247,-80.28857,63.72173,8.222057,50.0,No Stress,No Reaction
60.0,30.0,60.0,1920,-0.37988115321875005,31.588561946690735,-80.35823,58.14091,6.4929045,60.0,No Stress,No Reaction
70.0,40.0,70.0,1920,0.010011768651041609,30.891956090287216,-80.35823,62.67465,5.1077745,70.0,No Stress,No Reaction
80.0,50.0,80.0,1920,0.04068308354687513,30.813292179572755,-80.35823,79.39228,3.161421,80.0,No Stress,No Reaction
90.0,60.0,90.0,1920,0.12903617872239598,31.052404722228708,-77.70043,79.39228,2.095604,90.0,No Stress,No Reaction
100.0,70.0,100.0,1920,0.0779292104515627,32.21473818800498,-77.70043,79.39228,2.5438405,100.0,No Stress,No Reaction
110.0,80.0,110.0,1920,-0.13803615876197892,32.515503181679165,-77.70043,94.36484,2.348675,110.0,No Stress,No Reaction
120.0,90.0,120.0,1920,0.18427352953645854,33.85137690524435,-85.34014,94.36484,2.2385064999999997,120.0,No Stress,No Reaction
130.0,100.0,130.0,1920,-0.05902382840104175,34.46796159699199,-85.34014,94.36484,-0.07425498999999999,130.0,No Stress,No Reaction
140.0,110.0,140.0,1920,0.45261031117187484,36.86902664908507,-88.83297,86.05299,1.8544765,140.0,No Stress,No Reaction
150.0,120.0,150.0,1920,-0.19427944424999993,37.917298976577094,-88.83297,110.3637,1.075698,150.0,No Stress,No Reaction
160.0,130.0,160.0,1920,-0.045033130531249986,38.98295919194056,-96.27197,110.3637,2.1277049999999997,160.0,No Stress,No Reaction
170.0,140.0,170.0,1920,-0.5832346134494791,38.56504056131998,-96.27197,110.3637,-0.28529360000000004,170.0,No Stress,No Reaction
180.0,150.0,180.0,1920,-0.03259079901718742,39.770513777793326,-102.1048,105.2767,2.3305664999999998,180.0,No Stress,No Reaction
190.0,160.0,190.0,1920,0.007888024993228982,41.81967120575921,-104.3938,105.2767,2.7216015000000002,190.0,No Stress,No Reaction
200.0,170.0,200.0,1920,0.06682350036979165,44.690161407849764,-118.6444,129.034,1.8716055,200.0,No Stress,No Reaction
210.0,180.0,210.0,1920,-0.06537332863541681,45.823153766622795,-125.3904,129.034,-0.47959514999999997,210.0,No Stress,No Reaction
220.0,190.0,220.0,1920,0.3181535079270833,46.187972106975,-125.3904,129.034,0.2196531,220.0,No Stress,No Reaction
230.0,200.0,230.0,1920,0.09535378397395847,44.04205384483813,-125.3904,122.7638,1.4034725,230.0,No Stress,No Reaction
240.0,210.0,240.0,1920,0.11679794364583322,41.34956880623068,-101.1448,122.7638,2.8826755000000004,240.0,No Stress,No Reaction
250.0,220.0,250.0,1920,-0.40744999682291655,39.138243596277604,-97.45433,84.9415,1.5093375,250.0,No Stress,No Reaction
260.0,230.0,260.0,1920,-0.0026735041770834006,39.38310941200542,-93.86908,84.9415,1.890247,260.0,No Stress,No Reaction
270.0,240.0,270.0,1920,-0.1875121806718751,39.374115653390305,-93.86908,84.9415,1.118082,270.0,Stress,No Reaction
280.0,250.0,280.0,1920,-0.27457622442187485,41.69084925714476,-175.1446,100.2278,-0.1700401,280.0,No Stress,No Reaction
290.0,260.0,290.0,1920,-0.11981425972916648,45.263476113878035,-175.1446,182.6075,-0.24141695000000002,290.0,No Stress,No Reaction
300.0,270.0,300.0,1920,0.24362166724999967,45.79135306219427,-175.1446,182.6075,0.3797312,300.0,No Stress,No Reaction
310.0,280.0,310.0,1920,0.2566516531354171,43.60764513662835,-167.5871,182.6075,1.788235,310.0,No Stress,No Reaction
320.0,290.0,320.0,1920,-0.2981574040729169,41.678627298261446,-201.4544,128.939,0.15631485,320.0,No Stress,No Reaction
330.0,300.0,330.0,1920,-0.3029986148020834,42.90674113136755,-201.4544,128.939,0.78446295,330.0,No Stress,No Reaction
340.0,310.0,340.0,1919,0.2230403429598749,48.26757990917256,-201.4544,231.7268,2.052643,340.0,No Stress,No Reaction
350.0,320.0,350.0,1919,0.28676625057842614,46.488780621012374,-135.0494,231.7268,5.180918,350.0,No Stress,No Reaction
360.0,330.0,360.0,1859,0.03081235661108129,45.93739004141028,-135.0494,231.7268,8.041248,360.0,No Stress,No Reaction
