label_time_sec,window_start_sec,window_end_sec,n_samples,values_mean,values_std,values_min,values_max,values_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,640,-1.4429336938593749,23.343182529764142,-65.14977,40.4607,2.7232225000000003,10.0,Stress,No Reaction
20.0,-10.0,20.0,1280,-0.26867742398437483,25.15189903599628,-75.42566,91.02788,3.6952860000000003,20.0,No Stress,No Reaction
30.0,0.0,30.0,1920,-0.4596709253802083,23.431288292227855,-75.42566,91.02788,2.8229274999999996,30.0,No Stress,Reaction
40.0,10.0,40.0,1920,0.20486659726041664,23.12535310495542,-75.42566,91.02788,3.5052244999999997,40.0,No Stress,Reaction
50.0,20.0,50.0,1920,0.010941908171875037,21.63217346479664,-55.22686,42.33886,3.8679665,50.0,No Stress,Reaction
60.0,30.0,60.0,1920,0.5229723827666667,23.869346978184108,-57.29437,53.02075,4.972102,60.0,No Stress,Reaction
70.0,40.0,70.0,1920,0.15202947332286457,26.193707736474913,-83.99326,53.02075,5.034530999999999,70.0,Stress,Reaction
80.0,50.0,80.0,1920,-0.3642656341615104,27.375279147362637,-83.99326,53.02075,3.7028635000000003,80.0,No Stress,No Reaction
90.0,60.0,90.0,1920,-0.513554362068802,26.83903879744262,-83.99326,51.57533,4.255234,90.0,No Stress,No Reaction
100.0,70.0,100.0,1920,-0.15062459970833336,25.390532125075,-65.62451,54.02126,3.9335745,100.0,No Stress,No Reaction
110.0,80.0,110.0,1920,-0.0015197509010417497,24.180060282868826,-64.41103,54.02126,4.3750915,110.0,No Stress,No Reaction
120.0,90.0,120.0,1920,-0.06036307035937512,24.524689096293713,-79.65121,54.02126,4.560078000000001,120.0,Stress,Reaction
130.0,100.0,130.0,1920,-0.29644151556770837,24.818339465621875,-81.07069,44.38116,5.326938,130.0,Stress,Reaction
140.0,110.0,140.0,1920,0.14647239403645843,27.981986802663265,-109.8524,86.36061,5.282049,140.0,Stress,Reaction
150.0,120.0,150.0,1920,0.38786044046875,28.483373675127567,-109.8524,86.36061,5.804695000000001,150.0,No Stress,No Reaction
160.0,130.0,160.0,1920,0.09799947654687484,28.628747284898388,-109.8524,86.36061,5.1413425,160.0,No Stress,Reaction
170.0,140.0,170.0,1920,-0.07691773193229169,26.533180836602227,-70.99021,56.16423,5.6951925,170.0,Stress,Reaction
180.0,150.0,180.0,1920,-0.06023559421874986,26.11534945084333,-78.07248,56.16423,5.5772325,180.0,No Stress,No Reaction
190.0,160.0,190.0,1920,0.09372001043229172,25.738730742179285,-78.07248,56.16423,5.4664909999999995,190.0,Stress,Reaction
200.0,170.0,200.0,1920,0.2355929250052083,24.805276542914687,-78.07248,47.87,5.3552285,200.0,No Stress,No Reaction
210.0,180.0,210.0,1920,-0.03613143805729173,25.936111779061175,-71.60071,47.87,5.3152755,210.0,No Stress,No Reaction
220.0,190.0,220.0,1920,0.15787334788541668,26.18593546827125,-71.60071,45.86432,5.5665645,220.0,No Stress,No Reaction
230.0,200.0,230.0,1920,0.007642351268750088,27.076646027466435,-76.1637,56.98715,5.621765,230.0,No Stress,No Reaction
