label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,320,62.828125,0.42473253615978995,62.0,64.0,63.0,-17.6375,1.4556666916713383,-21.0,-15.0,-17.0,1.0625,0.8578423030650212,-2.0,2.0,1.0,10.0,No Stress,No Reaction
20.0,-10.0,20.0,640,62.7859375,0.43276133700272007,62.0,64.0,63.0,-18.2109375,1.2132055325950541,-21.0,-15.0,-19.0,0.8140625,1.4572002640495803,-5.0,2.0,1.0,20.0,No Stress,No Reaction
30.0,0.0,30.0,960,62.735416666666666,0.4598542559764554,61.0,64.0,63.0,-18.409375,1.0642134102151466,-21.0,-15.0,-19.0,0.44166666666666665,1.5509199844136148,-5.0,2.0,1.0,30.0,No Stress,No Reaction
40.0,10.0,40.0,960,62.672916666666666,0.5239775617597262,61.0,64.0,63.0,-18.645833333333332,0.7920244604277601,-20.0,-15.0,-19.0,-0.9145833333333333,2.1741192248570322,-6.0,2.0,-1.0,40.0,No Stress,Reaction
50.0,20.0,50.0,960,62.6,0.6792009044554775,54.0,65.0,63.0,-18.546875,0.9719156583386642,-21.0,-13.0,-19.0,-2.5458333333333334,2.2645620378997564,-10.0,1.0,-3.0,50.0,No Stress,Reaction
60.0,30.0,60.0,960,62.483333333333334,0.7347570469006117,54.0,65.0,62.0,-18.36875,1.2310979610823105,-22.0,-13.0,-19.0,-4.839583333333334,2.367510326112112,-10.0,1.0,-4.0,60.0,No Stress,No Reaction
70.0,40.0,70.0,960,62.50833333333333,0.7668396836704915,54.0,65.0,62.0,-18.144791666666666,1.3372321180609825,-22.0,-13.0,-18.0,-5.573958333333334,1.9965426212089208,-10.0,1.0,-5.0,70.0,No Stress,No Reaction
80.0,50.0,80.0,960,62.67916666666667,0.7229179469426789,60.0,65.0,63.0,-17.540625,1.4565001636796162,-22.0,-13.0,-18.0,-5.813541666666667,1.7785724842362505,-10.0,-1.0,-6.0,80.0,No Stress,No Reaction
90.0,60.0,90.0,960,62.821875,0.6558795009054859,60.0,65.0,63.0,-17.333333333333332,1.3233025538174814,-23.0,-13.0,-17.0,-5.360416666666667,1.366703649982401,-9.0,-1.0,-6.0,90.0,No Stress,Reaction
100.0,70.0,100.0,960,62.72604166666667,0.8860810828791112,57.0,70.0,63.0,-17.739583333333332,1.860879806196757,-23.0,-6.0,-17.5,-3.44375,3.572424001005678,-9.0,4.0,-5.0,100.0,Stress,Reaction
110.0,80.0,110.0,960,62.40416666666667,0.9398951272302519,57.0,70.0,62.0,-18.951041666666665,1.9425263745123391,-23.0,-6.0,-19.0,-1.2916666666666667,3.9480903546817814,-9.0,4.0,0.0,110.0,No Stress,No Reaction
120.0,90.0,120.0,960,62.18541666666667,0.9070433659475271,57.0,70.0,62.0,-19.976041666666667,1.7546152335077005,-23.0,-6.0,-20.0,0.846875,2.470786694027368,-8.0,4.0,2.0,120.0,No Stress,No Reaction
130.0,100.0,130.0,960,61.909375,0.6873773471025195,59.0,65.0,62.0,-21.029166666666665,1.2586233659035855,-24.0,-16.0,-21.0,0.7302083333333333,1.838960795514223,-5.0,4.0,1.0,130.0,No Stress,No Reaction
140.0,110.0,140.0,960,61.70520833333333,0.7652338566771179,58.0,65.0,62.0,-21.691666666666666,1.2400735511391923,-25.0,-16.0,-22.0,0.4375,1.6885339878587957,-6.0,4.0,1.0,140.0,No Stress,No Reaction
150.0,120.0,150.0,960,61.50416666666667,0.7975348707131719,58.0,65.0,61.0,-22.166666666666668,1.014664804051644,-25.0,-18.0,-22.0,0.6427083333333333,1.6441665321164833,-6.0,4.0,1.0,150.0,No Stress,No Reaction
