ST,time,values
E4_Temperature,"1647608882,63223","34,03"
E4_Temperature,"1647608882,88224","34,03"
E4_Temperature,"1647608883,13225","34,03"
E4_Temperature,"1647608883,38226","34,03"
E4_Temperature,"1647608883,63228","34,03"
E4_Temperature,"1647608883,88229","34,03"
E4_Temperature,"1647608884,1323","34,03"
E4_Temperature,"1647608884,38231","34,03"
E4_Temperature,"1647608884,63232","34,03"
E4_Temperature,"1647608884,88233","34,03"
E4_Temperature,"1647608885,13234","34,03"
E4_Temperature,"1647608885,38236","34,03"
E4_Temperature,"1647608885,63237","34,03"
E4_Temperature,"1647608885,88238","34,03"
E4_Temperature,"1647608886,13239","34,03"
E4_Temperature,"1647608886,3824","34,03"
E4_Temperature,"1647608886,63241","34,03"
E4_Temperature,"1647608886,88243","34,03"
E4_Temperature,"1647608887,13244","34,03"
E4_Temperature,"1647608887,38245","34,03"
E4_Temperature,"1647608887,63246","34,03"
E4_Temperature,"1647608887,88247","34,03"
E4_Temperature,"1647608888,13248","34,03"
E4_Temperature,"1647608888,3825","34,03"
E4_Temperature,"1647608888,63251","34,05"
E4_Temperature,"1647608888,88252","34,05"
E4_Temperature,"1647608889,13253","34,05"
E4_Temperature,"1647608889,38254","34,05"
E4_Temperature,"1647608889,63255","34,05"
E4_Temperature,"1647608889,88256","34,05"
E4_Temperature,"1647608890,13258","34,05"
E4_Temperature,"1647608890,38259","34,05"
E4_Temperature,"1647608890,6326","34,05"
E4_Temperature,"1647608890,88261","34,05"
E4_Temperature,"1647608891,13262","34,05"
E4_Temperature,"1647608891,38263","34,05"
E4_Temperature,"1647608891,63265","34,05"
E4_Temperature,"1647608891,88266","34,05"
E4_Temperature,"1647608892,13267","34,05"
E4_Temperature,"1647608892,38268","34,05"
E4_Temperature,"1647608892,63269","34,05"
E4_Temperature,"1647608892,8827","34,05"
E4_Temperature,"1647608893,13272","34,05"
E4_Temperature,"1647608893,38273","34,05"
E4_Temperature,"1647608893,63274","34,07"
E4_Temperature,"1647608893,88275","34,07"
E4_Temperature,"1647608894,13276","34,07"
E4_Temperature,"1647608894,38277","34,07"
E4_Temperature,"1647608894,63278","34,05"
E4_Temperature,"1647608894,8828","34,05"
E4_Temperature,"1647608895,13281","34,05"
E4_Temperature,"1647608895,38282","34,05"
E4_Temperature,"1647608895,63283","34,05"
E4_Temperature,"1647608895,88284","34,05"
E4_Temperature,"1647608896,13285","34,05"
E4_Temperature,"1647608896,38287","34,05"
E4_Temperature,"1647608896,63288","34,07"
E4_Temperature,"1647608896,88289","34,07"
E4_Temperature,"1647608897,1329","34,07"
E4_Temperature,"1647608897,38291","34,07"
E4_Temperature,"1647608897,63292","34,05"
E4_Temperature,"1647608897,88294","34,05"
E4_Temperature,"1647608898,13295","34,05"
E4_Temperature,"1647608898,38296","34,05"
E4_Temperature,"1647608898,63297","34,07"
E4_Temperature,"1647608898,88298","34,07"
E4_Temperature,"1647608899,13299","34,07"
E4_Temperature,"1647608899,383","34,07"
E4_Temperature,"1647608899,63302","34,07"
E4_Temperature,"1647608899,88303","34,07"
E4_Temperature,"1647608900,13304","34,07"
E4_Temperature,"1647608900,38305","34,07"
E4_Temperature,"1647608900,63306","34,09"
E4_Temperature,"1647608900,88307","34,09"
E4_Temperature,"1647608901,13309","34,09"
E4_Temperature,"1647608901,3831","34,09"
E4_Temperature,"1647608901,63311","34,11"
E4_Temperature,"1647608901,88312","34,11"
E4_Temperature,"1647608902,13313","34,11"
E4_Temperature,"1647608902,38314","34,11"
E4_Temperature,"1647608902,63315","34,09"
E4_Temperature,"1647608902,88317","34,09"
E4_Temperature,"1647608903,13318","34,09"
E4_Temperature,"1647608903,38319","34,09"
E4_Temperature,"1647608903,6332","34,09"
E4_Temperature,"1647608903,88321","34,09"
E4_Temperature,"1647608904,13322","34,09"
E4_Temperature,"1647608904,38324","34,09"
E4_Temperature,"1647608904,63325","34,13"
E4_Temperature,"1647608904,88326","34,13"
E4_Temperature,"1647608905,13327","34,13"
E4_Temperature,"1647608905,38328","34,13"
E4_Temperature,"1647608905,63329","34,11"
E4_Temperature,"1647608905,88331","34,11"
E4_Temperature,"1647608906,13332","34,11"
E4_Temperature,"1647608906,38333","34,11"
E4_Temperature,"1647608906,63334","34,11"
E4_Temperature,"1647608906,88335","34,11"
E4_Temperature,"1647608907,13336","34,11"
E4_Temperature,"1647608907,38337","34,11"
E4_Temperature,"1647608907,63339","34,13"
E4_Temperature,"1647608907,8834","34,13"
E4_Temperature,"1647608908,13341","34,13"
E4_Temperature,"1647608908,38342","34,13"
E4_Temperature,"1647608908,63343","34,09"
E4_Temperature,"1647608908,88344","34,09"
E4_Temperature,"1647608909,13346","34,09"
E4_Temperature,"1647608909,38347","34,09"
E4_Temperature,"1647608909,63348","34,13"
E4_Temperature,"1647608909,88349","34,13"
E4_Temperature,"1647608910,1335","34,13"
E4_Temperature,"1647608910,38351","34,13"
E4_Temperature,"1647608910,63353","34,11"
E4_Temperature,"1647608910,88354","34,11"
E4_Temperature,"1647608911,13355","34,11"
E4_Temperature,"1647608911,38356","34,11"
E4_Temperature,"1647608911,63357","34,11"
E4_Temperature,"1647608911,88358","34,11"
E4_Temperature,"1647608912,13359","34,11"
E4_Temperature,"1647608912,38361","34,11"
E4_Temperature,"1647608912,63362","34,13"
E4_Temperature,"1647608912,88363","34,13"
E4_Temperature,"1647608913,13364","34,13"
E4_Temperature,"1647608913,38365","34,13"
E4_Temperature,"1647608913,63366","34,15"
E4_Temperature,"1647608913,88368","34,15"
E4_Temperature,"1647608914,13369","34,15"
E4_Temperature,"1647608914,3837","34,15"
E4_Temperature,"1647608914,63371","34,15"
E4_Temperature,"1647608914,88372","34,15"
E4_Temperature,"1647608915,13373","34,15"
E4_Temperature,"1647608915,38375","34,15"
E4_Temperature,"1647608915,63376","34,15"
E4_Temperature,"1647608915,88377","34,15"
E4_Temperature,"1647608916,13378","34,15"
E4_Temperature,"1647608916,38379","34,15"
E4_Temperature,"1647608916,6338","34,13"
E4_Temperature,"1647608916,88381","34,13"
E4_Temperature,"1647608917,13383","34,13"
E4_Temperature,"1647608917,38384","34,13"
E4_Temperature,"1647608917,63385","34,15"
E4_Temperature,"1647608917,88386","34,15"
E4_Temperature,"1647608918,13387","34,15"
E4_Temperature,"1647608918,38388","34,15"
E4_Temperature,"1647608918,6339","34,15"
E4_Temperature,"1647608918,88391","34,15"
E4_Temperature,"1647608919,13392","34,15"
E4_Temperature,"1647608919,38393","34,15"
E4_Temperature,"1647608919,63394","34,15"
E4_Temperature,"1647608919,88395","34,15"
E4_Temperature,"1647608920,13397","34,15"
E4_Temperature,"1647608920,38398","34,15"
E4_Temperature,"1647608920,63399","34,15"
E4_Temperature,"1647608920,884","34,15"
E4_Temperature,"1647608921,13401","34,15"
E4_Temperature,"1647608921,38402","34,15"
E4_Temperature,"1647608921,63403","34,15"
E4_Temperature,"1647608921,88405","34,15"
E4_Temperature,"1647608922,13406","34,15"
E4_Temperature,"1647608922,38407","34,15"
E4_Temperature,"1647608922,63408","34,15"
E4_Temperature,"1647608922,88409","34,15"
E4_Temperature,"1647608923,1341","34,15"
E4_Temperature,"1647608923,38412","34,15"
E4_Temperature,"1647608923,63413","34,17"
E4_Temperature,"1647608923,88414","34,17"
E4_Temperature,"1647608924,13415","34,17"
E4_Temperature,"1647608924,38416","34,17"
E4_Temperature,"1647608924,63417","34,19"
E4_Temperature,"1647608924,88419","34,19"
E4_Temperature,"1647608925,1342","34,19"
E4_Temperature,"1647608925,38421","34,19"
E4_Temperature,"1647608925,63422","34,17"
E4_Temperature,"1647608925,88423","34,17"
E4_Temperature,"1647608926,13424","34,17"
E4_Temperature,"1647608926,38425","34,17"
E4_Temperature,"1647608926,63427","34,17"
E4_Temperature,"1647608926,88428","34,17"
E4_Temperature,"1647608927,13429","34,17"
E4_Temperature,"1647608927,3843","34,17"
E4_Temperature,"1647608927,63431","34,19"
E4_Temperature,"1647608927,88432","34,19"
E4_Temperature,"1647608928,13434","34,19"
E4_Temperature,"1647608928,38435","34,19"
E4_Temperature,"1647608928,63436","34,17"
E4_Temperature,"1647608928,88437","34,17"
E4_Temperature,"1647608929,13438","34,17"
E4_Temperature,"1647608929,38439","34,17"
E4_Temperature,"1647608929,63441","34,19"
E4_Temperature,"1647608929,88442","34,19"
E4_Temperature,"1647608930,13443","34,19"
E4_Temperature,"1647608930,38444","34,19"
E4_Temperature,"1647608930,63445","34,19"
E4_Temperature,"1647608930,88446","34,19"
E4_Temperature,"1647608931,13447","34,19"
E4_Temperature,"1647608931,38449","34,19"
E4_Temperature,"1647608931,6345","34,19"
E4_Temperature,"1647608931,88451","34,19"
E4_Temperature,"1647608932,13452","34,19"
E4_Temperature,"1647608932,38453","34,19"
E4_Temperature,"1647608932,63454","34,21"
E4_Temperature,"1647608932,88456","34,21"
