BVP,time,values
E4_Bvp,"1647607557,63752","-20,90515"
E4_Bvp,"1647607557,65315","-23,55104"
E4_Bvp,"1647607557,66877","-27,32558"
E4_Bvp,"1647607557,6844","-32,24178"
E4_Bvp,"1647607557,70002","-37,98328"
E4_Bvp,"1647607557,71565","-43,91589"
E4_Bvp,"1647607557,73127","-49,01119"
E4_Bvp,"1647607557,7469","-52,00636"
E4_Bvp,"1647607557,76253","-51,69592"
E4_Bvp,"1647607557,77815","-47,36765"
E4_Bvp,"1647607557,79378","-39,15976"
E4_Bvp,"1647607557,8094","-28,08614"
E4_Bvp,"1647607557,82503","-15,75788"
E4_Bvp,"1647607557,84065","-3,806852"
E4_Bvp,"1647607557,85628","6,566727"
E4_Bvp,"1647607557,87191","14,79668"
E4_Bvp,"1647607557,88753","20,82966"
E4_Bvp,"1647607557,90316","24,79618"
E4_Bvp,"1647607557,91878","26,77767"
E4_Bvp,"1647607557,93441","26,79644"
E4_Bvp,"1647607557,95003","24,99567"
E4_Bvp,"1647607557,96566","21,83352"
E4_Bvp,"1647607557,98129","18,06799"
E4_Bvp,"1647607557,99691","14,58117"
E4_Bvp,"1647607558,01254","12,06639"
E4_Bvp,"1647607558,02816","10,76343"
E4_Bvp,"1647607558,04379","10,36752"
E4_Bvp,"1647607558,05941","10,25978"
E4_Bvp,"1647607558,07504","9,75252"
E4_Bvp,"1647607558,09067","8,348904"
E4_Bvp,"1647607558,10629","5,949228"
E4_Bvp,"1647607558,12192","2,743675"
E4_Bvp,"1647607558,13754","-0,9045181"
E4_Bvp,"1647607558,15317","-4,668364"
E4_Bvp,"1647607558,16879","-8,45085"
E4_Bvp,"1647607558,18442","-12,48082"
E4_Bvp,"1647607558,20005","-17,1873"
E4_Bvp,"1647607558,21567","-23,0102"
E4_Bvp,"1647607558,2313","-30,0967"
E4_Bvp,"1647607558,24692","-38,02249"
E4_Bvp,"1647607558,26255","-45,72411"
E4_Bvp,"1647607558,27817","-51,68249"
E4_Bvp,"1647607558,2938","-54,34258"
E4_Bvp,"1647607558,30943","-52,60942"
E4_Bvp,"1647607558,32505","-46,30742"
E4_Bvp,"1647607558,34068","-36,26666"
E4_Bvp,"1647607558,3563","-24,15999"
E4_Bvp,"1647607558,37193","-11,97896"
E4_Bvp,"1647607558,38755","-1,434172"
E4_Bvp,"1647607558,40318","6,45351"
E4_Bvp,"1647607558,41881","11,50361"
E4_Bvp,"1647607558,43443","14,12647"
E4_Bvp,"1647607558,45006","14,96602"
E4_Bvp,"1647607558,46568","14,56463"
E4_Bvp,"1647607558,48131","13,22714"
E4_Bvp,"1647607558,49693","11,11138"
E4_Bvp,"1647607558,51256","8,438877"
E4_Bvp,"1647607558,52819","5,63162"
E4_Bvp,"1647607558,54381","3,213343"
E4_Bvp,"1647607558,55944","1,600658"
E4_Bvp,"1647607558,57506","0,9148121"
E4_Bvp,"1647607558,59069","0,8299446"
E4_Bvp,"1647607558,60631","0,7467232"
E4_Bvp,"1647607558,62194","0,08650589"
E4_Bvp,"1647607558,63757","-1,45702"
E4_Bvp,"1647607558,65319","-3,834139"
E4_Bvp,"1647607558,66882","-6,746393"
E4_Bvp,"1647607558,68444","-9,970394"
E4_Bvp,"1647607558,70007","-13,55173"
E4_Bvp,"1647607558,71569","-17,78981"
E4_Bvp,"1647607558,73132","-23,08366"
E4_Bvp,"1647607558,74695","-29,59371"
E4_Bvp,"1647607558,76257","-36,98954"
E4_Bvp,"1647607558,7782","-44,29642"
E4_Bvp,"1647607558,79382","-50,07199"
E4_Bvp,"1647607558,80945","-52,74776"
E4_Bvp,"1647607558,82507","-51,17823"
E4_Bvp,"1647607558,8407","-45,06705"
E4_Bvp,"1647607558,85633","-35,13731"
E4_Bvp,"1647607558,87195","-22,98679"
E4_Bvp,"1647607558,88758","-10,58529"
E4_Bvp,"1647607558,9032","0,3443642"
E4_Bvp,"1647607558,91883","8,770986"
E4_Bvp,"1647607558,93445","14,5181"
E4_Bvp,"1647607558,95008","18,05012"
E4_Bvp,"1647607558,96571","20,09862"
E4_Bvp,"1647607558,98133","21,24298"
E4_Bvp,"1647607558,99696","21,79038"
E4_Bvp,"1647607559,01258","21,7985"
E4_Bvp,"1647607559,02821","21,24302"
E4_Bvp,"1647607559,04383","20,18705"
E4_Bvp,"1647607559,05946","18,76027"
E4_Bvp,"1647607559,07509","17,10504"
E4_Bvp,"1647607559,09071","15,32317"
E4_Bvp,"1647607559,10634","13,44516"
E4_Bvp,"1647607559,12196","11,42709"
E4_Bvp,"1647607559,13759","9,232237"
E4_Bvp,"1647607559,15321","6,800743"
E4_Bvp,"1647607559,16884","4,041931"
E4_Bvp,"1647607559,18447","0,8676147"
E4_Bvp,"1647607559,20009","-2,882164"
E4_Bvp,"1647607559,21572","-7,41312"
E4_Bvp,"1647607559,23134","-12,92082"
E4_Bvp,"1647607559,24697","-19,51164"
E4_Bvp,"1647607559,26259","-27,04668"
E4_Bvp,"1647607559,27822","-34,95305"
E4_Bvp,"1647607559,29385","-42,12359"
E4_Bvp,"1647607559,30947","-47,02588"
E4_Bvp,"1647607559,3251","-48,08885"
E4_Bvp,"1647607559,34072","-44,31062"
E4_Bvp,"1647607559,35635","-35,72725"
E4_Bvp,"1647607559,37197","-23,5437"
E4_Bvp,"1647607559,3876","-9,852955"
E4_Bvp,"1647607559,40323","3,147884"
E4_Bvp,"1647607559,41885","13,83017"
E4_Bvp,"1647607559,43448","21,63341"
E4_Bvp,"1647607559,4501","26,9391"
E4_Bvp,"1647607559,46573","30,69813"
E4_Bvp,"1647607559,48135","33,7399"
E4_Bvp,"1647607559,49698","36,42023"
E4_Bvp,"1647607559,51261","38,62218"
E4_Bvp,"1647607559,52823","39,96462"
E4_Bvp,"1647607559,54386","40,22608"
E4_Bvp,"1647607559,55948","39,48264"
E4_Bvp,"1647607559,57511","38,11835"
E4_Bvp,"1647607559,59073","36,57845"
E4_Bvp,"1647607559,60636","35,24609"
E4_Bvp,"1647607559,62199","34,18099"
E4_Bvp,"1647607559,63761","33,21253"
E4_Bvp,"1647607559,65324","32,0533"
E4_Bvp,"1647607559,66886","30,39519"
E4_Bvp,"1647607559,68449","28,09169"
E4_Bvp,"1647607559,70011","25,12753"
E4_Bvp,"1647607559,71574","21,54218"
E4_Bvp,"1647607559,73137","17,30214"
E4_Bvp,"1647607559,74699","12,28605"
E4_Bvp,"1647607559,76262","6,384987"
E4_Bvp,"1647607559,77824","-0,2474365"
E4_Bvp,"1647607559,79387","-6,983025"
