window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,62.828125,63.0,0.42473253615978995,62,64,63,-17.6375,-17.0,1.4556666916713383,-21,-15,-17,1.0625,1.0,0.8578423030650209,-2.0,2.0,1.0
10.0,20.0,320,62.74375,63.0,0.43724522362164164,62,63,63,-18.784375,-19.0,0.41189932041305777,-19,-18,-19,0.565625,1.0,1.8422266367608582,-5.0,2.0,1.0
20.0,30.0,320,62.634375,63.0,0.4951864694218035,61,63,63,-18.80625,-19.0,0.46839785623349933,-20,-18,-19,-0.303125,0.0,1.4638773555956472,-4.0,1.0,1.0
30.0,40.0,320,62.640625,63.0,0.6175892939892657,61,64,63,-18.346875,-19.0,1.1670729065825312,-20,-15,-19,-3.00625,-3.0,1.3082658602625563,-6.0,0.0,-2.0
40.0,50.0,320,62.525,63.0,0.8670202638526017,54,65,63,-18.4875,-19.0,1.0710642760290294,-21,-13,-18,-4.328125,-4.0,1.7657015043624549,-10.0,1.0,-3.0
50.0,60.0,320,62.284375,62.0,0.6508298897980571,60,64,62,-18.271875,-19.0,1.4223329273109213,-22,-14,-19,-7.184375,-8.0,1.6946549523497447,-10.0,-2.0,-8.0
60.0,70.0,320,62.715625,63.0,0.7062681184737186,60,65,63,-17.675,-18.0,1.3602046683539697,-21,-13,-18,-5.209375,-5.0,1.304647918490874,-9.0,-2.0,-6.0
70.0,80.0,320,63.0375,63.0,0.6018518965070683,61,65,63,-16.675,-17.0,1.0945862790374512,-20,-13,-17,-5.046875,-5.0,1.4474026840449623,-9.0,-1.0,-6.0
80.0,90.0,320,62.7125,63.0,0.6018518965070718,61,65,63,-17.65,-18.0,1.250454462839963,-23,-14,-18,-5.825,-6.0,1.2166555731590853,-9.0,-3.0,-6.0
90.0,100.0,320,62.428125,62.0,1.2038950305213914,57,70,62,-18.89375,-20.0,2.273182556278588,-23,-6,-20,0.540625,2.0,3.255798721278641,-8.0,4.0,3.0
