window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-33.371875,-33.0,0.7853415585822345,-36,-32,-33,-5.271875,-5.0,0.44562264917140987,-6,-5,-5,54.296875,54.0,0.5451319905741515,53.0,55.0,54.0
10.0,20.0,320,-32.834375,-33.0,0.4046046679217537,-34,-32,-33,-5.553125,-6.0,0.49794837705016876,-6,-5,-6,54.53125,55.0,0.49980403683354907,54.0,55.0,55.0
20.0,30.0,320,-32.253125,-32.0,0.6196795485948485,-35,-31,-32,-5.259375,-5.0,0.7070444355596031,-6,-3,-5,54.85,55.0,0.35763065657237003,54.0,55.0,55.0
30.0,40.0,320,-31.43125,-31.0,1.698687950257812,-39,-27,-31,-3.321875,-3.0,1.24423041516385,-9,-1,-4,55.2625,55.0,0.8265765785003801,52.0,57.0,55.0
40.0,50.0,320,-29.71875,-29.0,1.85922043527906,-36,-25,-29,-1.734375,-2.0,1.188267982979025,-6,1,-1,56.128125,56.0,0.8223882855215096,53.0,58.0,56.0
50.0,60.0,320,-29.81875,-30.0,1.1764239687425524,-34,-27,-30,-1.096875,-1.0,0.5542564705167797,-4,3,-1,56.103125,56.0,0.6274716019751512,53.0,57.0,56.0
60.0,70.0,320,-29.78125,-30.0,1.4521495255358927,-33,-27,-31,-1.390625,-1.0,0.5013207477882891,-3,-1,-1,56.115625,56.0,0.7691583866957764,55.0,59.0,56.0
70.0,80.0,320,-28.478125,-28.0,1.2290206553023737,-32,-25,-28,-1.48125,-1.0,0.5482588570143403,-3,0,-2,56.765625,57.0,0.5693913458265711,55.0,58.0,57.0
80.0,90.0,320,-28.621875,-29.0,2.047436561496895,-33,-20,-29,-1.76875,-2.0,0.6645702408441672,-4,0,-2,56.63125,57.0,0.8966805730898496,54.0,60.0,57.0
90.0,100.0,320,-28.35,-28.0,1.6484057083468098,-32,-24,-30,-1.54375,-2.0,0.5112756803492753,-3,0,-2,56.71875,57.0,0.7271870051361377,55.0,58.0,57.0
100.0,110.0,320,-29.45,-29.0,1.7085438996564581,-35,-25,-29,-2.24375,-2.0,0.8360743843555721,-8,-1,-2,56.2875,56.0,0.8181905259028096,54.0,58.0,57.0
110.0,120.0,320,-29.828125,-30.0,1.1818200657086497,-33,-27,-30,-1.83125,-2.0,0.5278675976293291,-4,2,-2,56.103125,56.0,0.5914672129119595,55.0,57.0,56.0
120.0,130.0,320,-31.6625,-32.0,1.8430161323086234,-36,-25,-32,-1.628125,-2.0,0.5563733748917187,-3,0,-2,55.23125,55.0,0.931657605248265,53.0,58.0,55.0
130.0,140.0,320,-35.08125,-35.0,1.793306520331107,-41,-32,-33,-1.265625,-1.0,0.5989067233909502,-3,0,-1,53.465625,54.0,1.046897004751669,50.0,55.0,54.0
140.0,150.0,320,-31.3375,-32.0,2.0323018436489915,-36,-27,-29,-1.14375,-1.0,0.6751001318973168,-3,1,-1,55.34375,55.0,0.9924282307066054,53.0,57.0,56.0
150.0,160.0,320,-30.621875,-31.0,1.2154270570603913,-35,-28,-30,-1.0,-1.0,0.7126268242184063,-4,1,-1,55.740625,56.0,0.5964152973361382,54.0,57.0,56.0
160.0,170.0,320,-32.815625,-33.0,2.598602153172008,-39,-28,-30,-0.9,-1.0,0.6690656939503901,-3,1,-1,54.61875,55.0,1.317220760888379,53.0,57.0,56.0
170.0,180.0,320,-32.5375,-32.0,1.7982488869900946,-40,-28,-33,-0.48125,0.0,0.7297689332417246,-3,1,0,54.78125,55.0,0.9211678222451146,50.0,57.0,55.0
180.0,190.0,320,-33.490625,-33.0,0.9664787182616462,-38,-31,-33,-0.246875,0.0,0.5695977654626664,-3,1,0,54.265625,54.0,0.5610722912312287,52.0,55.0,54.0
190.0,200.0,320,-33.871875,-34.0,2.016971001760716,-39,-28,-33,-2.809375,-3.0,1.5790277900516785,-7,0,-4,54.04375,54.0,1.0789921862233554,51.0,57.0,54.0
200.0,210.0,320,-33.61875,-34.0,1.2183131099416948,-37,-29,-34,-2.4875,-2.0,0.7917086003303189,-5,-1,-2,54.15,54.0,0.6452138718586766,52.0,56.0,54.0
