ACC,time,x,y,z
E4_Acc,"1647602705,83725",-56,21,26.0
E4_Acc,"1647602705,8685",-56,21,26.0
E4_Acc,"1647602705,89975",-56,21,26.0
E4_Acc,"1647602705,931",-57,20,26.0
E4_Acc,"1647602705,96225",-56,22,27.0
E4_Acc,"1647602705,99351",-55,22,27.0
E4_Acc,"1647602706,02476",-55,22,28.0
E4_Acc,"1647602706,05601",-55,22,27.0
E4_Acc,"1647602706,08726",-56,21,26.0
E4_Acc,"1647602706,11851",-56,21,26.0
E4_Acc,"1647602706,14976",-56,21,26.0
E4_Acc,"1647602706,18101",-56,21,26.0
E4_Acc,"1647602706,21227",-56,21,26.0
E4_Acc,"1647602706,24352",-56,22,26.0
E4_Acc,"1647602706,27477",-55,22,26.0
E4_Acc,"1647602706,30602",-55,22,27.0
E4_Acc,"1647602706,33727",-56,21,26.0
E4_Acc,"1647602706,36852",-56,21,26.0
E4_Acc,"1647602706,39978",-56,21,26.0
E4_Acc,"1647602706,43103",-56,21,26.0
E4_Acc,"1647602706,46228",-56,21,26.0
E4_Acc,"1647602706,49353",-56,21,26.0
E4_Acc,"1647602706,52478",-56,21,26.0
E4_Acc,"1647602706,55603",-56,21,26.0
E4_Acc,"1647602706,58728",-56,22,26.0
E4_Acc,"1647602706,61854",-56,21,27.0
E4_Acc,"1647602706,64979",-56,21,26.0
E4_Acc,"1647602706,68104",-56,21,27.0
E4_Acc,"1647602706,71229",-56,21,26.0
E4_Acc,"1647602706,74354",-56,21,26.0
E4_Acc,"1647602706,77479",-56,21,26.0
E4_Acc,"1647602706,80604",-56,21,26.0
E4_Acc,"1647602706,8373",-56,21,26.0
E4_Acc,"1647602706,86855",-56,21,27.0
E4_Acc,"1647602706,8998",-56,21,26.0
E4_Acc,"1647602706,93105",-56,21,27.0
E4_Acc,"1647602706,9623",-56,21,26.0
E4_Acc,"1647602706,99355",-56,21,26.0
E4_Acc,"1647602707,0248",-56,21,27.0
E4_Acc,"1647602707,05606",-56,21,27.0
E4_Acc,"1647602707,08731",-56,21,26.0
E4_Acc,"1647602707,11856",-56,21,26.0
E4_Acc,"1647602707,14981",-56,21,27.0
E4_Acc,"1647602707,18106",-56,22,27.0
E4_Acc,"1647602707,21231",-56,21,26.0
E4_Acc,"1647602707,24356",-56,21,26.0
E4_Acc,"1647602707,27482",-56,21,26.0
E4_Acc,"1647602707,30607",-56,21,26.0
E4_Acc,"1647602707,33732",-56,21,26.0
E4_Acc,"1647602707,36857",-56,21,26.0
E4_Acc,"1647602707,39982",-56,21,26.0
E4_Acc,"1647602707,43107",-56,21,26.0
E4_Acc,"1647602707,46232",-56,21,26.0
E4_Acc,"1647602707,49358",-56,21,27.0
E4_Acc,"1647602707,52483",-55,21,26.0
E4_Acc,"1647602707,55608",-56,21,26.0
E4_Acc,"1647602707,58733",-56,21,26.0
E4_Acc,"1647602707,61858",-56,21,26.0
E4_Acc,"1647602707,64983",-56,21,26.0
E4_Acc,"1647602707,68108",-56,21,26.0
E4_Acc,"1647602707,71234",-56,21,26.0
E4_Acc,"1647602707,74359",-56,21,26.0
E4_Acc,"1647602707,77484",-56,21,26.0
E4_Acc,"1647602707,80609",-56,21,26.0
E4_Acc,"1647602707,83734",-56,21,26.0
E4_Acc,"1647602707,86859",-56,21,26.0
E4_Acc,"1647602707,89984",-56,21,26.0
E4_Acc,"1647602707,9311",-56,21,26.0
E4_Acc,"1647602707,96235",-56,21,26.0
E4_Acc,"1647602707,9936",-56,21,26.0
E4_Acc,"1647602708,02485",-56,21,26.0
E4_Acc,"1647602708,0561",-55,22,26.0
E4_Acc,"1647602708,08735",-56,21,26.0
E4_Acc,"1647602708,1186",-56,21,26.0
E4_Acc,"1647602708,14986",-56,21,26.0
E4_Acc,"1647602708,18111",-56,21,26.0
E4_Acc,"1647602708,21236",-56,21,27.0
E4_Acc,"1647602708,24361",-56,21,26.0
E4_Acc,"1647602708,27486",-56,21,26.0
E4_Acc,"1647602708,30611",-56,22,27.0
E4_Acc,"1647602708,33736",-56,22,27.0
E4_Acc,"1647602708,36862",-56,21,26.0
E4_Acc,"1647602708,39987",-56,21,26.0
E4_Acc,"1647602708,43112",-56,21,26.0
E4_Acc,"1647602708,46237",-56,21,26.0
E4_Acc,"1647602708,49362",-56,21,27.0
E4_Acc,"1647602708,52487",-56,21,26.0
E4_Acc,"1647602708,55612",-56,21,27.0
E4_Acc,"1647602708,58738",-56,22,27.0
E4_Acc,"1647602708,61863",-56,22,26.0
E4_Acc,"1647602708,64988",-56,21,26.0
E4_Acc,"1647602708,68113",-56,21,26.0
E4_Acc,"1647602708,71238",-56,21,26.0
E4_Acc,"1647602708,74363",-56,21,26.0
E4_Acc,"1647602708,77488",-56,21,26.0
E4_Acc,"1647602708,80614",-56,21,26.0
E4_Acc,"1647602708,83739",-56,21,26.0
E4_Acc,"1647602708,86864",-56,22,26.0
E4_Acc,"1647602708,89989",-56,22,26.0
E4_Acc,"1647602708,93114",-56,21,26.0
E4_Acc,"1647602708,96239",-56,21,26.0
E4_Acc,"1647602708,99365",-56,21,26.0
E4_Acc,"1647602709,0249",-56,21,27.0
E4_Acc,"1647602709,05615",-56,21,26.0
E4_Acc,"1647602709,0874",-56,21,26.0
E4_Acc,"1647602709,11865",-56,21,26.0
E4_Acc,"1647602709,1499",-56,21,26.0
E4_Acc,"1647602709,18115",-56,21,26.0
E4_Acc,"1647602709,21241",-56,21,26.0
E4_Acc,"1647602709,24366",-56,22,26.0
