ST,time,values
E4_Temperature,"1641370621,18529","34,03"
E4_Temperature,"1641370621,4353","34,03"
E4_Temperature,"1641370621,68531","34,03"
E4_Temperature,"1641370621,93533","34,03"
E4_Temperature,"1641370622,18534","34,03"
E4_Temperature,"1641370622,43535","34,03"
E4_Temperature,"1641370622,68536","34,03"
E4_Temperature,"1641370622,93537","34,03"
E4_Temperature,"1641370623,18538","34,05"
E4_Temperature,"1641370623,4354","34,05"
E4_Temperature,"1641370623,68541","34,05"
E4_Temperature,"1641370623,93542","34,05"
E4_Temperature,"1641370624,18543","34,07"
E4_Temperature,"1641370624,43544","34,07"
E4_Temperature,"1641370624,68545","34,07"
E4_Temperature,"1641370624,93547","34,07"
E4_Temperature,"1641370625,18548","34,05"
E4_Temperature,"1641370625,43549","34,05"
E4_Temperature,"1641370625,6855","34,05"
E4_Temperature,"1641370625,93551","34,05"
E4_Temperature,"1641370626,18552","34,03"
E4_Temperature,"1641370626,43553","34,03"
E4_Temperature,"1641370626,68555","34,03"
E4_Temperature,"1641370626,93556","34,03"
E4_Temperature,"1641370627,18557","34,05"
E4_Temperature,"1641370627,43558","34,05"
E4_Temperature,"1641370627,68559","34,05"
E4_Temperature,"1641370627,9356","34,05"
E4_Temperature,"1641370628,18562","34,05"
E4_Temperature,"1641370628,43563","34,05"
E4_Temperature,"1641370628,68564","34,05"
E4_Temperature,"1641370628,93565","34,05"
E4_Temperature,"1641370629,18566","34,05"
E4_Temperature,"1641370629,43567","34,05"
E4_Temperature,"1641370629,68569","34,05"
E4_Temperature,"1641370629,9357","34,05"
E4_Temperature,"1641370630,18571","34,05"
E4_Temperature,"1641370630,43572","34,05"
E4_Temperature,"1641370630,68573","34,05"
E4_Temperature,"1641370630,93574","34,05"
E4_Temperature,"1641370631,18575","34,03"
E4_Temperature,"1641370631,43577","34,03"
E4_Temperature,"1641370631,68578","34,03"
E4_Temperature,"1641370631,93579","34,03"
E4_Temperature,"1641370632,1858","34,05"
E4_Temperature,"1641370632,43581","34,05"
E4_Temperature,"1641370632,68582","34,05"
E4_Temperature,"1641370632,93584","34,05"
E4_Temperature,"1641370633,18585","34,05"
E4_Temperature,"1641370633,43586","34,05"
E4_Temperature,"1641370633,68587","34,05"
E4_Temperature,"1641370633,93588","34,05"
E4_Temperature,"1641370634,18589","34,05"
E4_Temperature,"1641370634,43591","34,05"
E4_Temperature,"1641370634,68592","34,05"
E4_Temperature,"1641370634,93593","34,05"
E4_Temperature,"1641370635,18594","34,05"
E4_Temperature,"1641370635,43595","34,05"
E4_Temperature,"1641370635,68596","34,05"
E4_Temperature,"1641370635,93597","34,05"
E4_Temperature,"1641370636,18599","34,07"
E4_Temperature,"1641370636,436","34,07"
E4_Temperature,"1641370636,68601","34,07"
E4_Temperature,"1641370636,93602","34,07"
E4_Temperature,"1641370637,18603","34,07"
E4_Temperature,"1641370637,43604","34,07"
E4_Temperature,"1641370637,68606","34,07"
E4_Temperature,"1641370637,93607","34,07"
E4_Temperature,"1641370638,18608","34,05"
E4_Temperature,"1641370638,43609","34,05"
E4_Temperature,"1641370638,6861","34,05"
E4_Temperature,"1641370638,93611","34,05"
E4_Temperature,"1641370639,18613","34,05"
E4_Temperature,"1641370639,43614","34,05"
E4_Temperature,"1641370639,68615","34,05"
E4_Temperature,"1641370639,93616","34,05"
E4_Temperature,"1641370640,18617","34,05"
E4_Temperature,"1641370640,43618","34,05"
E4_Temperature,"1641370640,68619","34,05"
E4_Temperature,"1641370640,93621","34,05"
E4_Temperature,"1641370641,18622","34,07"
E4_Temperature,"1641370641,43623","34,07"
E4_Temperature,"1641370641,68624","34,07"
E4_Temperature,"1641370641,93625","34,07"
E4_Temperature,"1641370642,18626","34,05"
E4_Temperature,"1641370642,43628","34,05"
E4_Temperature,"1641370642,68629","34,05"
E4_Temperature,"1641370642,9363","34,05"
E4_Temperature,"1641370643,18631","34,05"
E4_Temperature,"1641370643,43632","34,05"
E4_Temperature,"1641370643,68633","34,05"
E4_Temperature,"1641370643,93635","34,05"
E4_Temperature,"1641370644,18636","34,05"
E4_Temperature,"1641370644,43637","34,05"
E4_Temperature,"1641370644,68638","34,05"
E4_Temperature,"1641370644,93639","34,05"
E4_Temperature,"1641370645,1864","34,07"
E4_Temperature,"1641370645,43641","34,07"
E4_Temperature,"1641370645,68643","34,07"
E4_Temperature,"1641370645,93644","34,07"
