label_time_sec,window_start_sec,window_end_sec,n_samples,values_mean,values_std,values_min,values_max,values_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,41,11.861733170731707,0.39301265758521703,11.45077,12.72818,11.68224,10.0,No Stress,No Reaction
20.0,-10.0,20.0,81,11.932843209876545,0.38316999067916047,11.45077,12.89985,11.78089,20.0,No Stress,No Reaction
30.0,0.0,30.0,121,11.809296363636363,0.3600159551881,11.45077,12.89985,11.63781,30.0,No Stress,No Reaction
40.0,10.0,40.0,121,11.738810661157025,0.2979963386904151,11.51354,12.89985,11.6045,40.0,No Stress,No Reaction
50.0,20.0,50.0,121,11.57807041322314,0.09101953366719967,11.47895,11.97217,11.55069,50.0,No Stress,No Reaction
60.0,30.0,60.0,121,11.546227685950413,0.1179674577214718,11.34916,11.97217,11.54172,60.0,No Stress,No Reaction
70.0,40.0,70.0,121,11.503639008264464,0.10422075246326078,11.34916,11.86928,11.50201,70.0,No Stress,No Reaction
80.0,50.0,80.0,121,11.47845652892562,0.1355300975842067,11.25692,11.86928,11.43371,80.0,No Stress,No Reaction
90.0,60.0,90.0,121,11.648788512396694,0.34068386563807496,11.25692,12.92035,11.54517,90.0,No Stress,No Reaction
100.0,70.0,100.0,121,11.7097252892562,0.34100468182288046,11.25692,12.92035,11.61218,100.0,No Stress,No Reaction
110.0,80.0,110.0,121,11.931642727272727,0.3947560686360629,11.44908,12.98056,11.85047,110.0,No Stress,No Reaction
120.0,90.0,120.0,121,11.92297619834711,0.40394123165640533,11.353,12.98056,11.87993,120.0,No Stress,No Reaction
130.0,100.0,130.0,121,11.87661082644628,0.5034056927975468,10.97764,12.98056,11.94783,130.0,No Stress,No Reaction
140.0,110.0,140.0,121,11.556091983471076,0.5210904442154929,10.76694,12.85117,11.4687,140.0,No Stress,No Reaction
150.0,120.0,150.0,121,11.33313611570248,0.4120045299353958,10.76694,12.36035,11.22873,150.0,No Stress,No Reaction
160.0,130.0,160.0,121,11.175800826446281,0.2979621282662915,10.75413,11.88466,11.12368,160.0,No Stress,No Reaction
170.0,140.0,170.0,121,11.190298099173555,0.30091954289952116,10.75413,11.76423,11.13462,170.0,No Stress,No Reaction
180.0,150.0,180.0,121,11.385497851239668,0.4240064706173059,10.75413,12.4039,11.49392,180.0,No Stress,No Reaction
190.0,160.0,190.0,121,11.646281157024795,0.43059727816950205,10.75669,12.57573,11.72108,190.0,No Stress,No Reaction
200.0,170.0,200.0,121,11.908227190082643,0.25084538095615516,11.51098,12.57573,11.8415,200.0,No Stress,No Reaction
210.0,180.0,210.0,121,12.021188099173553,0.2847744231355585,11.51098,12.8012,12.02342,210.0,No Stress,No Reaction
220.0,190.0,220.0,121,12.099865785123967,0.2740710846409258,11.64677,12.8217,12.06057,220.0,No Stress,No Reaction
230.0,200.0,230.0,121,12.211159008264463,0.2760571586085176,11.75695,12.90754,12.14,230.0,No Stress,No Reaction
240.0,210.0,240.0,121,12.316936363636364,0.2980899764304954,11.88762,12.99081,12.2886,240.0,No Stress,No Reaction
250.0,220.0,250.0,121,12.438671818181819,0.2683163208633918,11.95184,12.99081,12.40663,250.0,No Stress,No Reaction
260.0,230.0,260.0,121,12.599188760330577,0.27446254081559185,12.0966,13.13359,12.5635,260.0,No Stress,No Reaction
270.0,240.0,270.0,121,12.761283884297521,0.2872168442378566,12.29517,13.43081,12.76149,270.0,No Stress,No Reaction
280.0,250.0,280.0,121,12.868570661157026,0.2600747712701597,12.50713,13.48013,12.85303,280.0,No Stress,No Reaction
290.0,260.0,290.0,121,12.92604305785124,0.2563841591987922,12.50841,13.48013,12.89851,290.0,No Stress,No Reaction
300.0,270.0,300.0,121,12.977117933884298,0.29805171023084054,12.50841,13.8619,12.90812,300.0,No Stress,No Reaction
310.0,280.0,310.0,121,13.133106363636363,0.3339938510187477,12.61475,13.86831,13.05481,310.0,No Stress,No Reaction
320.0,290.0,320.0,121,13.46001909090909,0.5155206016526724,12.76592,14.56013,13.31999,320.0,No Stress,No Reaction
330.0,300.0,330.0,121,14.088957520661157,0.7894534939989404,13.01766,15.65981,13.99312,330.0,No Stress,No Reaction
340.0,310.0,340.0,121,14.806542644628099,0.7510943970542457,13.21879,16.01512,14.83044,340.0,No Stress,No Reaction
350.0,320.0,350.0,88,15.247460227272727,0.39084354934463944,14.555,16.01512,15.32864,350.0,No Stress,No Reaction
