ACC,time,x,y,z
E4_Acc,"1641476826,43082",-20,-7,59.0
E4_Acc,"1641476826,46207",-22,-8,59.0
E4_Acc,"1641476826,49332",-20,-8,59.0
E4_Acc,"1641476826,52457",-20,-8,60.0
E4_Acc,"1641476826,55582",-19,-8,60.0
E4_Acc,"1641476826,58708",-15,-8,61.0
E4_Acc,"1641476826,61833",-16,-7,61.0
E4_Acc,"1641476826,64958",-17,-6,60.0
E4_Acc,"1641476826,68083",-15,-6,61.0
E4_Acc,"1641476826,71208",-14,-7,61.0
E4_Acc,"1641476826,74333",-12,-6,62.0
E4_Acc,"1641476826,77458",-11,-7,62.0
E4_Acc,"1641476826,80584",-11,-7,62.0
E4_Acc,"1641476826,83709",-10,-6,62.0
E4_Acc,"1641476826,86834",-10,-5,62.0
E4_Acc,"1641476826,89959",-9,-6,62.0
E4_Acc,"1641476826,93084",-9,-5,62.0
E4_Acc,"1641476826,96209",-10,-5,62.0
E4_Acc,"1641476826,99334",-10,-5,62.0
E4_Acc,"1641476827,0246",-11,-5,62.0
E4_Acc,"1641476827,05585",-11,-5,62.0
E4_Acc,"1641476827,0871",-11,-4,62.0
E4_Acc,"1641476827,11835",-10,-4,62.0
E4_Acc,"1641476827,1496",-9,-4,62.0
E4_Acc,"1641476827,18085",-9,-5,62.0
E4_Acc,"1641476827,2121",-9,-5,62.0
E4_Acc,"1641476827,24336",-9,-6,62.0
E4_Acc,"1641476827,27461",-9,-6,62.0
E4_Acc,"1641476827,30586",-9,-6,62.0
E4_Acc,"1641476827,33711",-9,-6,62.0
E4_Acc,"1641476827,36836",-8,-5,62.0
E4_Acc,"1641476827,39961",-8,-5,62.0
E4_Acc,"1641476827,43086",-7,-5,62.0
E4_Acc,"1641476827,46212",-7,-5,62.0
E4_Acc,"1641476827,49337",-8,-5,62.0
E4_Acc,"1641476827,52462",-8,-5,62.0
E4_Acc,"1641476827,55587",-9,-5,62.0
E4_Acc,"1641476827,58712",-9,-6,62.0
E4_Acc,"1641476827,61837",-10,-5,62.0
E4_Acc,"1641476827,64962",-10,-5,62.0
E4_Acc,"1641476827,68088",-10,-5,62.0
E4_Acc,"1641476827,71213",-11,-6,62.0
E4_Acc,"1641476827,74338",-12,-6,62.0
E4_Acc,"1641476827,77463",-13,-6,62.0
E4_Acc,"1641476827,80588",-13,-6,61.0
E4_Acc,"1641476827,83713",-13,-6,61.0
E4_Acc,"1641476827,86838",-13,-7,61.0
E4_Acc,"1641476827,89964",-13,-7,61.0
E4_Acc,"1641476827,93089",-13,-7,61.0
E4_Acc,"1641476827,96214",-14,-7,61.0
E4_Acc,"1641476827,99339",-14,-7,61.0
E4_Acc,"1641476828,02464",-14,-7,61.0
E4_Acc,"1641476828,05589",-14,-7,61.0
E4_Acc,"1641476828,08715",-14,-6,61.0
E4_Acc,"1641476828,1184",-14,-6,61.0
E4_Acc,"1641476828,14965",-13,-7,61.0
E4_Acc,"1641476828,1809",-13,-6,61.0
E4_Acc,"1641476828,21215",-13,-5,61.0
E4_Acc,"1641476828,2434",-12,-6,62.0
E4_Acc,"1641476828,27465",-10,-6,62.0
E4_Acc,"1641476828,30591",-8,-4,61.0
E4_Acc,"1641476828,33716",-5,-2,63.0
E4_Acc,"1641476828,36841",-4,-2,62.0
E4_Acc,"1641476828,39966",-3,-5,63.0
E4_Acc,"1641476828,43091",-2,-5,63.0
E4_Acc,"1641476828,46216",-1,-4,63.0
E4_Acc,"1641476828,49341",-2,-3,62.0
E4_Acc,"1641476828,52467",-2,-3,63.0
E4_Acc,"1641476828,55592",-2,-2,62.0
E4_Acc,"1641476828,58717",-1,-2,62.0
E4_Acc,"1641476828,61842",0,-2,63.0
E4_Acc,"1641476828,64967",1,-3,63.0
E4_Acc,"1641476828,68092",0,-3,63.0
E4_Acc,"1641476828,71217",0,-3,63.0
E4_Acc,"1641476828,74343",0,-3,62.0
E4_Acc,"1641476828,77468",0,-3,62.0
E4_Acc,"1641476828,80593",0,-3,63.0
E4_Acc,"1641476828,83718",-1,-3,63.0
E4_Acc,"1641476828,86843",-2,-3,63.0
E4_Acc,"1641476828,89968",-1,-2,63.0
E4_Acc,"1641476828,93093",0,-2,62.0
E4_Acc,"1641476828,96219",-2,-2,62.0
E4_Acc,"1641476828,99344",-3,-1,63.0
E4_Acc,"1641476829,02469",-5,0,63.0
E4_Acc,"1641476829,05594",-6,1,63.0
E4_Acc,"1641476829,08719",-8,-1,62.0
E4_Acc,"1641476829,11844",-8,-2,62.0
E4_Acc,"1641476829,14969",-8,-1,63.0
E4_Acc,"1641476829,18095",-8,-1,62.0
E4_Acc,"1641476829,2122",-7,-1,63.0
E4_Acc,"1641476829,24345",-7,-1,62.0
E4_Acc,"1641476829,2747",-7,-1,62.0
E4_Acc,"1641476829,30595",-8,-3,62.0
E4_Acc,"1641476829,3372",-7,-2,62.0
E4_Acc,"1641476829,36845",-5,-2,62.0
E4_Acc,"1641476829,39971",-4,-2,63.0
E4_Acc,"1641476829,43096",-1,-3,62.0
E4_Acc,"1641476829,46221",-1,-2,63.0
E4_Acc,"1641476829,49346",-1,-2,63.0
E4_Acc,"1641476829,52471",-2,-3,63.0
E4_Acc,"1641476829,55596",-3,-2,63.0
E4_Acc,"1641476829,58721",-2,-2,63.0
E4_Acc,"1641476829,61847",-1,-3,63.0
E4_Acc,"1641476829,64972",0,-3,62.0
E4_Acc,"1641476829,68097",1,-2,63.0
E4_Acc,"1641476829,71222",2,-2,63.0
E4_Acc,"1641476829,74347",2,-3,63.0
E4_Acc,"1641476829,77472",2,-3,63.0
E4_Acc,"1641476829,80597",1,-4,63.0
