window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,35.58125,34.0,3.61981983132935,22,51,34,-31.140625,-31.0,1.4499723000272786,-43,-19,-31,43.04375,44.0,3.157013141391979,22.0,49.0,44.0
10.0,20.0,320,36.065625,36.0,0.43951339222323327,35,38,36,-31.371875,-31.0,0.4840622094013667,-32,-31,-31,42.85,43.0,0.41447175278395476,42.0,44.0,43.0
20.0,30.0,320,37.00625,37.0,8.369220272067318,9,76,36,-37.146875,-35.0,6.985452163453678,-63,-30,-32,35.503125,37.0,7.445517233938665,16.0,56.0,43.0
30.0,40.0,320,47.4875,48.0,1.4960239885425215,44,52,48,-36.259375,-36.0,0.9624157741106809,-40,-34,-37,24.940625,24.0,2.0843286546125257,20.0,30.0,24.0
40.0,50.0,320,43.24375,44.0,2.836720423062643,35,50,44,-36.578125,-36.0,1.25950539503625,-40,-32,-36,30.75625,30.0,3.8770231850518346,23.0,40.0,30.0
50.0,60.0,320,43.025,43.0,2.120063877904387,37,51,43,-36.059375,-36.0,1.4029434742175257,-40,-32,-36,31.81875,31.0,2.212452291251911,27.0,37.0,30.0
60.0,70.0,320,37.275,38.0,5.170388318153833,20,48,37,-30.76875,-33.0,5.802628174405767,-38,-18,-33,40.8625,40.0,6.82378975226173,28.0,53.0,40.0
70.0,80.0,320,29.80625,30.0,5.67124062436393,9,80,24,-24.359375,-27.0,6.410627900476672,-32,6,-28,50.05625,51.0,2.8838472974673386,28.0,71.0,52.0
80.0,90.0,320,19.578125,18.0,5.616826175454112,-3,45,18,-16.4375,-19.0,7.735589291889136,-25,9,-20,56.85625,57.0,2.728801165232275,50.0,62.0,54.0
90.0,100.0,320,23.75625,24.0,1.9011525130149198,19,31,23,-24.346875,-25.0,2.3928425633366155,-29,-19,-26,53.409375,53.0,1.2735208704703265,51.0,56.0,53.0
100.0,110.0,320,26.246875,26.0,2.3578700838444027,23,34,24,-27.709375,-28.0,1.6926652343600865,-32,-23,-28,50.8375,51.0,1.2712766027214217,47.0,53.0,51.0
110.0,120.0,320,28.015625,28.0,1.4524024794740737,24,32,27,-28.56875,-29.0,1.057126139106016,-33,-25,-29,49.55625,50.0,0.8472479882566905,47.0,51.0,50.0
120.0,130.0,320,36.5375,35.0,12.086878556055748,-13,90,34,-0.809375,4.0,20.927653547250117,-82,35,22,47.10625,48.0,13.512375321676629,-59.0,120.0,48.0
130.0,140.0,320,40.61875,39.0,14.702215249031024,-1,94,37,8.91875,10.0,11.110712092277979,-20,51,1,43.659375,46.0,11.600166450405608,7.0,109.0,47.0
140.0,150.0,320,44.084375,41.0,11.404877397336453,17,104,40,11.08125,14.5,7.734603981205599,-12,33,17,40.25625,46.0,15.342177353821485,0.0,127.0,46.0
150.0,160.0,320,42.428125,41.0,3.6681920392736553,37,54,39,11.725,13.0,5.517654765077558,-1,20,13,45.0,45.0,1.9795189561622344,38.0,49.0,45.0
160.0,170.0,320,36.984375,36.0,5.259093296764683,13,61,35,19.40625,21.0,9.005951967804126,3,40,26,46.178125,46.0,4.585258809950859,34.0,76.0,45.0
170.0,180.0,320,37.04375,36.0,4.3309006715646685,27,49,35,15.5375,14.0,7.719118877063913,2,28,20,47.759375,48.0,2.5709200108510575,40.0,53.0,50.0
180.0,190.0,320,38.96875,38.0,4.0613197586275085,30,51,36,13.596875,11.0,7.951458704723009,-1,30,9,47.025,47.0,2.7198331130805435,40.0,55.0,45.0
190.0,200.0,320,35.16875,36.0,7.30544682353763,7,50,35,19.971875,21.0,7.786884495166594,1,34,29,47.06875,46.0,3.8345433327233263,41.0,64.0,46.0
200.0,210.0,320,38.175,37.0,3.7089234088431327,33,50,36,25.91875,27.0,8.754378662590803,5,37,37,41.759375,42.0,2.920295361774217,36.0,49.0,38.0
210.0,220.0,320,40.01875,39.0,4.147699252707347,32,63,36,21.128125,24.0,11.984282663393449,-15,35,32,42.09375,41.0,3.5362819413406554,33.0,60.0,40.0
220.0,230.0,320,32.6125,35.0,14.01789608530136,-10,106,30,7.39375,9.0,14.783748119605862,-35,28,26,50.01875,49.0,12.083809668844204,-35.0,98.0,48.0
230.0,240.0,320,37.83125,36.5,4.220745711052351,32,50,35,11.875,10.0,4.812145032302353,1,21,10,48.715625,49.0,2.5455855667690472,42.0,52.0,49.0
240.0,250.0,320,41.859375,41.0,4.667862470876999,34,53,38,11.353125,11.0,6.301986768131564,-6,23,9,45.434375,46.0,2.7272121531935585,38.0,51.0,46.0
250.0,260.0,320,34.075,35.0,6.687892021146893,0,64,37,7.3875,5.0,8.418510356020247,-8,30,2,51.56875,52.0,3.427021289929505,40.0,83.0,52.0
260.0,270.0,320,37.09375,37.5,6.05647080055652,23,53,33,5.640625,4.0,6.785950790773259,-7,20,1,50.021875,50.0,2.9054304765246877,43.0,56.0,52.0
270.0,280.0,320,36.053125,38.0,6.836215766279964,23,48,42,8.0625,5.0,8.979382514673688,-5,28,-1,50.03125,50.0,2.7232238754575486,43.0,57.0,48.0
280.0,290.0,320,29.078125,32.0,9.890156417646653,-2,55,35,17.171875,17.0,7.441210942971961,2,44,17,51.590625,51.0,6.694257089330857,32.0,92.0,50.0
290.0,300.0,320,27.059375,29.0,11.936072125702347,-27,62,32,-2.15625,1.0,12.817037483102725,-30,30,9,54.946875,55.0,7.31642564697058,33.0,87.0,53.0
300.0,310.0,320,41.690625,40.0,5.8664264127149295,14,60,37,20.296875,23.0,8.86803227741951,2,35,25,41.86875,42.0,2.6084547245748353,33.0,55.0,44.0
