label_time_sec,window_start_sec,window_end_sec,n_samples,values_mean,values_std,values_min,values_max,values_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,640,0.4092975300000002,43.75353189294192,-95.952,58.02009,15.85523,10.0,No Stress,No Reaction
20.0,-10.0,20.0,1280,0.34630763695312516,44.5963557794454,-100.101,58.02009,16.445684999999997,20.0,No Stress,No Reaction
30.0,0.0,30.0,1920,-0.041179010062500035,45.49447749013503,-110.5767,64.27436,16.005139999999997,30.0,No Stress,Reaction
40.0,10.0,40.0,1920,-0.17879131386458316,44.794169491853104,-110.5767,68.28615,12.82733,40.0,Stress,Reaction
50.0,20.0,50.0,1920,-0.1733748653124999,41.93920703683722,-110.5767,101.7427,6.873085,50.0,No Stress,Reaction
60.0,30.0,60.0,1920,-0.12420411682291685,37.18622030020681,-110.4254,101.7427,4.0214845,60.0,Stress,Reaction
70.0,40.0,70.0,1920,0.021818360364583296,33.673359258493555,-107.356,101.7427,3.2721935,70.0,No Stress,Reaction
80.0,50.0,80.0,1920,0.2545439520729166,31.425909240234628,-81.63111,72.95343,4.9336815,80.0,No Stress,No Reaction
90.0,60.0,90.0,1920,0.26748281606249996,31.125990591074864,-81.63111,69.59468,4.936996,90.0,No Stress,No Reaction
100.0,70.0,100.0,1920,-0.0464048593177085,31.029912569747296,-81.63111,69.59468,4.665436,100.0,Stress,Reaction
110.0,80.0,110.0,1920,-0.32402360538020825,32.261007281185,-86.69821,71.36957,4.480606,110.0,No Stress,Reaction
120.0,90.0,120.0,1920,0.43826764507812505,34.8513829357908,-98.34238,100.2701,5.297878,120.0,No Stress,Reaction
130.0,100.0,130.0,1920,0.4679048704895832,39.714377319192785,-114.6728,100.2701,5.5700685,130.0,No Stress,Reaction
140.0,110.0,140.0,1920,0.45895411894791677,43.44763212268815,-114.6728,100.2701,6.171514,140.0,No Stress,No Reaction
150.0,120.0,150.0,1920,-0.36323002711458313,43.9125060295583,-114.6728,96.12202,5.5665895,150.0,No Stress,No Reaction
160.0,130.0,160.0,1920,-0.41190482438541653,42.941403090448745,-106.6359,80.79742,5.001125,160.0,Stress,Reaction
170.0,140.0,170.0,1920,-0.39568813278645826,41.754528217532254,-103.7683,98.6824,5.16819,170.0,No Stress,No Reaction
180.0,150.0,180.0,1920,0.41570558656770834,42.87620679992004,-117.1014,98.6824,6.0319645,180.0,Stress,Reaction
190.0,160.0,190.0,1920,0.3536796507864583,43.73100038143521,-117.1014,98.6824,5.788087,190.0,No Stress,No Reaction
200.0,170.0,200.0,1920,0.10142792027083339,43.793469698894114,-117.1014,93.19763,4.266921999999999,200.0,No Stress,No Reaction
210.0,180.0,210.0,1920,-0.4363434816250002,43.93403162267367,-105.8238,108.598,3.5152205,210.0,Stress,Reaction
220.0,190.0,220.0,1920,-0.21897350938541674,42.981878294182245,-105.8238,108.598,3.4328725,220.0,No Stress,No Reaction
230.0,200.0,230.0,1920,-0.23731993799479156,42.929940819936846,-104.3577,108.598,4.4408265,230.0,Stress,Reaction
240.0,210.0,240.0,1920,-0.09275897947916659,42.359254692103754,-107.8643,91.72874,4.809849,240.0,No Stress,No Reaction
250.0,220.0,250.0,1920,-0.08325155453124994,43.32722578949411,-107.8643,91.72874,5.2040935,250.0,No Stress,No Reaction
260.0,230.0,260.0,1920,0.37667565904531247,43.248209091636795,-107.8643,108.6423,5.111751,260.0,No Stress,Reaction
270.0,240.0,270.0,1920,0.06167768815989598,42.44678946120957,-100.1849,108.6423,4.2455595,270.0,No Stress,No Reaction
280.0,250.0,280.0,1920,0.04705435413906288,41.172416718544326,-117.451,108.6423,4.0989345,280.0,No Stress,Reaction
290.0,260.0,290.0,1920,-0.01817758393229152,42.53567289813278,-133.345,86.15342,5.494546,290.0,No Stress,No Reaction
300.0,270.0,300.0,1920,0.43720395083333347,43.41552569875838,-133.345,107.1523,6.44445,300.0,Stress,Reaction
310.0,280.0,310.0,1920,0.15378254634895824,43.98497779852728,-133.345,107.1523,4.923441,310.0,No Stress,No Reaction
320.0,290.0,320.0,1920,0.16678470404166662,43.85933768260764,-119.7957,107.1523,5.7331845,320.0,No Stress,No Reaction
330.0,300.0,330.0,1920,-0.37806168444791644,44.34676151959731,-119.7957,110.6771,4.840355000000001,330.0,No Stress,No Reaction
340.0,310.0,340.0,1919,-0.25994312064616976,44.59610790996277,-118.5366,110.6771,6.145478,340.0,Stress,Reaction
350.0,320.0,350.0,1919,-0.0038288002136528084,45.70277889451893,-111.6171,110.6771,6.005341,350.0,Stress,Reaction
360.0,330.0,360.0,1919,-0.2028011315007815,44.280829418165155,-111.6171,85.79649,4.990845,360.0,No Stress,No Reaction
370.0,340.0,370.0,1920,-0.08113032778125012,44.999258678379114,-111.6171,85.79649,6.324951,370.0,No Stress,No Reaction
380.0,350.0,380.0,1920,-0.3183516383385418,42.419906191172515,-104.337,85.62895,5.22406,380.0,No Stress,No Reaction
390.0,360.0,390.0,1920,-0.4666108464708334,42.12416138342264,-104.337,101.295,4.898815000000001,390.0,No Stress,No Reaction
400.0,370.0,400.0,1920,0.27076682770005195,42.628136377218716,-126.1513,115.9272,3.580058,400.0,No Stress,Reaction
410.0,380.0,410.0,1920,0.01141341855421866,42.31471385005308,-126.1513,115.9272,1.82843,410.0,No Stress,No Reaction
420.0,390.0,420.0,1920,0.879882185139635,43.85097173993812,-126.1513,115.9272,2.8477915,420.0,No Stress,No Reaction
430.0,400.0,430.0,1920,0.04615984315624999,44.738508625815754,-127.6227,103.7223,4.1757355,430.0,No Stress,No Reaction
440.0,410.0,440.0,1920,0.007061327671874788,48.86631198674244,-127.6227,103.7223,6.4870405,440.0,No Stress,No Reaction
450.0,420.0,450.0,1656,-0.0010110564975848743,52.03925523393802,-127.6227,101.3535,9.811645500000001,450.0,No Stress,No Reaction
