label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,320,-33.371875,0.7853415585822284,-36.0,-32.0,-33.0,-5.271875,0.44562264917140987,-6.0,-5.0,-5.0,54.296875,0.5451319905741502,53.0,55.0,54.0,10.0,No Stress,No Reaction
20.0,-10.0,20.0,640,-33.103125,0.6796779017139274,-36.0,-32.0,-33.0,-5.4125,0.4926692650194811,-6.0,-5.0,-5.0,54.4140625,0.5355491492256399,53.0,55.0,54.0,20.0,No Stress,No Reaction
30.0,0.0,30.0,960,-32.81979166666667,0.772185905269924,-36.0,-31.0,-33.0,-5.361458333333333,0.577266542814411,-6.0,-3.0,-5.0,54.559375,0.5252891601515112,53.0,55.0,55.0,30.0,No Stress,Reaction
40.0,10.0,40.0,960,-32.172916666666666,1.2139679909015773,-39.0,-27.0,-32.0,-4.711458333333334,1.3208340803103997,-9.0,-1.0,-5.0,54.88125,0.6652890267027518,52.0,57.0,55.0,40.0,Stress,Reaction
50.0,20.0,50.0,960,-31.134375,1.8311593463203213,-39.0,-25.0,-32.0,-3.4385416666666666,1.797453290034957,-9.0,1.0,-4.0,55.41354166666667,0.8824697298617952,52.0,58.0,55.0,50.0,No Stress,Reaction
60.0,30.0,60.0,960,-30.322916666666668,1.7850893936172292,-39.0,-25.0,-30.0,-2.051041666666667,1.401064305091079,-9.0,3.0,-2.0,55.83125,0.8632591564646278,52.0,58.0,56.0,60.0,Stress,Reaction
70.0,40.0,70.0,960,-29.772916666666667,1.5209677484750577,-36.0,-25.0,-30.0,-1.4072916666666666,0.8505343706612046,-6.0,3.0,-1.0,56.115625,0.7435265467728748,53.0,59.0,56.0,70.0,No Stress,Reaction
80.0,50.0,80.0,960,-29.359375,1.4328980037880037,-34.0,-25.0,-29.0,-1.3229166666666667,0.559211266142541,-4.0,3.0,-1.0,56.328125,0.7289919225540936,53.0,59.0,56.0,80.0,No Stress,No Reaction
90.0,60.0,90.0,960,-28.960416666666667,1.7143496179144782,-33.0,-20.0,-29.0,-1.546875,0.597082431171929,-4.0,0.0,-2.0,56.50416666666667,0.8066352398385911,54.0,60.0,57.0,90.0,No Stress,No Reaction
100.0,70.0,100.0,960,-28.483333333333334,1.6772206680319526,-33.0,-20.0,-28.0,-1.5979166666666667,0.5908547327888221,-4.0,0.0,-2.0,56.70520833333333,0.7445134447260332,54.0,60.0,57.0,100.0,Stress,Reaction
110.0,80.0,110.0,960,-28.807291666666668,1.8677184529060278,-35.0,-20.0,-29.0,-1.8520833333333333,0.7427058113015673,-8.0,0.0,-2.0,56.545833333333334,0.8370857469774764,54.0,60.0,57.0,110.0,No Stress,Reaction
120.0,90.0,120.0,960,-29.209375,1.6531688611962116,-35.0,-24.0,-29.0,-1.8729166666666666,0.7034073434778266,-8.0,2.0,-2.0,56.369791666666664,0.7626062266102931,54.0,58.0,56.0,120.0,No Stress,Reaction
130.0,100.0,130.0,960,-30.313541666666666,1.870863238696924,-36.0,-25.0,-30.0,-1.9010416666666667,0.7027422513841266,-8.0,2.0,-2.0,55.873958333333334,0.9166226250993015,53.0,58.0,56.0,130.0,No Stress,Reaction
140.0,110.0,140.0,960,-32.190625,2.7217341787030436,-41.0,-25.0,-32.0,-1.575,0.6080790794300185,-4.0,2.0,-2.0,54.93333333333333,1.4052387212665893,50.0,58.0,55.0,140.0,No Stress,No Reaction
150.0,120.0,150.0,960,-32.69375,2.5385376929154413,-41.0,-25.0,-33.0,-1.3458333333333334,0.6451740583126684,-3.0,1.0,-1.0,54.68020833333333,1.3120218810698159,50.0,58.0,55.0,150.0,No Stress,No Reaction
160.0,130.0,160.0,960,-32.346875,2.600531473914439,-41.0,-27.0,-32.0,-1.1364583333333333,0.672042595052962,-4.0,1.0,-1.0,54.85,1.3401632509150638,50.0,57.0,55.0,160.0,Stress,Reaction
170.0,140.0,170.0,960,-31.591666666666665,2.224129062553716,-39.0,-27.0,-31.0,-1.0145833333333334,0.6924257532076985,-4.0,1.0,-1.0,55.234375,1.1131340386063426,53.0,57.0,56.0,170.0,No Stress,No Reaction
180.0,150.0,180.0,960,-31.991666666666667,2.182959250178259,-40.0,-28.0,-32.0,-0.79375,0.7385994835364373,-4.0,1.0,-1.0,55.046875,1.1059091565608687,50.0,57.0,55.0,180.0,Stress,Reaction
190.0,160.0,190.0,960,-32.947916666666664,1.9475381731039079,-40.0,-28.0,-33.0,-0.5427083333333333,0.7120656540342305,-3.0,1.0,0.0,54.55520833333333,1.0052386029892941,50.0,57.0,55.0,190.0,No Stress,No Reaction
