label_time_sec,window_start_sec,window_end_sec,n_samples,values_mean,values_std,values_min,values_max,values_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,640,-0.18211566826562503,4.59972233661786,-12.86739,8.491562,0.6267624,10.0,No Stress,No Reaction
20.0,-10.0,20.0,1280,-0.03597340321875,4.487585929399062,-12.86739,9.725891,0.5912132,20.0,No Stress,Reaction
30.0,0.0,30.0,1920,0.03133004143177082,4.412887783793938,-13.89919,9.725891,0.5989208,30.0,No Stress,No Reaction
40.0,10.0,40.0,1920,0.035407902755729186,4.239338546845365,-13.89919,12.39013,0.3187962,40.0,No Stress,Reaction
50.0,20.0,50.0,1920,-0.040853804505729174,4.225937435429988,-13.89919,12.39013,0.2852478,50.0,No Stress,No Reaction
60.0,30.0,60.0,1920,-0.019976872593750035,5.1414078248129975,-20.10034,23.37964,0.31495284999999995,60.0,No Stress,No Reaction
70.0,40.0,70.0,1920,0.034895650035416684,5.099875144104663,-20.10034,23.37964,0.5682964500000001,70.0,No Stress,No Reaction
80.0,50.0,80.0,1920,0.09622234695104168,5.103776926558379,-20.10034,23.37964,0.6566524499999999,80.0,No Stress,No Reaction
90.0,60.0,90.0,1920,0.02034359063541668,4.175090999299046,-13.85077,13.43954,0.5366744999999999,90.0,No Stress,No Reaction
100.0,70.0,100.0,1920,0.00021027330729168626,4.157455012295624,-13.85077,12.92673,0.41270640000000003,100.0,No Stress,No Reaction
110.0,80.0,110.0,1920,-0.023592617344791653,4.273480630175794,-14.26143,12.92673,0.40798185,110.0,No Stress,No Reaction
120.0,90.0,120.0,1920,-0.05322286319791669,4.1462751914241975,-14.26143,11.55052,0.2361336,120.0,No Stress,No Reaction
130.0,100.0,130.0,1920,-0.029118903260781245,4.46189560632821,-14.26143,13.00442,0.43595649999999997,130.0,No Stress,No Reaction
140.0,110.0,140.0,1920,-0.012026332681093758,4.438709705972247,-13.10338,13.00442,0.45792295,140.0,No Stress,No Reaction
150.0,120.0,150.0,1920,0.017762667406510422,4.789287147749586,-13.10338,13.536,0.54877665,150.0,Stress,No Reaction
160.0,130.0,160.0,1920,-0.09948132091671875,5.600962435869045,-19.72717,14.76001,0.1994872,160.0,No Stress,No Reaction
170.0,140.0,170.0,1920,0.021906981136927076,6.033963640407881,-19.72717,14.76001,0.407692,170.0,Stress,No Reaction
180.0,150.0,180.0,1920,0.036506627299270886,6.487385261601612,-19.72717,14.76001,0.67929555,180.0,No Stress,No Reaction
190.0,160.0,190.0,1920,-0.0162022268979687,6.117533491556309,-17.8813,17.31487,0.8028564499999999,190.0,No Stress,No Reaction
200.0,170.0,200.0,1920,0.01443840608640623,6.200440256850937,-17.8813,17.31487,0.9312687,200.0,Stress,No Reaction
210.0,180.0,210.0,1920,0.12732356769791664,6.580358905024664,-16.66881,19.57402,0.4555683,210.0,No Stress,Reaction
220.0,190.0,220.0,1920,0.12060289697395819,7.982357434879675,-34.61924,20.21915,0.7457161,220.0,Stress,Reaction
230.0,200.0,230.0,1920,-0.058972845909062585,7.9001624290159524,-34.61924,20.21915,0.32045365000000003,230.0,Stress,Reaction
240.0,210.0,240.0,1920,-0.15355966842468755,7.451063969379561,-34.61924,20.21915,0.86031535,240.0,No Stress,No Reaction
250.0,220.0,250.0,1920,-0.07914431758614583,5.570064646029461,-19.80552,15.96721,0.61896705,250.0,No Stress,No Reaction
260.0,230.0,260.0,1920,0.07996612210416669,5.250595190553321,-19.80552,13.10225,0.69047595,260.0,No Stress,No Reaction
270.0,240.0,270.0,1920,0.08876628363020833,5.217774806096473,-18.95334,13.10225,0.4709363,270.0,No Stress,No Reaction
280.0,250.0,280.0,1920,0.11473335984375004,5.341998438177514,-18.95334,13.10225,0.6560764,280.0,No Stress,No Reaction
290.0,260.0,290.0,1920,-0.059827613223958354,5.181543712754906,-18.95334,13.01531,0.4522972,290.0,No Stress,No Reaction
300.0,270.0,300.0,1920,-0.12615449029739587,4.75049804262057,-16.10948,9.665049,0.6145520499999999,300.0,No Stress,No Reaction
310.0,280.0,310.0,1920,0.015520250846510437,4.616338769302166,-13.67558,9.559143,0.4536352,310.0,No Stress,No Reaction
320.0,290.0,320.0,1920,0.04938087448453124,4.984184768638961,-14.61321,10.88765,0.8303752,320.0,No Stress,No Reaction
330.0,300.0,330.0,1920,0.05720147619338542,5.345715273122268,-15.53269,10.88765,0.71293355,330.0,No Stress,No Reaction
340.0,310.0,340.0,1919,0.0189608733710266,5.476447777243865,-16.30716,14.70743,0.7893805,340.0,No Stress,No Reaction
350.0,320.0,350.0,1919,0.4245347746237624,6.208222465799415,-16.30716,51.06465,0.588665,350.0,No Stress,No Reaction
360.0,330.0,360.0,1919,-0.017356463150078178,8.961838760023904,-61.8456,51.06465,0.5110931,360.0,No Stress,No Reaction
370.0,340.0,370.0,1920,-0.08704738459479162,8.932870147679788,-61.8456,51.06465,0.44354915,370.0,No Stress,No Reaction
380.0,350.0,380.0,1920,-0.49682877055260416,8.18926912197778,-61.8456,50.84779,0.19475935,380.0,Stress,No Reaction
390.0,360.0,390.0,1919,0.022707645477331933,4.936017417778742,-13.73013,17.00948,0.298893,390.0,No Stress,Reaction
400.0,370.0,400.0,1919,0.0937621448999479,4.969497203733327,-14.5826,17.00948,0.3061857,400.0,Stress,Reaction
410.0,380.0,410.0,1919,0.015103608365294416,4.997147712242638,-14.5826,17.00948,0.09223938,410.0,No Stress,Reaction
420.0,390.0,420.0,1920,0.05540013132083329,8.343211218177856,-62.7906,66.7682,0.2877613,420.0,No Stress,No Reaction
430.0,400.0,430.0,1920,0.032254296632291714,7.93161286365713,-62.7906,66.7682,0.2628021,430.0,No Stress,No Reaction
440.0,410.0,440.0,1920,-0.023848496588020886,7.671028335067796,-62.7906,66.7682,0.1529198,440.0,No Stress,Reaction
450.0,420.0,450.0,1447,-0.15786199180096752,2.5426949318282235,-7.305481,8.674927,0.02830887,450.0,No Stress,No Reaction
