ST,time,values
E4_Temperature,"1646472406,54181","32,49"
E4_Temperature,"1646472406,79182","32,49"
E4_Temperature,"1646472407,04184","32,49"
E4_Temperature,"1646472407,29185","32,49"
E4_Temperature,"1646472407,54186","32,47"
E4_Temperature,"1646472407,79187","32,47"
E4_Temperature,"1646472408,04188","32,47"
E4_Temperature,"1646472408,29189","32,47"
E4_Temperature,"1646472408,5419","32,47"
E4_Temperature,"1646472408,79192","32,47"
E4_Temperature,"1646472409,04193","32,47"
E4_Temperature,"1646472409,29194","32,47"
E4_Temperature,"1646472409,54195","32,49"
E4_Temperature,"1646472409,79196","32,49"
E4_Temperature,"1646472410,04197","32,49"
E4_Temperature,"1646472410,29199","32,49"
E4_Temperature,"1646472410,542","32,47"
E4_Temperature,"1646472410,79201","32,47"
E4_Temperature,"1646472411,04202","32,47"
E4_Temperature,"1646472411,29203","32,47"
E4_Temperature,"1646472411,54204","32,47"
E4_Temperature,"1646472411,79206","32,47"
E4_Temperature,"1646472412,04207","32,47"
E4_Temperature,"1646472412,29208","32,47"
E4_Temperature,"1646472412,54209","32,49"
E4_Temperature,"1646472412,7921","32,49"
E4_Temperature,"1646472413,04211","32,49"
E4_Temperature,"1646472413,29212","32,49"
E4_Temperature,"1646472413,54214","32,51"
E4_Temperature,"1646472413,79215","32,51"
E4_Temperature,"1646472414,04216","32,51"
E4_Temperature,"1646472414,29217","32,51"
E4_Temperature,"1646472414,54218","32,47"
E4_Temperature,"1646472414,79219","32,47"
E4_Temperature,"1646472415,04221","32,47"
E4_Temperature,"1646472415,29222","32,47"
E4_Temperature,"1646472415,54223","32,49"
E4_Temperature,"1646472415,79224","32,49"
E4_Temperature,"1646472416,04225","32,49"
E4_Temperature,"1646472416,29226","32,49"
E4_Temperature,"1646472416,54227","32,49"
E4_Temperature,"1646472416,79229","32,49"
E4_Temperature,"1646472417,0423","32,49"
E4_Temperature,"1646472417,29231","32,49"
E4_Temperature,"1646472417,54232","32,47"
E4_Temperature,"1646472417,79233","32,47"
E4_Temperature,"1646472418,04234","32,47"
E4_Temperature,"1646472418,29236","32,47"
E4_Temperature,"1646472418,54237","32,51"
E4_Temperature,"1646472418,79238","32,51"
E4_Temperature,"1646472419,04239","32,51"
E4_Temperature,"1646472419,2924","32,51"
E4_Temperature,"1646472419,54241","32,51"
E4_Temperature,"1646472419,79243","32,51"
E4_Temperature,"1646472420,04244","32,51"
E4_Temperature,"1646472420,29245","32,51"
E4_Temperature,"1646472420,54246","32,47"
E4_Temperature,"1646472420,79247","32,47"
E4_Temperature,"1646472421,04248","32,47"
E4_Temperature,"1646472421,2925","32,47"
E4_Temperature,"1646472421,54251","32,49"
E4_Temperature,"1646472421,79252","32,49"
E4_Temperature,"1646472422,04253","32,49"
E4_Temperature,"1646472422,29254","32,49"
E4_Temperature,"1646472422,54255","32,51"
E4_Temperature,"1646472422,79256","32,51"
E4_Temperature,"1646472423,04258","32,51"
E4_Temperature,"1646472423,29259","32,51"
E4_Temperature,"1646472423,5426","32,49"
E4_Temperature,"1646472423,79261","32,49"
E4_Temperature,"1646472424,04262","32,49"
E4_Temperature,"1646472424,29263","32,49"
E4_Temperature,"1646472424,54265","32,51"
E4_Temperature,"1646472424,79266","32,51"
E4_Temperature,"1646472425,04267","32,51"
E4_Temperature,"1646472425,29268","32,51"
E4_Temperature,"1646472425,54269","32,51"
E4_Temperature,"1646472425,7927","32,51"
E4_Temperature,"1646472426,04271","32,51"
E4_Temperature,"1646472426,29273","32,51"
E4_Temperature,"1646472426,54274","32,49"
E4_Temperature,"1646472426,79275","32,49"
E4_Temperature,"1646472427,04276","32,49"
E4_Temperature,"1646472427,29277","32,49"
E4_Temperature,"1646472427,54278","32,51"
E4_Temperature,"1646472427,7928","32,51"
E4_Temperature,"1646472428,04281","32,51"
E4_Temperature,"1646472428,29282","32,51"
E4_Temperature,"1646472428,54283","32,51"
E4_Temperature,"1646472428,79284","32,51"
E4_Temperature,"1646472429,04285","32,51"
E4_Temperature,"1646472429,29287","32,51"
E4_Temperature,"1646472429,54288","32,51"
E4_Temperature,"1646472429,79289","32,51"
E4_Temperature,"1646472430,0429","32,51"
E4_Temperature,"1646472430,29291","32,51"
E4_Temperature,"1646472430,54292","32,51"
E4_Temperature,"1646472430,79293","32,51"
E4_Temperature,"1646472431,04295","32,51"
E4_Temperature,"1646472431,29296","32,51"
E4_Temperature,"1646472431,54297","32,51"
E4_Temperature,"1646472431,79298","32,51"
E4_Temperature,"1646472432,04299","32,51"
E4_Temperature,"1646472432,293","32,51"
E4_Temperature,"1646472432,54302","32,53"
E4_Temperature,"1646472432,79303","32,53"
E4_Temperature,"1646472433,04304","32,53"
E4_Temperature,"1646472433,29305","32,53"
E4_Temperature,"1646472433,54306","32,53"
E4_Temperature,"1646472433,79307","32,53"
E4_Temperature,"1646472434,04309","32,53"
E4_Temperature,"1646472434,2931","32,53"
E4_Temperature,"1646472434,54311","32,51"
E4_Temperature,"1646472434,79312","32,51"
E4_Temperature,"1646472435,04313","32,51"
E4_Temperature,"1646472435,29314","32,51"
E4_Temperature,"1646472435,54315","32,51"
E4_Temperature,"1646472435,79317","32,51"
E4_Temperature,"1646472436,04318","32,51"
E4_Temperature,"1646472436,29319","32,51"
E4_Temperature,"1646472436,5432","32,51"
E4_Temperature,"1646472436,79321","32,51"
E4_Temperature,"1646472437,04322","32,51"
E4_Temperature,"1646472437,29324","32,51"
E4_Temperature,"1646472437,54325","32,51"
E4_Temperature,"1646472437,79326","32,51"
E4_Temperature,"1646472438,04327","32,51"
E4_Temperature,"1646472438,29328","32,51"
E4_Temperature,"1646472438,54329","32,51"
E4_Temperature,"1646472438,79331","32,51"
E4_Temperature,"1646472439,04332","32,51"
E4_Temperature,"1646472439,29333","32,51"
E4_Temperature,"1646472439,54334","32,53"
E4_Temperature,"1646472439,79335","32,53"
E4_Temperature,"1646472440,04336","32,53"
E4_Temperature,"1646472440,29337","32,53"
E4_Temperature,"1646472440,54339","32,49"
E4_Temperature,"1646472440,7934","32,49"
E4_Temperature,"1646472441,04341","32,49"
E4_Temperature,"1646472441,29342","32,49"
E4_Temperature,"1646472441,54343","32,49"
E4_Temperature,"1646472441,79344","32,49"
E4_Temperature,"1646472442,04346","32,49"
E4_Temperature,"1646472442,29347","32,49"
E4_Temperature,"1646472442,54348","32,53"
E4_Temperature,"1646472442,79349","32,53"
E4_Temperature,"1646472443,0435","32,53"
E4_Temperature,"1646472443,29351","32,53"
E4_Temperature,"1646472443,54353","32,51"
E4_Temperature,"1646472443,79354","32,51"
E4_Temperature,"1646472444,04355","32,51"
E4_Temperature,"1646472444,29356","32,51"
E4_Temperature,"1646472444,54357","32,53"
E4_Temperature,"1646472444,79358","32,53"
E4_Temperature,"1646472445,04359","32,53"
E4_Temperature,"1646472445,29361","32,53"
E4_Temperature,"1646472445,54362","32,53"
E4_Temperature,"1646472445,79363","32,53"
E4_Temperature,"1646472446,04364","32,53"
E4_Temperature,"1646472446,29365","32,53"
E4_Temperature,"1646472446,54366","32,51"
E4_Temperature,"1646472446,79368","32,51"
E4_Temperature,"1646472447,04369","32,51"
E4_Temperature,"1646472447,2937","32,51"
E4_Temperature,"1646472447,54371","32,51"
E4_Temperature,"1646472447,79372","32,51"
E4_Temperature,"1646472448,04373","32,51"
E4_Temperature,"1646472448,29375","32,51"
E4_Temperature,"1646472448,54376","32,53"
E4_Temperature,"1646472448,79377","32,53"
E4_Temperature,"1646472449,04378","32,53"
E4_Temperature,"1646472449,29379","32,53"
E4_Temperature,"1646472449,5438","32,51"
E4_Temperature,"1646472449,79381","32,51"
E4_Temperature,"1646472450,04383","32,51"
E4_Temperature,"1646472450,29384","32,51"
E4_Temperature,"1646472450,54385","32,53"
E4_Temperature,"1646472450,79386","32,53"
E4_Temperature,"1646472451,04387","32,53"
E4_Temperature,"1646472451,29388","32,53"
E4_Temperature,"1646472451,5439","32,53"
E4_Temperature,"1646472451,79391","32,53"
E4_Temperature,"1646472452,04392","32,53"
E4_Temperature,"1646472452,29393","32,53"
E4_Temperature,"1646472452,54394","32,53"
E4_Temperature,"1646472452,79395","32,53"
E4_Temperature,"1646472453,04396","32,53"
E4_Temperature,"1646472453,29398","32,53"
E4_Temperature,"1646472453,54399","32,53"
E4_Temperature,"1646472453,794","32,53"
E4_Temperature,"1646472454,04401","32,53"
E4_Temperature,"1646472454,29402","32,53"
E4_Temperature,"1646472454,54403","32,53"
E4_Temperature,"1646472454,79405","32,53"
E4_Temperature,"1646472455,04406","32,53"
E4_Temperature,"1646472455,29407","32,53"
E4_Temperature,"1646472455,54408","32,53"
E4_Temperature,"1646472455,79409","32,53"
E4_Temperature,"1646472456,0441","32,53"
E4_Temperature,"1646472456,29412","32,53"
E4_Temperature,"1646472456,54413","32,51"
E4_Temperature,"1646472456,79414","32,51"
E4_Temperature,"1646472457,04415","32,51"
E4_Temperature,"1646472457,29416","32,51"
E4_Temperature,"1646472457,54417","32,57"
E4_Temperature,"1646472457,79418","32,57"
E4_Temperature,"1646472458,0442","32,57"
E4_Temperature,"1646472458,29421","32,57"
E4_Temperature,"1646472458,54422","32,53"
E4_Temperature,"1646472458,79423","32,53"
E4_Temperature,"1646472459,04424","32,53"
E4_Temperature,"1646472459,29425","32,53"
E4_Temperature,"1646472459,54427","32,53"
E4_Temperature,"1646472459,79428","32,53"
E4_Temperature,"1646472460,04429","32,53"
E4_Temperature,"1646472460,2943","32,53"
E4_Temperature,"1646472460,54431","32,53"
E4_Temperature,"1646472460,79432","32,53"
E4_Temperature,"1646472461,04434","32,53"
E4_Temperature,"1646472461,29435","32,53"
E4_Temperature,"1646472461,54436","32,55"
E4_Temperature,"1646472461,79437","32,55"
E4_Temperature,"1646472462,04438","32,55"
E4_Temperature,"1646472462,29439","32,55"
E4_Temperature,"1646472462,5444","32,53"
E4_Temperature,"1646472462,79442","32,53"
E4_Temperature,"1646472463,04443","32,53"
E4_Temperature,"1646472463,29444","32,53"
E4_Temperature,"1646472463,54445","32,53"
E4_Temperature,"1646472463,79446","32,53"
E4_Temperature,"1646472464,04447","32,53"
E4_Temperature,"1646472464,29449","32,53"
E4_Temperature,"1646472464,5445","32,53"
E4_Temperature,"1646472464,79451","32,53"
E4_Temperature,"1646472465,04452","32,53"
E4_Temperature,"1646472465,29453","32,53"
E4_Temperature,"1646472465,54454","32,53"
E4_Temperature,"1646472465,79456","32,53"
E4_Temperature,"1646472466,04457","32,53"
E4_Temperature,"1646472466,29458","32,53"
E4_Temperature,"1646472466,54459","32,53"
E4_Temperature,"1646472466,7946","32,53"
E4_Temperature,"1646472467,04461","32,53"
E4_Temperature,"1646472467,29462","32,53"
E4_Temperature,"1646472467,54464","32,51"
E4_Temperature,"1646472467,79465","32,51"
E4_Temperature,"1646472468,04466","32,51"
E4_Temperature,"1646472468,29467","32,51"
E4_Temperature,"1646472468,54468","32,53"
E4_Temperature,"1646472468,79469","32,53"
E4_Temperature,"1646472469,04471","32,53"
E4_Temperature,"1646472469,29472","32,53"
E4_Temperature,"1646472469,54473","32,55"
E4_Temperature,"1646472469,79474","32,55"
E4_Temperature,"1646472470,04475","32,55"
E4_Temperature,"1646472470,29476","32,55"
E4_Temperature,"1646472470,54478","32,53"
E4_Temperature,"1646472470,79479","32,53"
E4_Temperature,"1646472471,0448","32,53"
E4_Temperature,"1646472471,29481","32,53"
E4_Temperature,"1646472471,54482","32,55"
E4_Temperature,"1646472471,79483","32,55"
E4_Temperature,"1646472472,04484","32,55"
E4_Temperature,"1646472472,29486","32,55"
E4_Temperature,"1646472472,54487","32,55"
E4_Temperature,"1646472472,79488","32,55"
E4_Temperature,"1646472473,04489","32,55"
E4_Temperature,"1646472473,2949","32,55"
E4_Temperature,"1646472473,54491","32,55"
E4_Temperature,"1646472473,79493","32,55"
E4_Temperature,"1646472474,04494","32,55"
E4_Temperature,"1646472474,29495","32,55"
E4_Temperature,"1646472474,54496","32,57"
E4_Temperature,"1646472474,79497","32,57"
