BVP,time,values
E4_Bvp,"1646472408,34487","16,20943"
E4_Bvp,"1646472408,3605","13,94464"
E4_Bvp,"1646472408,37612","11,37444"
E4_Bvp,"1646472408,39175","8,304321"
E4_Bvp,"1646472408,40737","4,427048"
E4_Bvp,"1646472408,423","-0,5982971"
E4_Bvp,"1646472408,43862","-6,731842"
E4_Bvp,"1646472408,45425","-13,36729"
E4_Bvp,"1646472408,46988","-19,28828"
E4_Bvp,"1646472408,4855","-22,89883"
E4_Bvp,"1646472408,50113","-22,81017"
E4_Bvp,"1646472408,51675","-18,29219"
E4_Bvp,"1646472408,53238","-9,631317"
E4_Bvp,"1646472408,548","1,833542"
E4_Bvp,"1646472408,56363","14,14841"
E4_Bvp,"1646472408,57926","25,25487"
E4_Bvp,"1646472408,59488","33,65411"
E4_Bvp,"1646472408,61051","38,57567"
E4_Bvp,"1646472408,62613","39,99823"
E4_Bvp,"1646472408,64176","38,3914"
E4_Bvp,"1646472408,65738","34,37357"
E4_Bvp,"1646472408,67301","28,58018"
E4_Bvp,"1646472408,68864","21,60832"
E4_Bvp,"1646472408,70426","14,15329"
E4_Bvp,"1646472408,71989","7,044052"
E4_Bvp,"1646472408,73551","1,068039"
E4_Bvp,"1646472408,75114","-3,144455"
E4_Bvp,"1646472408,76676","-5,392776"
E4_Bvp,"1646472408,78239","-5,984329"
E4_Bvp,"1646472408,79802","-5,504959"
E4_Bvp,"1646472408,81364","-4,594635"
E4_Bvp,"1646472408,82927","-3,618561"
E4_Bvp,"1646472408,84489","-2,662323"
E4_Bvp,"1646472408,86052","-1,716217"
E4_Bvp,"1646472408,87614","-0,81987"
E4_Bvp,"1646472408,89177","-0,2833252"
E4_Bvp,"1646472408,9074","-0,5767822"
E4_Bvp,"1646472408,92302","-2,265488"
E4_Bvp,"1646472408,93865","-5,73053"
E4_Bvp,"1646472408,95427","-10,88184"
E4_Bvp,"1646472408,9699","-17,09933"
E4_Bvp,"1646472408,98552","-23,16962"
E4_Bvp,"1646472409,00115","-27,66797"
E4_Bvp,"1646472409,01678","-29,3286"
E4_Bvp,"1646472409,0324","-27,50455"
E4_Bvp,"1646472409,04803","-22,41815"
E4_Bvp,"1646472409,06365","-15,05779"
E4_Bvp,"1646472409,07928","-6,841644"
E4_Bvp,"1646472409,0949","0,8864899"
E4_Bvp,"1646472409,11053","7,228348"
E4_Bvp,"1646472409,12616","11,81511"
E4_Bvp,"1646472409,14178","14,66556"
E4_Bvp,"1646472409,15741","15,92244"
E4_Bvp,"1646472409,17303","15,69225"
E4_Bvp,"1646472409,18866","14,00336"
E4_Bvp,"1646472409,20428","11,01044"
E4_Bvp,"1646472409,21991","7,100449"
E4_Bvp,"1646472409,23554","2,820755"
E4_Bvp,"1646472409,25116","-1,235611"
E4_Bvp,"1646472409,26679","-4,653458"
E4_Bvp,"1646472409,28241","-7,352814"
E4_Bvp,"1646472409,29804","-9,55249"
E4_Bvp,"1646472409,31366","-11,66916"
E4_Bvp,"1646472409,32929","-14,04352"
E4_Bvp,"1646472409,34492","-16,76389"
