EDA,time,values
E4_Gsr,"1649404752,265","4,658898"
E4_Gsr,"1649404752,515","4,702448"
E4_Gsr,"1649404752,765","4,73575"
E4_Gsr,"1649404753,015","4,756244"
E4_Gsr,"1649404753,265","4,760087"
E4_Gsr,"1649404753,515","4,752402"
E4_Gsr,"1649404753,765","4,734469"
E4_Gsr,"1649404754,015","4,712695"
E4_Gsr,"1649404754,265","4,702448"
E4_Gsr,"1649404754,515","4,67683"
E4_Gsr,"1649404754,765","4,664021"
E4_Gsr,"1649404755,015","4,640966"
E4_Gsr,"1649404755,265","4,635843"
E4_Gsr,"1649404755,515","4,621753"
E4_Gsr,"1649404755,765","4,606383"
E4_Gsr,"1649404756,015","4,597416"
E4_Gsr,"1649404756,265","4,594855"
E4_Gsr,"1649404756,515","4,596136"
E4_Gsr,"1649404756,765","4,585889"
E4_Gsr,"1649404757,015","4,583327"
E4_Gsr,"1649404757,265","4,575642"
E4_Gsr,"1649404757,515","4,579484"
E4_Gsr,"1649404757,765","4,58845"
E4_Gsr,"1649404758,015","4,593574"
E4_Gsr,"1649404758,265","4,605102"
E4_Gsr,"1649404758,515","4,608944"
E4_Gsr,"1649404758,765","4,625596"
E4_Gsr,"1649404759,015","4,623034"
E4_Gsr,"1649404759,265","4,629438"
E4_Gsr,"1649404759,515","4,628158"
E4_Gsr,"1649404759,765","4,630719"
E4_Gsr,"1649404760,015","4,64737"
E4_Gsr,"1649404760,265","4,649932"
E4_Gsr,"1649404760,515","4,660179"
E4_Gsr,"1649404760,765","4,685796"
E4_Gsr,"1649404761,015","4,734469"
E4_Gsr,"1649404761,265","4,811322"
E4_Gsr,"1649404761,515","4,895859"
E4_Gsr,"1649404761,765","4,970149"
E4_Gsr,"1649404762,015","5,046273"
E4_Gsr,"1649404762,265","5,08726"
E4_Gsr,"1649404762,515","5,119282"
E4_Gsr,"1649404762,765","5,118001"
E4_Gsr,"1649404763,015","5,088541"
E4_Gsr,"1649404763,265","5,053958"
E4_Gsr,"1649404763,515","5,019374"
E4_Gsr,"1649404763,765","4,995038"
E4_Gsr,"1649404764,015","4,956612"
E4_Gsr,"1649404764,265","4,927152"
E4_Gsr,"1649404764,515","4,906658"
E4_Gsr,"1649404764,765","4,906658"
E4_Gsr,"1649404765,015","4,916905"
E4_Gsr,"1649404765,265","4,93868"
E4_Gsr,"1649404765,515","4,960454"
E4_Gsr,"1649404765,765","4,974544"
E4_Gsr,"1649404766,015","4,98351"
E4_Gsr,"1649404766,265","4,971982"
E4_Gsr,"1649404766,515","4,975825"
E4_Gsr,"1649404766,765","5,001442"
E4_Gsr,"1649404767,015","5,0578"
