ST,time,values
E4_Temperature,"1649407586,45536","30,43"
E4_Temperature,"1649407586,70538","30,43"
E4_Temperature,"1649407586,95539","30,43"
E4_Temperature,"1649407587,2054","30,43"
E4_Temperature,"1649407587,45541","30,41"
E4_Temperature,"1649407587,70542","30,41"
E4_Temperature,"1649407587,95543","30,41"
E4_Temperature,"1649407588,20544","30,41"
E4_Temperature,"1649407588,45546","30,43"
E4_Temperature,"1649407588,70547","30,43"
E4_Temperature,"1649407588,95548","30,43"
E4_Temperature,"1649407589,20549","30,43"
E4_Temperature,"1649407589,4555","30,45"
E4_Temperature,"1649407589,70551","30,45"
E4_Temperature,"1649407589,95553","30,45"
E4_Temperature,"1649407590,20554","30,45"
E4_Temperature,"1649407590,45555","30,43"
E4_Temperature,"1649407590,70556","30,43"
E4_Temperature,"1649407590,95557","30,43"
E4_Temperature,"1649407591,20558","30,43"
E4_Temperature,"1649407591,4556","30,43"
E4_Temperature,"1649407591,70561","30,43"
E4_Temperature,"1649407591,95562","30,43"
E4_Temperature,"1649407592,20563","30,43"
E4_Temperature,"1649407592,45564","30,45"
E4_Temperature,"1649407592,70565","30,45"
E4_Temperature,"1649407592,95566","30,45"
E4_Temperature,"1649407593,20568","30,45"
E4_Temperature,"1649407593,45569","30,43"
E4_Temperature,"1649407593,7057","30,43"
E4_Temperature,"1649407593,95571","30,43"
E4_Temperature,"1649407594,20572","30,43"
E4_Temperature,"1649407594,45573","30,43"
E4_Temperature,"1649407594,70575","30,43"
E4_Temperature,"1649407594,95576","30,43"
E4_Temperature,"1649407595,20577","30,43"
E4_Temperature,"1649407595,45578","30,41"
E4_Temperature,"1649407595,70579","30,41"
E4_Temperature,"1649407595,9558","30,41"
E4_Temperature,"1649407596,20582","30,41"
E4_Temperature,"1649407596,45583","30,43"
E4_Temperature,"1649407596,70584","30,43"
E4_Temperature,"1649407596,95585","30,43"
E4_Temperature,"1649407597,20586","30,43"
E4_Temperature,"1649407597,45587","30,43"
E4_Temperature,"1649407597,70588","30,43"
E4_Temperature,"1649407597,9559","30,43"
E4_Temperature,"1649407598,20591","30,43"
E4_Temperature,"1649407598,45592","30,45"
E4_Temperature,"1649407598,70593","30,45"
E4_Temperature,"1649407598,95594","30,45"
E4_Temperature,"1649407599,20595","30,45"
E4_Temperature,"1649407599,45597","30,45"
E4_Temperature,"1649407599,70598","30,45"
E4_Temperature,"1649407599,95599","30,45"
E4_Temperature,"1649407600,206","30,45"
E4_Temperature,"1649407600,45601","30,45"
E4_Temperature,"1649407600,70602","30,45"
E4_Temperature,"1649407600,95604","30,45"
E4_Temperature,"1649407601,20605","30,45"
E4_Temperature,"1649407601,45606","30,43"
E4_Temperature,"1649407601,70607","30,43"
E4_Temperature,"1649407601,95608","30,43"
E4_Temperature,"1649407602,20609","30,43"
E4_Temperature,"1649407602,4561","30,45"
E4_Temperature,"1649407602,70612","30,45"
E4_Temperature,"1649407602,95613","30,45"
E4_Temperature,"1649407603,20614","30,45"
E4_Temperature,"1649407603,45615","30,43"
E4_Temperature,"1649407603,70616","30,43"
E4_Temperature,"1649407603,95617","30,43"
E4_Temperature,"1649407604,20619","30,43"
E4_Temperature,"1649407604,4562","30,45"
E4_Temperature,"1649407604,70621","30,45"
E4_Temperature,"1649407604,95622","30,45"
E4_Temperature,"1649407605,20623","30,45"
E4_Temperature,"1649407605,45624","30,43"
E4_Temperature,"1649407605,70625","30,43"
E4_Temperature,"1649407605,95627","30,43"
E4_Temperature,"1649407606,20628","30,43"
E4_Temperature,"1649407606,45629","30,45"
E4_Temperature,"1649407606,7063","30,45"
E4_Temperature,"1649407606,95631","30,45"
E4_Temperature,"1649407607,20632","30,45"
E4_Temperature,"1649407607,45634","30,45"
E4_Temperature,"1649407607,70635","30,45"
E4_Temperature,"1649407607,95636","30,45"
E4_Temperature,"1649407608,20637","30,45"
E4_Temperature,"1649407608,45638","30,45"
E4_Temperature,"1649407608,70639","30,45"
E4_Temperature,"1649407608,95641","30,45"
E4_Temperature,"1649407609,20642","30,45"
E4_Temperature,"1649407609,45643","30,47"
E4_Temperature,"1649407609,70644","30,47"
E4_Temperature,"1649407609,95645","30,47"
E4_Temperature,"1649407610,20646","30,47"
E4_Temperature,"1649407610,45648","30,47"
E4_Temperature,"1649407610,70649","30,47"
E4_Temperature,"1649407610,9565","30,47"
E4_Temperature,"1649407611,20651","30,47"
E4_Temperature,"1649407611,45652","30,45"
E4_Temperature,"1649407611,70653","30,45"
E4_Temperature,"1649407611,95654","30,45"
E4_Temperature,"1649407612,20656","30,45"
E4_Temperature,"1649407612,45657","30,45"
E4_Temperature,"1649407612,70658","30,45"
E4_Temperature,"1649407612,95659","30,45"
E4_Temperature,"1649407613,2066","30,45"
E4_Temperature,"1649407613,45661","30,43"
E4_Temperature,"1649407613,70663","30,43"
E4_Temperature,"1649407613,95664","30,43"
E4_Temperature,"1649407614,20665","30,43"
E4_Temperature,"1649407614,45666","30,47"
E4_Temperature,"1649407614,70667","30,47"
E4_Temperature,"1649407614,95668","30,47"
E4_Temperature,"1649407615,20669","30,47"
E4_Temperature,"1649407615,45671","30,45"
E4_Temperature,"1649407615,70672","30,45"
E4_Temperature,"1649407615,95673","30,45"
E4_Temperature,"1649407616,20674","30,45"
E4_Temperature,"1649407616,45675","30,45"
E4_Temperature,"1649407616,70676","30,45"
E4_Temperature,"1649407616,95678","30,45"
E4_Temperature,"1649407617,20679","30,45"
E4_Temperature,"1649407617,4568","30,45"
E4_Temperature,"1649407617,70681","30,45"
E4_Temperature,"1649407617,95682","30,45"
E4_Temperature,"1649407618,20683","30,45"
E4_Temperature,"1649407618,45685","30,43"
E4_Temperature,"1649407618,70686","30,43"
E4_Temperature,"1649407618,95687","30,43"
E4_Temperature,"1649407619,20688","30,43"
E4_Temperature,"1649407619,45689","30,43"
E4_Temperature,"1649407619,7069","30,43"
E4_Temperature,"1649407619,95691","30,43"
E4_Temperature,"1649407620,20693","30,43"
E4_Temperature,"1649407620,45694","30,43"
E4_Temperature,"1649407620,70695","30,43"
E4_Temperature,"1649407620,95696","30,43"
E4_Temperature,"1649407621,20697","30,43"
E4_Temperature,"1649407621,45698","30,45"
E4_Temperature,"1649407621,707","30,45"
