ST,time,values
E4_Temperature,"1647602094,95714","34,01"
E4_Temperature,"1647602095,20715","34,01"
E4_Temperature,"1647602095,45717","34,01"
E4_Temperature,"1647602095,70718","34,01"
E4_Temperature,"1647602095,95719","34,03"
E4_Temperature,"1647602096,2072","34,03"
E4_Temperature,"1647602096,45721","34,03"
E4_Temperature,"1647602096,70722","34,03"
E4_Temperature,"1647602096,95723","34,01"
E4_Temperature,"1647602097,20725","34,01"
E4_Temperature,"1647602097,45726","34,01"
E4_Temperature,"1647602097,70727","34,01"
E4_Temperature,"1647602097,95728","34,01"
E4_Temperature,"1647602098,20729","34,01"
E4_Temperature,"1647602098,4573","34,01"
E4_Temperature,"1647602098,70732","34,01"
E4_Temperature,"1647602098,95733","34,01"
E4_Temperature,"1647602099,20734","34,01"
E4_Temperature,"1647602099,45735","34,01"
E4_Temperature,"1647602099,70736","34,01"
E4_Temperature,"1647602099,95737","34,01"
E4_Temperature,"1647602100,20739","34,01"
E4_Temperature,"1647602100,4574","34,01"
E4_Temperature,"1647602100,70741","34,01"
E4_Temperature,"1647602100,95742","34,01"
E4_Temperature,"1647602101,20743","34,01"
E4_Temperature,"1647602101,45744","34,01"
E4_Temperature,"1647602101,70745","34,01"
E4_Temperature,"1647602101,95747","34,01"
E4_Temperature,"1647602102,20748","34,01"
E4_Temperature,"1647602102,45749","34,01"
E4_Temperature,"1647602102,7075","34,01"
E4_Temperature,"1647602102,95751","34,03"
E4_Temperature,"1647602103,20752","34,03"
E4_Temperature,"1647602103,45754","34,03"
E4_Temperature,"1647602103,70755","34,03"
E4_Temperature,"1647602103,95756","33,99"
E4_Temperature,"1647602104,20757","33,99"
E4_Temperature,"1647602104,45758","33,99"
E4_Temperature,"1647602104,70759","33,99"
E4_Temperature,"1647602104,95761","34,03"
E4_Temperature,"1647602105,20762","34,03"
E4_Temperature,"1647602105,45763","34,03"
E4_Temperature,"1647602105,70764","34,03"
E4_Temperature,"1647602105,95765","34,01"
E4_Temperature,"1647602106,20766","34,01"
E4_Temperature,"1647602106,45767","34,01"
E4_Temperature,"1647602106,70769","34,01"
E4_Temperature,"1647602106,9577","34,03"
E4_Temperature,"1647602107,20771","34,03"
E4_Temperature,"1647602107,45772","34,03"
E4_Temperature,"1647602107,70773","34,03"
E4_Temperature,"1647602107,95774","34,03"
E4_Temperature,"1647602108,20776","34,03"
E4_Temperature,"1647602108,45777","34,03"
E4_Temperature,"1647602108,70778","34,03"
E4_Temperature,"1647602108,95779","34,03"
E4_Temperature,"1647602109,2078","34,03"
E4_Temperature,"1647602109,45781","34,03"
E4_Temperature,"1647602109,70783","34,03"
E4_Temperature,"1647602109,95784","34,03"
E4_Temperature,"1647602110,20785","34,03"
E4_Temperature,"1647602110,45786","34,03"
E4_Temperature,"1647602110,70787","34,03"
E4_Temperature,"1647602110,95788","34,03"
E4_Temperature,"1647602111,20789","34,03"
E4_Temperature,"1647602111,45791","34,03"
E4_Temperature,"1647602111,70792","34,03"
E4_Temperature,"1647602111,95793","34,03"
E4_Temperature,"1647602112,20794","34,03"
E4_Temperature,"1647602112,45795","34,03"
E4_Temperature,"1647602112,70796","34,03"
E4_Temperature,"1647602112,95798","34,03"
E4_Temperature,"1647602113,20799","34,03"
E4_Temperature,"1647602113,458","34,03"
E4_Temperature,"1647602113,70801","34,03"
E4_Temperature,"1647602113,95802","34,03"
E4_Temperature,"1647602114,20803","34,03"
E4_Temperature,"1647602114,45805","34,03"
