EDA,time,values
E4_Gsr,"1643454185,198","1,586636"
E4_Gsr,"1643454185,448","1,581511"
E4_Gsr,"1643454185,698","1,587917"
E4_Gsr,"1643454185,948","1,582792"
E4_Gsr,"1643454186,198","1,587917"
E4_Gsr,"1643454186,448","1,585355"
E4_Gsr,"1643454186,698","1,587917"
E4_Gsr,"1643454186,948","1,589198"
E4_Gsr,"1643454187,198","1,590479"
E4_Gsr,"1643454187,448","1,594322"
E4_Gsr,"1643454187,698","1,589198"
E4_Gsr,"1643454187,948","1,598166"
E4_Gsr,"1643454188,198","1,593041"
E4_Gsr,"1643454188,448","1,60329"
E4_Gsr,"1643454188,698","1,602009"
E4_Gsr,"1643454188,948","1,610977"
E4_Gsr,"1643454189,198","1,612258"
E4_Gsr,"1643454189,448","1,616101"
E4_Gsr,"1643454189,698","1,61482"
E4_Gsr,"1643454189,948","1,619944"
E4_Gsr,"1643454190,198","1,621225"
E4_Gsr,"1643454190,448","1,622506"
E4_Gsr,"1643454190,698","1,623788"
E4_Gsr,"1643454190,948","1,621225"
E4_Gsr,"1643454191,198","1,623788"
E4_Gsr,"1643454191,448","1,617382"
E4_Gsr,"1643454191,698","1,619944"
E4_Gsr,"1643454191,948","1,610977"
E4_Gsr,"1643454192,198","1,610977"
E4_Gsr,"1643454192,448","1,605852"
E4_Gsr,"1643454192,698","1,609695"
E4_Gsr,"1643454192,948","1,608414"
E4_Gsr,"1643454193,198","1,60329"
E4_Gsr,"1643454193,448","1,607133"
E4_Gsr,"1643454193,698","1,60329"
E4_Gsr,"1643454193,948","1,609695"
E4_Gsr,"1643454194,198","1,605852"
E4_Gsr,"1643454194,448","1,607133"
E4_Gsr,"1643454194,698","1,607133"
E4_Gsr,"1643454194,948","1,609695"
E4_Gsr,"1643454195,198","1,599447"
E4_Gsr,"1643454195,448","1,607133"
E4_Gsr,"1643454195,698","1,61482"
E4_Gsr,"1643454195,948","1,622506"
E4_Gsr,"1643454196,198","1,631474"
E4_Gsr,"1643454196,448","1,631474"
E4_Gsr,"1643454196,698","1,63788"
E4_Gsr,"1643454196,948","1,639161"
E4_Gsr,"1643454197,198","1,641723"
E4_Gsr,"1643454197,448","1,639161"
E4_Gsr,"1643454197,698","1,645566"
E4_Gsr,"1643454197,948","1,640442"
E4_Gsr,"1643454198,198","1,640442"
E4_Gsr,"1643454198,448","1,643004"
E4_Gsr,"1643454198,698","1,632755"
E4_Gsr,"1643454198,948","1,635317"
E4_Gsr,"1643454199,198","1,62635"
E4_Gsr,"1643454199,448","1,62635"
E4_Gsr,"1643454199,698","1,622506"
E4_Gsr,"1643454199,948","1,619944"
E4_Gsr,"1643454200,198","1,618663"
E4_Gsr,"1643454200,448","1,619944"
E4_Gsr,"1643454200,698","1,625069"
E4_Gsr,"1643454200,948","1,625069"
E4_Gsr,"1643454201,198","1,627631"
E4_Gsr,"1643454201,448","1,627631"
E4_Gsr,"1643454201,698","1,627631"
E4_Gsr,"1643454201,948","1,621225"
E4_Gsr,"1643454202,198","1,630193"
E4_Gsr,"1643454202,448","1,623788"
E4_Gsr,"1643454202,698","1,622506"
E4_Gsr,"1643454202,948","1,619944"
E4_Gsr,"1643454203,198","1,621225"
E4_Gsr,"1643454203,448","1,61482"
E4_Gsr,"1643454203,698","1,617382"
E4_Gsr,"1643454203,948","1,622506"
E4_Gsr,"1643454204,198","1,61482"
E4_Gsr,"1643454204,448","1,621225"
E4_Gsr,"1643454204,698","1,61482"
E4_Gsr,"1643454204,948","1,623788"
E4_Gsr,"1643454205,198","1,612258"
E4_Gsr,"1643454205,448","1,612258"
E4_Gsr,"1643454205,698","1,602009"
E4_Gsr,"1643454205,948","1,612258"
E4_Gsr,"1643454206,198","1,607133"
E4_Gsr,"1643454206,448","1,608414"
E4_Gsr,"1643454206,698","1,602009"
E4_Gsr,"1643454206,948","1,604571"
E4_Gsr,"1643454207,198","1,618663"
E4_Gsr,"1643454207,448","1,627631"
E4_Gsr,"1643454207,698","1,651972"
E4_Gsr,"1643454207,948","1,677594"
E4_Gsr,"1643454208,198","1,71987"
E4_Gsr,"1643454208,448","1,745492"
E4_Gsr,"1643454208,698","1,778801"
E4_Gsr,"1643454208,948","1,791612"
E4_Gsr,"1643454209,198","1,796736"
E4_Gsr,"1643454209,448","1,800579"
E4_Gsr,"1643454209,698","1,789049"
E4_Gsr,"1643454209,948","1,780082"
E4_Gsr,"1643454210,198","1,760865"
E4_Gsr,"1643454210,448","1,757022"
E4_Gsr,"1643454210,698","1,744211"
E4_Gsr,"1643454210,948","1,739087"
E4_Gsr,"1643454211,198","1,733962"
E4_Gsr,"1643454211,448","1,739087"
E4_Gsr,"1643454211,698","1,739087"
E4_Gsr,"1643454211,948","1,732681"
E4_Gsr,"1643454212,198","1,735243"
E4_Gsr,"1643454212,448","1,732681"
E4_Gsr,"1643454212,698","1,746773"
E4_Gsr,"1643454212,948","1,746773"
E4_Gsr,"1643454213,198","1,75446"
E4_Gsr,"1643454213,448","1,760865"
E4_Gsr,"1643454213,698","1,767271"
E4_Gsr,"1643454213,948","1,772395"
E4_Gsr,"1643454214,198","1,789049"
E4_Gsr,"1643454214,448","1,792893"
E4_Gsr,"1643454214,698","1,790331"
E4_Gsr,"1643454214,948","1,787768"
E4_Gsr,"1643454215,198","1,787768"
E4_Gsr,"1643454215,448","1,785206"
E4_Gsr,"1643454215,698","1,781363"
E4_Gsr,"1643454215,948","1,791612"
E4_Gsr,"1643454216,198","1,790331"
E4_Gsr,"1643454216,448","1,796736"
E4_Gsr,"1643454216,698","1,792893"
E4_Gsr,"1643454216,948","1,795455"
E4_Gsr,"1643454217,198","1,800579"
E4_Gsr,"1643454217,448","1,794174"
E4_Gsr,"1643454217,698","1,789049"
E4_Gsr,"1643454217,948","1,791612"
E4_Gsr,"1643454218,198","1,798017"
E4_Gsr,"1643454218,448","1,792893"
E4_Gsr,"1643454218,698","1,791612"
E4_Gsr,"1643454218,948","1,778801"
E4_Gsr,"1643454219,198","1,778801"
E4_Gsr,"1643454219,448","1,769833"
E4_Gsr,"1643454219,698","1,768552"
E4_Gsr,"1643454219,948","1,762146"
E4_Gsr,"1643454220,198","1,760865"
