ST,time,values
E4_Temperature,"1640870298,62374","33,99"
E4_Temperature,"1640870298,87375","33,99"
E4_Temperature,"1640870299,12376","33,99"
E4_Temperature,"1640870299,37377","33,99"
E4_Temperature,"1640870299,62378","33,99"
E4_Temperature,"1640870299,87379","33,99"
E4_Temperature,"1640870300,12381","33,99"
E4_Temperature,"1640870300,37382","33,99"
E4_Temperature,"1640870300,62383","34,01"
E4_Temperature,"1640870300,87384","34,01"
E4_Temperature,"1640870301,12385","34,01"
E4_Temperature,"1640870301,37386","34,01"
E4_Temperature,"1640870301,62387","33,99"
E4_Temperature,"1640870301,87389","33,99"
E4_Temperature,"1640870302,1239","33,99"
E4_Temperature,"1640870302,37391","33,99"
E4_Temperature,"1640870302,62392","34,01"
E4_Temperature,"1640870302,87393","34,01"
E4_Temperature,"1640870303,12394","34,01"
E4_Temperature,"1640870303,37396","34,01"
E4_Temperature,"1640870303,62397","34,01"
E4_Temperature,"1640870303,87398","34,01"
E4_Temperature,"1640870304,12399","34,01"
E4_Temperature,"1640870304,374","34,01"
E4_Temperature,"1640870304,62401","34,01"
E4_Temperature,"1640870304,87403","34,01"
E4_Temperature,"1640870305,12404","34,01"
E4_Temperature,"1640870305,37405","34,01"
E4_Temperature,"1640870305,62406","34,01"
E4_Temperature,"1640870305,87407","34,01"
E4_Temperature,"1640870306,12408","34,01"
E4_Temperature,"1640870306,37409","34,01"
E4_Temperature,"1640870306,62411","34,01"
E4_Temperature,"1640870306,87412","34,01"
E4_Temperature,"1640870307,12413","34,01"
E4_Temperature,"1640870307,37414","34,01"
E4_Temperature,"1640870307,62415","34,01"
E4_Temperature,"1640870307,87416","34,01"
E4_Temperature,"1640870308,12418","34,01"
E4_Temperature,"1640870308,37419","34,01"
E4_Temperature,"1640870308,6242","34,01"
E4_Temperature,"1640870308,87421","34,01"
E4_Temperature,"1640870309,12422","34,01"
E4_Temperature,"1640870309,37423","34,01"
E4_Temperature,"1640870309,62424","34,01"
E4_Temperature,"1640870309,87426","34,01"
E4_Temperature,"1640870310,12427","34,01"
E4_Temperature,"1640870310,37428","34,01"
E4_Temperature,"1640870310,62429","34,01"
E4_Temperature,"1640870310,8743","34,01"
E4_Temperature,"1640870311,12431","34,01"
E4_Temperature,"1640870311,37433","34,01"
E4_Temperature,"1640870311,62434","34,01"
E4_Temperature,"1640870311,87435","34,01"
E4_Temperature,"1640870312,12436","34,01"
E4_Temperature,"1640870312,37437","34,01"
E4_Temperature,"1640870312,62438","34,03"
E4_Temperature,"1640870312,8744","34,03"
E4_Temperature,"1640870313,12441","34,03"
E4_Temperature,"1640870313,37442","34,03"
E4_Temperature,"1640870313,62443","34,05"
E4_Temperature,"1640870313,87444","34,05"
E4_Temperature,"1640870314,12445","34,05"
E4_Temperature,"1640870314,37446","34,05"
E4_Temperature,"1640870314,62448","34,01"
E4_Temperature,"1640870314,87449","34,01"
E4_Temperature,"1640870315,1245","34,01"
E4_Temperature,"1640870315,37451","34,01"
E4_Temperature,"1640870315,62452","34,03"
E4_Temperature,"1640870315,87453","34,03"
E4_Temperature,"1640870316,12455","34,03"
E4_Temperature,"1640870316,37456","34,03"
E4_Temperature,"1640870316,62457","34,03"
E4_Temperature,"1640870316,87458","34,03"
E4_Temperature,"1640870317,12459","34,03"
E4_Temperature,"1640870317,3746","34,03"
E4_Temperature,"1640870317,62462","34,05"
E4_Temperature,"1640870317,87463","34,05"
E4_Temperature,"1640870318,12464","34,05"
E4_Temperature,"1640870318,37465","34,05"
E4_Temperature,"1640870318,62466","34,05"
E4_Temperature,"1640870318,87467","34,05"
E4_Temperature,"1640870319,12468","34,05"
E4_Temperature,"1640870319,3747","34,05"
E4_Temperature,"1640870319,62471","34,03"
E4_Temperature,"1640870319,87472","34,03"
E4_Temperature,"1640870320,12473","34,03"
E4_Temperature,"1640870320,37474","34,03"
E4_Temperature,"1640870320,62475","34,03"
E4_Temperature,"1640870320,87477","34,03"
E4_Temperature,"1640870321,12478","34,03"
E4_Temperature,"1640870321,37479","34,03"
E4_Temperature,"1640870321,6248","34,03"
E4_Temperature,"1640870321,87481","34,03"
E4_Temperature,"1640870322,12482","34,03"
E4_Temperature,"1640870322,37484","34,03"
E4_Temperature,"1640870322,62485","34,03"
E4_Temperature,"1640870322,87486","34,03"
E4_Temperature,"1640870323,12487","34,03"
E4_Temperature,"1640870323,37488","34,03"
E4_Temperature,"1640870323,62489","34,03"
E4_Temperature,"1640870323,8749","34,03"
E4_Temperature,"1640870324,12492","34,03"
E4_Temperature,"1640870324,37493","34,03"
E4_Temperature,"1640870324,62494","34,05"
E4_Temperature,"1640870324,87495","34,05"
E4_Temperature,"1640870325,12496","34,05"
E4_Temperature,"1640870325,37497","34,05"
E4_Temperature,"1640870325,62499","34,05"
E4_Temperature,"1640870325,875","34,05"
E4_Temperature,"1640870326,12501","34,05"
E4_Temperature,"1640870326,37502","34,05"
E4_Temperature,"1640870326,62503","34,05"
E4_Temperature,"1640870326,87504","34,05"
E4_Temperature,"1640870327,12506","34,05"
E4_Temperature,"1640870327,37507","34,05"
E4_Temperature,"1640870327,62508","34,05"
E4_Temperature,"1640870327,87509","34,05"
E4_Temperature,"1640870328,1251","34,05"
E4_Temperature,"1640870328,37511","34,05"
E4_Temperature,"1640870328,62512","34,03"
E4_Temperature,"1640870328,87514","34,03"
E4_Temperature,"1640870329,12515","34,03"
E4_Temperature,"1640870329,37516","34,03"
E4_Temperature,"1640870329,62517","34,05"
E4_Temperature,"1640870329,87518","34,05"
E4_Temperature,"1640870330,12519","34,05"
E4_Temperature,"1640870330,37521","34,05"
E4_Temperature,"1640870330,62522","34,05"
E4_Temperature,"1640870330,87523","34,05"
E4_Temperature,"1640870331,12524","34,05"
E4_Temperature,"1640870331,37525","34,05"
