window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-21.74375,-22.0,0.9045123731762,-25,-20,-22,52.4875,53.0,0.5870867452046425,50,56,53,26.81875,27.0,0.5584559434300506,24.0,28.0,27.0
10.0,20.0,320,-21.20625,-21.0,0.43508908034676175,-22,-20,-21,52.615625,53.0,0.4872090402515352,52,53,53,27.0,27.0,0.0,27.0,27.0,27.0
20.0,30.0,320,-22.653125,-22.0,2.3505464415041253,-31,-20,-21,52.153125,52.0,0.8949472848348192,50,53,53,26.728125,27.0,0.660926667309711,22.0,27.0,27.0
30.0,40.0,320,-31.5875,-32.0,3.119133992826181,-37,-25,-33,48.5625,49.0,1.4842432605291984,45,53,49,25.071875,25.0,1.1019317250382457,23.0,28.0,25.0
40.0,50.0,320,-28.58125,-29.0,1.0382760911141642,-31,-25,-29,50.33125,50.0,0.5842432073989804,48,52,50,24.734375,24.0,1.1315119784459962,22.0,28.0,24.0
50.0,60.0,320,-26.1875,-26.0,1.1010823970716581,-30,-23,-26,51.715625,52.0,1.0872903177669346,49,54,52,24.45625,24.0,1.482803728263362,21.0,28.0,24.0
60.0,70.0,320,-25.7,-26.0,1.7158673104174573,-30,-22,-26,52.625,53.0,1.1460713868797443,50,55,53,22.984375,23.0,1.0956194838042708,20.0,26.0,23.0
70.0,80.0,320,-25.496875,-24.0,4.015642171968455,-40,-17,-24,53.321875,54.0,2.473588939452012,45,57,55,21.325,21.0,1.5046427626716523,18.0,26.0,20.0
80.0,90.0,320,-26.965625,-28.0,4.358043719686153,-37,-13,-30,52.765625,53.0,2.265608954380542,47,59,51,20.9375,21.0,1.3352585369513899,16.0,24.0,22.0
90.0,100.0,320,-31.5375,-32.0,2.140481591139308,-39,-25,-32,49.75,50.0,1.26689213194383,46,54,50,22.8375,23.0,1.338541291842972,20.0,27.0,23.0
100.0,110.0,320,-29.784375,-31.0,5.107042858199438,-53,-20,-33,50.546875,50.0,2.9823392782399596,44,57,48,22.79375,23.0,1.9798257578251586,19.0,32.0,22.0
110.0,120.0,320,-30.15,-30.0,3.2196497015400487,-36,-22,-29,50.559375,51.0,1.7941666842601687,47,56,51,22.45,23.0,1.3144959819339042,19.0,26.0,23.0
120.0,130.0,320,-30.70625,-31.0,1.4732595597543332,-34,-24,-31,51.059375,51.0,1.0230446216102438,49,55,51,20.828125,21.0,1.0194762854288135,19.0,24.0,21.0
130.0,140.0,320,-28.0625,-29.0,3.6913649980175802,-33,-21,-31,52.171875,52.0,1.971224715976784,49,56,50,21.3875,22.0,1.023164309268926,18.0,24.0,22.0
140.0,150.0,320,-25.90625,-26.0,3.7945628070374218,-34,-17,-24,52.71875,53.0,2.03009296079443,48,58,53,22.271875,22.0,2.0521010526793084,17.0,29.0,21.0
150.0,160.0,320,-32.184375,-32.0,1.3624174934036533,-35,-28,-32,50.140625,50.0,0.8829131657797427,48,53,50,21.228125,21.0,1.2648452332004285,18.0,25.0,21.0
160.0,170.0,320,-27.415625,-27.0,3.1838748670886914,-34,-22,-27,53.009375,53.0,2.07309369698743,49,57,53,19.8125,20.0,2.6972353197127537,15.0,26.0,20.0
170.0,180.0,320,-28.4375,-29.0,2.889148435678856,-32,-12,-31,52.509375,53.0,1.1141324625916897,49,55,53,20.05,19.0,3.57683245449427,15.0,30.0,18.0
180.0,190.0,320,-27.0625,-29.0,5.511671855777334,-34,-12,-31,52.79375,53.0,1.4453335352828347,49,58,53,20.353125,20.0,3.9665912321708627,13.0,35.0,17.0
