window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-57.796875,-58.0,0.6279709949774097,-59,-55,-58,24.5,24.0,0.6948083337796482,24,27,24,18.0875,18.0,0.8629431304524015,17.0,21.0,18.0
10.0,20.0,320,-58.278125,-58.0,0.46253653587791915,-60,-57,-58,24.15625,24.0,0.4121489671949628,23,25,24,17.175,17.0,0.4415702956708151,16.0,18.0,17.0
20.0,30.0,320,-58.45,-59.0,2.0489312146231358,-65,-49,-59,24.55625,24.0,2.7944119675728043,16,34,24,16.328125,16.0,1.5029197028546915,12.0,28.0,16.0
30.0,40.0,320,-60.2375,-60.0,1.0139311743566577,-65,-56,-60,20.421875,21.0,1.1475022281618321,17,23,21,16.35,16.0,1.1539763611124252,11.0,23.0,16.0
40.0,50.0,320,-56.896875,-57.0,1.221023871458224,-61,-54,-56,29.075,30.0,2.5202627120859957,21,34,31,13.621875,13.0,1.273367016218705,11.0,17.0,13.0
50.0,60.0,320,-56.253125,-56.0,0.6346743419866403,-58,-55,-56,30.965625,31.0,0.4638055579780013,30,32,31,12.125,12.0,0.5570860145311558,11.0,13.0,12.0
60.0,70.0,320,-55.209375,-55.0,1.0956910116923615,-58,-52,-56,32.98125,33.0,1.405193568700497,29,36,34,10.771875,10.0,1.6075321094020558,8.0,15.0,10.0
70.0,80.0,320,-54.29375,-55.0,1.6327251869344621,-57,-48,-55,33.90625,33.0,1.9307668169842231,31,39,32,11.571875,12.0,1.3718473404106757,8.0,15.0,12.0
80.0,90.0,320,-48.16875,-53.0,10.159987827973847,-56,-25,-54,39.70625,35.0,8.324226737883777,34,58,35,10.715625,11.0,2.027338136974218,6.0,34.0,11.0
90.0,100.0,320,-33.265625,-33.0,3.238881088482433,-40,-28,-30,53.334375,54.0,2.378865852238575,49,57,56,7.553125,8.0,3.0957027931794525,3.0,14.0,4.0
100.0,110.0,320,-37.534375,-38.0,1.6204239885972211,-41,-34,-39,50.140625,49.0,1.737175918671971,47,54,49,11.178125,12.0,3.2419888604311793,5.0,16.0,14.0
110.0,120.0,320,-32.803125,-33.0,2.000467715686676,-39,-29,-33,53.921875,54.0,1.0125341048476488,51,57,54,7.415625,8.0,1.0910319451460415,2.0,10.0,8.0
120.0,130.0,320,-32.396875,-33.0,1.3606619205625454,-37,-28,-33,54.246875,54.0,0.8736779084847551,51,57,54,6.571875,6.0,1.6985581890621504,3.0,10.0,5.0
130.0,140.0,320,-35.521875,-33.0,13.219137698391233,-100,44,-33,46.859375,55.0,23.489253987721423,-51,73,55,3.328125,4.0,9.455148516229126,-49.0,48.0,5.0
140.0,150.0,320,-36.396875,-37.0,2.065234603021463,-47,-31,-38,51.6,51.0,1.9304522185294088,49,59,50,7.63125,8.0,5.082543577412882,-3.0,20.0,14.0
150.0,160.0,320,-39.759375,-40.0,1.82156351852951,-44,-33,-40,48.809375,48.0,1.459346565459727,45,55,48,10.134375,10.0,1.7822020430515328,1.0,13.0,11.0
160.0,170.0,320,-40.225,-41.0,3.9826425908270537,-50,-23,-41,47.840625,47.0,2.584540411355769,38,57,47,11.909375,12.0,2.9448280335760555,1.0,28.0,11.0
170.0,180.0,320,-42.384375,-43.0,2.3712765731156016,-46,-37,-44,47.403125,47.0,1.590525311972471,45,52,46,7.040625,7.0,3.127625856028467,1.0,13.0,10.0
180.0,190.0,320,-40.128125,-41.0,3.3150870450091365,-46,-34,-42,49.55,48.0,2.290227295669733,45,54,48,-4.159375,-5.0,3.333534313429034,-10.0,5.0,-5.0
190.0,200.0,320,-39.01875,-39.0,1.6907340135876365,-42,-32,-40,50.559375,50.0,1.140411677028726,48,57,50,-1.534375,-2.0,2.012205604550471,-8.0,5.0,-2.0
200.0,210.0,320,-38.115625,-39.0,2.125175172569685,-42,-33,-39,50.0125,50.0,1.2840350779884209,48,53,49,9.865625,10.0,2.3174558224544897,2.0,15.0,11.0
210.0,220.0,320,-36.496875,-36.0,3.9072302061706776,-59,-27,-35,51.265625,52.0,3.5119241013178133,29,59,53,6.56875,2.0,7.048975002746263,-5.0,29.0,2.0
220.0,230.0,320,-28.3125,-28.0,4.174392002356955,-47,-20,-29,55.68125,56.0,3.1451248536151297,37,63,56,8.240625,7.0,3.5791418889787,1.0,26.0,7.0
230.0,240.0,320,-38.146875,-39.0,4.516114260003216,-51,-14,-40,48.81875,49.0,2.2739408985352556,41,57,48,13.81875,13.0,4.584110316966547,10.0,39.0,12.0
240.0,250.0,320,-33.74375,-33.0,4.4591449128988785,-47,-25,-32,53.1,54.0,3.113727317162282,43,58,56,6.91875,6.5,4.744205341890124,-5.0,15.0,11.0
250.0,260.0,320,-56.596875,-57.0,3.686371101307038,-70,-43,-57,31.271875,31.0,4.505429283107031,16,48,31,7.70625,6.0,5.270247565759006,-7.0,22.0,5.0
260.0,270.0,320,-42.325,-35.0,10.06128555824949,-61,-28,-34,44.075,51.0,9.902059568547314,23,56,53,13.24375,13.0,3.865686806087451,2.0,26.0,13.0
270.0,280.0,320,-39.69375,-35.0,7.95441312026062,-68,-32,-35,48.34375,52.0,6.835319371404003,26,61,53,8.75,8.0,2.569412554990526,-2.0,20.0,8.0
280.0,290.0,320,-47.99375,-49.0,3.7775062265383488,-65,-31,-50,42.64375,41.0,3.1679169010823234,31,53,41,-0.575,3.0,6.663944062656846,-19.0,10.0,5.0
290.0,300.0,320,-53.153125,-54.0,7.7284429433847555,-104,-39,-58,35.125,34.0,7.831893640348446,4,51,44,4.503125,8.0,8.882019609042933,-22.0,22.0,11.0
300.0,310.0,320,-43.525,-44.0,5.611173358369912,-53,-33,-50,45.88125,46.0,5.439749066451138,36,56,40,6.971875,8.5,4.86518785862237,-7.0,13.0,11.0
310.0,320.0,320,-48.8,-49.0,2.8904772848388327,-62,-32,-48,40.3125,41.0,2.515625152115488,29,51,41,12.515625,12.0,2.3314141140432056,8.0,23.0,11.0
320.0,330.0,320,-49.878125,-47.0,6.3037648289580686,-66,-33,-46,38.45,43.0,8.845451162580263,21,61,44,10.1625,11.0,4.037267613196365,1.0,20.0,13.0
330.0,340.0,320,-59.315625,-59.0,4.747255229080418,-83,-38,-59,19.946875,24.0,10.789245904805272,-29,32,24,15.690625,14.5,6.054706678476046,-11.0,34.0,13.0
340.0,350.0,320,-58.034375,-58.0,1.7728551215854194,-66,-52,-58,2.796875,2.0,1.4705008156756718,1,7,2,30.475,31.0,2.6260092849969685,23.0,36.0,30.0
350.0,360.0,320,-58.778125,-59.0,1.9389158291366042,-68,-47,-60,2.4125,2.0,0.8371282452883554,-3,6,2,29.3,30.0,3.038519685780849,11.0,44.0,30.0
360.0,370.0,320,-61.971875,-62.0,1.8575836893689055,-70,-55,-61,1.696875,2.0,0.7073214851717572,-2,4,2,22.334375,23.0,4.2710742024999035,9.0,27.0,26.0
370.0,380.0,320,-58.546875,-61.0,6.135179628603808,-76,-37,-61,0.265625,2.0,2.574544957815247,-6,7,2,27.575,26.0,10.343656151019955,5.0,47.0,26.0
380.0,390.0,320,-63.321875,-64.0,3.5045187466709447,-81,-40,-65,-0.63125,-2.0,3.4561686707795016,-10,6,-3,10.684375,15.0,16.3124970723883,-21.0,33.0,24.0
390.0,400.0,320,-56.196875,-56.0,7.903928802642477,-102,-11,-61,20.115625,8.5,18.465312891267605,-9,53,3,15.334375,22.0,12.962112849150277,-18.0,50.0,24.0
400.0,410.0,320,-51.96875,-52.0,5.064996820331539,-80,-35,-48,35.703125,37.0,7.6937455515038735,14,59,43,-7.346875,0.0,13.383480304565623,-35.0,18.0,2.0
410.0,420.0,320,-52.065625,-50.0,5.938984924033707,-72,-42,-46,24.990625,25.0,4.530970359439476,7,39,24,-22.525,-31.0,19.73998694628491,-42.0,25.0,-30.0
420.0,430.0,320,-57.66875,-58.0,3.0414521259560883,-79,-43,-59,24.0875,22.0,5.40739943522185,10,64,22,-17.28125,-20.0,10.34978949704914,-26.0,32.0,-20.0
430.0,440.0,320,-46.453125,-45.0,6.321902236195401,-78,-37,-44,41.128125,44.0,7.088722748405508,18,49,46,14.403125,15.0,4.834890459188409,-9.0,28.0,17.0
440.0,450.0,198,-59.82828282828283,-60.0,0.7678885817075509,-62,-57,-60,24.994949494949495,25.0,0.8579131494828482,22,29,25,10.095959595959595,10.0,0.953691113241587,7.0,13.0,10.0
