label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,320,-24.45,1.3887140259131918,-29.0,-18.0,-24.0,-0.096875,0.5485714562691253,-2.0,1.0,0.0,58.265625,0.6681792858161126,56.0,60.0,58.0,10.0,Stress,No Reaction
20.0,-10.0,20.0,640,-25.4828125,1.7324171185860386,-30.0,-18.0,-25.0,-0.15,0.49662397018481524,-2.0,1.0,0.0,57.8671875,0.7606427328119658,55.0,60.0,58.0,20.0,No Stress,No Reaction
30.0,0.0,30.0,960,-26.222916666666666,1.869656677883025,-31.0,-18.0,-27.0,-0.09270833333333334,0.46431462304053434,-2.0,1.0,0.0,57.565625,0.8091407052655444,55.0,60.0,57.0,30.0,No Stress,No Reaction
40.0,10.0,40.0,960,-27.669791666666665,1.4664563482801634,-31.0,-22.0,-28.0,-0.44895833333333335,0.7430589190485608,-3.0,1.0,0.0,57.01354166666667,0.6592756463150465,54.0,60.0,57.0,40.0,No Stress,No Reaction
50.0,20.0,50.0,960,-29.45625,2.2428573919223047,-35.0,-25.0,-29.0,-0.8010416666666667,0.9409017474563187,-3.0,1.0,-1.0,56.217708333333334,1.0823732075926604,53.0,58.0,57.0,50.0,No Stress,No Reaction
60.0,30.0,60.0,960,-31.457291666666666,2.494258047985595,-38.0,-26.0,-32.0,-0.8416666666666667,0.9436320427196564,-3.0,1.0,-1.0,55.264583333333334,1.3008362728220668,52.0,58.0,55.0,60.0,No Stress,No Reaction
70.0,40.0,70.0,960,-33.255208333333336,1.8090474620216748,-38.0,-28.0,-33.0,-0.603125,0.8924375969456503,-3.0,1.0,0.0,54.378125,0.9556050690356512,52.0,57.0,54.0,70.0,No Stress,No Reaction
80.0,50.0,80.0,960,-33.62083333333333,1.2338564776497727,-38.0,-30.0,-33.0,-0.7010416666666667,0.943226197902788,-4.0,1.0,-1.0,54.19895833333333,0.7067372477557067,52.0,56.0,54.0,80.0,No Stress,No Reaction
90.0,60.0,90.0,960,-32.625,1.9692632923238744,-37.0,-26.0,-33.0,-0.8708333333333333,0.9513632901455864,-7.0,5.0,-1.0,54.73020833333333,1.0339008401037248,51.0,58.0,55.0,90.0,No Stress,No Reaction
100.0,70.0,100.0,960,-30.295833333333334,2.73546654128151,-35.0,-24.0,-31.0,-0.7,1.0096510304738013,-7.0,5.0,0.0,55.81458333333333,1.2977062596452857,51.0,58.0,56.0,100.0,No Stress,No Reaction
110.0,80.0,110.0,960,-28.602083333333333,2.071706170796451,-34.0,-24.0,-28.0,-0.22604166666666667,0.6910337108296197,-7.0,5.0,0.0,56.619791666666664,0.9547772198009423,51.0,58.0,57.0,110.0,No Stress,No Reaction
120.0,90.0,120.0,960,-27.247916666666665,1.2164135704104762,-31.0,-24.0,-27.0,0.004166666666666667,0.456654348823722,-1.0,1.0,0.0,57.18958333333333,0.5359795427178415,55.0,59.0,57.0,120.0,No Stress,No Reaction
