EDA,time,values
E4_Gsr,"1646468247,588","0,09608251"
E4_Gsr,"1646468247,838","0,0948014"
E4_Gsr,"1646468248,088","0,09223921"
E4_Gsr,"1646468248,338","0,09352031"
E4_Gsr,"1646468248,588","0,09352031"
E4_Gsr,"1646468248,838","0,09608251"
E4_Gsr,"1646468249,088","0,09736361"
E4_Gsr,"1646468249,338","0,09352031"
E4_Gsr,"1646468249,588","0,09736361"
E4_Gsr,"1646468249,838","0,09352031"
E4_Gsr,"1646468250,088","0,09736361"
E4_Gsr,"1646468250,338","0,09608251"
E4_Gsr,"1646468250,588","0,09352031"
E4_Gsr,"1646468250,838","0,09736361"
E4_Gsr,"1646468251,088","0,09352031"
E4_Gsr,"1646468251,338","0,09352031"
E4_Gsr,"1646468251,588","0,09608251"
E4_Gsr,"1646468251,838","0,0948014"
E4_Gsr,"1646468252,088","0,09608251"
E4_Gsr,"1646468252,338","0,09736361"
E4_Gsr,"1646468252,588","0,0948014"
E4_Gsr,"1646468252,838","0,0986447"
E4_Gsr,"1646468253,088","0,09352031"
E4_Gsr,"1646468253,338","0,09736361"
E4_Gsr,"1646468253,588","0,09736361"
E4_Gsr,"1646468253,838","0,1101746"
E4_Gsr,"1646468254,088","0,0948014"
E4_Gsr,"1646468254,338","0,0948014"
E4_Gsr,"1646468254,588","0,09352031"
E4_Gsr,"1646468254,838","0,09608251"
E4_Gsr,"1646468255,088","0,09352031"
E4_Gsr,"1646468255,338","0,09608251"
E4_Gsr,"1646468255,588","0,09736361"
E4_Gsr,"1646468255,838","0,09352031"
E4_Gsr,"1646468256,088","0,09608251"
E4_Gsr,"1646468256,338","0,0948014"
E4_Gsr,"1646468256,588","0,0948014"
E4_Gsr,"1646468256,838","0,09736361"
E4_Gsr,"1646468257,088","0,09736361"
E4_Gsr,"1646468257,338","0,09608251"
E4_Gsr,"1646468257,588","0,09736361"
E4_Gsr,"1646468257,838","0,0948014"
E4_Gsr,"1646468258,088","0,09608251"
E4_Gsr,"1646468258,338","0,09352031"
E4_Gsr,"1646468258,588","0,09736361"
E4_Gsr,"1646468258,838","0,09736361"
E4_Gsr,"1646468259,088","0,0948014"
E4_Gsr,"1646468259,338","0,09736361"
E4_Gsr,"1646468259,588","0,09608251"
E4_Gsr,"1646468259,838","0,09352031"
E4_Gsr,"1646468260,088","0,09736361"
E4_Gsr,"1646468260,338","0,0948014"
E4_Gsr,"1646468260,588","0,09608251"
E4_Gsr,"1646468260,838","0,09736361"
E4_Gsr,"1646468261,088","0,0948014"
E4_Gsr,"1646468261,338","0,09608251"
E4_Gsr,"1646468261,588","0,09352031"
E4_Gsr,"1646468261,838","0,09223921"
E4_Gsr,"1646468262,088","0,09736361"
E4_Gsr,"1646468262,338","0,09352031"
E4_Gsr,"1646468262,588","0,0948014"
E4_Gsr,"1646468262,838","0,09352031"
E4_Gsr,"1646468263,088","0,09223921"
E4_Gsr,"1646468263,338","0,0948014"
E4_Gsr,"1646468263,588","0,0948014"
E4_Gsr,"1646468263,838","0,09608251"
E4_Gsr,"1646468264,088","0,09608251"
E4_Gsr,"1646468264,338","0,09223921"
E4_Gsr,"1646468264,588","0,09736361"
E4_Gsr,"1646468264,838","0,09223921"
E4_Gsr,"1646468265,088","0,09608251"
E4_Gsr,"1646468265,338","0,09608251"
E4_Gsr,"1646468265,588","0,0948014"
E4_Gsr,"1646468265,838","0,09736361"
E4_Gsr,"1646468266,088","0,09608251"
E4_Gsr,"1646468266,338","0,09223921"
E4_Gsr,"1646468266,588","0,09352031"
E4_Gsr,"1646468266,838","0,09223921"
E4_Gsr,"1646468267,088","0,0948014"
E4_Gsr,"1646468267,338","0,09352031"
E4_Gsr,"1646468267,588","0,0986447"
E4_Gsr,"1646468267,838","0,09736361"
E4_Gsr,"1646468268,088","0,09223921"
E4_Gsr,"1646468268,338","0,0986447"
E4_Gsr,"1646468268,588","0,0948014"
E4_Gsr,"1646468268,838","0,09736361"
E4_Gsr,"1646468269,088","0,09736361"
E4_Gsr,"1646468269,338","0,09352031"
E4_Gsr,"1646468269,588","0,09736361"
E4_Gsr,"1646468269,838","0,09352031"
E4_Gsr,"1646468270,088","0,09608251"
E4_Gsr,"1646468270,338","0,09608251"
E4_Gsr,"1646468270,588","0,0948014"
E4_Gsr,"1646468270,838","0,09608251"
E4_Gsr,"1646468271,088","0,0948014"
E4_Gsr,"1646468271,338","0,09736361"
E4_Gsr,"1646468271,588","0,09736361"
E4_Gsr,"1646468271,838","0,0948014"
E4_Gsr,"1646468272,088","0,0948014"
E4_Gsr,"1646468272,338","0,09352031"
E4_Gsr,"1646468272,588","0,09608251"
E4_Gsr,"1646468272,838","0,09736361"
E4_Gsr,"1646468273,088","0,09352031"
E4_Gsr,"1646468273,338","0,0948014"
E4_Gsr,"1646468273,588","0,09352031"
E4_Gsr,"1646468273,838","0,0948014"
E4_Gsr,"1646468274,088","0,0948014"
E4_Gsr,"1646468274,338","0,09352031"
E4_Gsr,"1646468274,588","0,0948014"
E4_Gsr,"1646468274,838","0,09352031"
E4_Gsr,"1646468275,088","0,0948014"
E4_Gsr,"1646468275,338","0,09736361"
E4_Gsr,"1646468275,588","0,09352031"
E4_Gsr,"1646468275,838","0,09736361"
E4_Gsr,"1646468276,088","0,0948014"
E4_Gsr,"1646468276,338","0,09736361"
E4_Gsr,"1646468276,588","0,09608251"
E4_Gsr,"1646468276,838","0,09352031"
E4_Gsr,"1646468277,088","0,09736361"
E4_Gsr,"1646468277,338","0,0948014"
E4_Gsr,"1646468277,588","0,09736361"
E4_Gsr,"1646468277,838","0,09608251"
E4_Gsr,"1646468278,088","0,0948014"
E4_Gsr,"1646468278,338","0,09736361"
E4_Gsr,"1646468278,588","0,09352031"
E4_Gsr,"1646468278,838","0,09736361"
E4_Gsr,"1646468279,088","0,09608251"
E4_Gsr,"1646468279,338","0,0948014"
E4_Gsr,"1646468279,588","0,09608251"
E4_Gsr,"1646468279,838","0,09352031"
E4_Gsr,"1646468280,088","0,09736361"
E4_Gsr,"1646468280,338","0,0948014"
E4_Gsr,"1646468280,588","0,09223921"
E4_Gsr,"1646468280,838","0,09736361"
E4_Gsr,"1646468281,088","0,09352031"
E4_Gsr,"1646468281,338","0,09608251"
E4_Gsr,"1646468281,588","0,0948014"
E4_Gsr,"1646468281,838","0,09352031"
E4_Gsr,"1646468282,088","0,09736361"
E4_Gsr,"1646468282,338","0,09352031"
E4_Gsr,"1646468282,588","0,09736361"
E4_Gsr,"1646468282,838","0,09608251"
