ACC,time,x,y,z
E4_Acc,"1646468248,34092",-46,29,34
E4_Acc,"1646468248,37218",-46,29,35
E4_Acc,"1646468248,40343",-46,29,35
E4_Acc,"1646468248,43468",-46,29,35
E4_Acc,"1646468248,46593",-46,29,35
E4_Acc,"1646468248,49718",-46,29,34
E4_Acc,"1646468248,52843",-46,29,34
E4_Acc,"1646468248,55968",-46,29,34
E4_Acc,"1646468248,59094",-46,29,35
E4_Acc,"1646468248,62219",-46,29,35
E4_Acc,"1646468248,65344",-46,29,35
E4_Acc,"1646468248,68469",-45,29,35
E4_Acc,"1646468248,71594",-46,29,35
E4_Acc,"1646468248,74719",-46,29,35
E4_Acc,"1646468248,77844",-46,29,35
E4_Acc,"1646468248,8097",-46,29,35
E4_Acc,"1646468248,84095",-46,29,35
E4_Acc,"1646468248,8722",-46,29,35
E4_Acc,"1646468248,90345",-46,29,34
E4_Acc,"1646468248,9347",-46,29,35
E4_Acc,"1646468248,96595",-46,28,35
E4_Acc,"1646468248,99721",-46,29,35
E4_Acc,"1646468249,02846",-46,29,35
E4_Acc,"1646468249,05971",-46,29,35
E4_Acc,"1646468249,09096",-46,29,35
E4_Acc,"1646468249,12221",-46,29,35
E4_Acc,"1646468249,15346",-46,29,35
E4_Acc,"1646468249,18471",-46,29,35
E4_Acc,"1646468249,21597",-46,29,35
E4_Acc,"1646468249,24722",-46,29,35
E4_Acc,"1646468249,27847",-46,29,35
E4_Acc,"1646468249,30972",-46,29,35
E4_Acc,"1646468249,34097",-46,29,35
E4_Acc,"1646468249,37222",-46,29,35
E4_Acc,"1646468249,40347",-46,29,34
E4_Acc,"1646468249,43473",-46,29,35
E4_Acc,"1646468249,46598",-46,29,35
E4_Acc,"1646468249,49723",-46,29,35
E4_Acc,"1646468249,52848",-46,28,35
E4_Acc,"1646468249,55973",-46,29,35
E4_Acc,"1646468249,59098",-46,29,35
E4_Acc,"1646468249,62223",-46,29,35
E4_Acc,"1646468249,65349",-45,29,35
E4_Acc,"1646468249,68474",-46,29,35
E4_Acc,"1646468249,71599",-46,29,35
E4_Acc,"1646468249,74724",-46,29,35
E4_Acc,"1646468249,77849",-46,29,35
E4_Acc,"1646468249,80974",-46,29,35
E4_Acc,"1646468249,84099",-46,28,34
E4_Acc,"1646468249,87225",-46,29,34
E4_Acc,"1646468249,9035",-46,29,35
E4_Acc,"1646468249,93475",-46,29,35
E4_Acc,"1646468249,966",-46,28,35
E4_Acc,"1646468249,99725",-46,28,35
E4_Acc,"1646468250,0285",-46,28,35
E4_Acc,"1646468250,05975",-46,29,35
E4_Acc,"1646468250,09101",-46,28,35
E4_Acc,"1646468250,12226",-46,29,35
E4_Acc,"1646468250,15351",-46,29,35
E4_Acc,"1646468250,18476",-46,28,35
E4_Acc,"1646468250,21601",-46,29,35
E4_Acc,"1646468250,24726",-46,29,35
E4_Acc,"1646468250,27851",-45,29,35
E4_Acc,"1646468250,30977",-46,28,35
E4_Acc,"1646468250,34102",-46,29,35
E4_Acc,"1646468250,37227",-46,29,35
E4_Acc,"1646468250,40352",-46,29,35
E4_Acc,"1646468250,43477",-46,29,35
E4_Acc,"1646468250,46602",-46,28,35
E4_Acc,"1646468250,49727",-46,28,35
E4_Acc,"1646468250,52853",-46,29,35
E4_Acc,"1646468250,55978",-46,28,35
E4_Acc,"1646468250,59103",-46,28,35
E4_Acc,"1646468250,62228",-46,29,35
E4_Acc,"1646468250,65353",-46,28,35
E4_Acc,"1646468250,68478",-46,28,35
E4_Acc,"1646468250,71603",-46,28,35
E4_Acc,"1646468250,74729",-46,29,35
E4_Acc,"1646468250,77854",-46,29,35
E4_Acc,"1646468250,80979",-46,28,35
E4_Acc,"1646468250,84104",-46,28,35
E4_Acc,"1646468250,87229",-46,29,35
E4_Acc,"1646468250,90354",-46,29,35
E4_Acc,"1646468250,93479",-46,28,35
E4_Acc,"1646468250,96605",-46,28,35
E4_Acc,"1646468250,9973",-46,28,35
E4_Acc,"1646468251,02855",-46,29,35
E4_Acc,"1646468251,0598",-46,29,35
E4_Acc,"1646468251,09105",-46,28,35
E4_Acc,"1646468251,1223",-46,28,35
E4_Acc,"1646468251,15355",-46,28,35
E4_Acc,"1646468251,18481",-46,28,35
E4_Acc,"1646468251,21606",-46,28,35
E4_Acc,"1646468251,24731",-46,28,35
E4_Acc,"1646468251,27856",-46,28,35
E4_Acc,"1646468251,30981",-46,29,35
E4_Acc,"1646468251,34106",-46,28,35
E4_Acc,"1646468251,37231",-46,28,35
E4_Acc,"1646468251,40357",-46,28,35
E4_Acc,"1646468251,43482",-46,28,35
E4_Acc,"1646468251,46607",-46,28,35
E4_Acc,"1646468251,49732",-46,28,35
E4_Acc,"1646468251,52857",-46,28,35
E4_Acc,"1646468251,55982",-46,29,35
E4_Acc,"1646468251,59108",-46,28,35
E4_Acc,"1646468251,62233",-46,28,35
E4_Acc,"1646468251,65358",-46,28,35
E4_Acc,"1646468251,68483",-46,28,35
E4_Acc,"1646468251,71608",-46,29,35
E4_Acc,"1646468251,74733",-46,29,35
E4_Acc,"1646468251,77858",-46,29,35
E4_Acc,"1646468251,80984",-46,28,35
E4_Acc,"1646468251,84109",-46,28,35
E4_Acc,"1646468251,87234",-46,28,35
E4_Acc,"1646468251,90359",-46,29,35
E4_Acc,"1646468251,93484",-46,28,35
E4_Acc,"1646468251,96609",-46,28,35
E4_Acc,"1646468251,99734",-46,28,35
E4_Acc,"1646468252,0286",-46,28,35
E4_Acc,"1646468252,05985",-46,28,35
E4_Acc,"1646468252,0911",-46,28,35
E4_Acc,"1646468252,12235",-46,28,35
E4_Acc,"1646468252,1536",-46,28,35
E4_Acc,"1646468252,18485",-46,29,35
E4_Acc,"1646468252,2161",-46,28,35
E4_Acc,"1646468252,24736",-46,28,35
E4_Acc,"1646468252,27861",-46,28,35
E4_Acc,"1646468252,30986",-46,28,35
E4_Acc,"1646468252,34111",-46,28,35
E4_Acc,"1646468252,37236",-46,28,35
E4_Acc,"1646468252,40361",-46,28,35
E4_Acc,"1646468252,43486",-46,28,35
E4_Acc,"1646468252,46612",-46,28,35
E4_Acc,"1646468252,49737",-46,28,35
E4_Acc,"1646468252,52862",-46,29,35
E4_Acc,"1646468252,55987",-46,28,35
E4_Acc,"1646468252,59112",-46,28,35
E4_Acc,"1646468252,62237",-46,28,35
E4_Acc,"1646468252,65362",-46,28,35
E4_Acc,"1646468252,68488",-46,28,35
E4_Acc,"1646468252,71613",-46,28,35
E4_Acc,"1646468252,74738",-46,28,35
E4_Acc,"1646468252,77863",-46,28,35
E4_Acc,"1646468252,80988",-46,28,35
E4_Acc,"1646468252,84113",-46,28,35
E4_Acc,"1646468252,87238",-46,28,35
E4_Acc,"1646468252,90364",-46,28,35
E4_Acc,"1646468252,93489",-46,28,35
E4_Acc,"1646468252,96614",-46,28,35
E4_Acc,"1646468252,99739",-46,28,35
E4_Acc,"1646468253,02864",-46,28,35
E4_Acc,"1646468253,05989",-46,28,35
E4_Acc,"1646468253,09114",-46,28,35
E4_Acc,"1646468253,1224",-46,29,35
E4_Acc,"1646468253,15365",-46,28,35
E4_Acc,"1646468253,1849",-46,28,35
E4_Acc,"1646468253,21615",-46,28,35
E4_Acc,"1646468253,2474",-46,28,35
