window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-8.890625,-9.0,4.494919415138535,-22,2,-12,-5.15625,-5.0,1.7002558354424528,-8,1,-5,61.896875,62.0,0.7028755870771796,59.0,63.0,62.0
10.0,20.0,320,-14.784375,-10.0,7.208955131703144,-35,-7,-9,-8.1,-7.0,2.1719211264017724,-14,-5,-7,60.39375,62.0,2.048309571406018,54.0,62.0,62.0
20.0,30.0,320,-19.38125,-19.0,4.910958732669334,-27,-4,-26,-10.20625,-10.0,2.15568614566701,-14,-4,-11,59.2375,59.0,1.3918144040866922,57.0,62.0,60.0
30.0,40.0,320,-25.434375,-26.0,2.2939349465895815,-34,-19,-26,-6.825,-7.0,1.9812601670476748,-11,0,-7,57.640625,57.0,0.994769825773578,54.0,60.0,57.0
40.0,50.0,320,-27.16875,-27.0,7.622949901695658,-49,11,-29,0.86875,-2.0,6.149263406203338,-7,15,-4,56.465625,57.0,3.1739643609987755,43.0,73.0,57.0
50.0,60.0,320,-29.54375,-31.0,13.353804654332842,-128,23,-27,-1.7875,1.0,15.672745546905817,-58,113,2,52.325,55.0,12.983978552799648,-18.0,127.0,57.0
60.0,70.0,320,-26.615625,-26.0,5.711925015478157,-39,-11,-23,-0.046875,-1.0,3.6527555944248298,-12,17,-1,57.15625,58.0,2.648822711222086,47.0,63.0,59.0
70.0,80.0,320,-20.134375,-20.0,5.594226164476221,-37,-5,-22,0.996875,0.0,4.343047221626653,-11,17,-1,59.45,60.0,2.4076680011500273,50.0,64.0,60.0
80.0,90.0,320,-20.803125,-21.0,4.864495152405263,-30,-10,-24,-0.240625,0.0,2.453627520510069,-7,7,-2,59.446875,59.0,1.8100181635417647,55.0,64.0,58.0
90.0,100.0,320,-21.6375,-23.0,6.217567890278271,-36,-9,-27,2.30625,2.0,3.242540269313418,-7,16,1,58.959375,59.0,2.4752517208366274,52.0,67.0,58.0
100.0,110.0,320,-21.525,-22.0,7.601311551572873,-47,21,-19,-1.74375,-1.0,7.666436948537007,-56,20,-3,58.3875,59.0,6.451640699201931,22.0,90.0,60.0
110.0,120.0,320,-17.115625,-19.0,13.30363066797344,-60,31,-18,-0.446875,5.0,20.53371696803847,-67,43,4,54.8375,59.0,13.175872077994454,2.0,104.0,60.0
120.0,130.0,320,-14.046875,-11.0,16.87612036220481,-77,62,-11,8.309375,8.0,11.02837205591839,-23,56,-3,57.0,61.0,11.873154039001417,-1.0,91.0,62.0
130.0,140.0,320,-18.83125,-19.0,4.350219790505453,-33,-9,-19,-0.821875,-2.0,4.8088368483299355,-9,17,-3,59.96875,60.0,2.0370298465195056,51.0,67.0,60.0
140.0,150.0,320,-17.884375,-17.0,4.608402396590691,-39,6,-18,1.253125,1.5,3.2009485638579,-11,32,2,60.3625,61.0,1.6889368955027924,49.0,71.0,61.0
150.0,160.0,320,-19.43125,-19.0,3.9186426461324304,-36,-4,-19,-0.13125,-1.0,4.572127462110015,-7,23,-4,59.840625,60.0,2.3693919930918788,47.0,70.0,60.0
160.0,170.0,320,-17.040625,-19.0,4.876040802005383,-26,-1,-20,0.746875,-1.0,5.01486719914679,-11,18,-3,60.378125,60.0,1.7430982352352509,54.0,67.0,60.0
170.0,180.0,320,-15.9125,-16.0,7.0447628338773685,-48,1,-18,1.24375,-1.0,7.1738351429557685,-11,36,-2,60.246875,61.0,2.960289358791519,49.0,71.0,61.0
180.0,190.0,320,-13.95625,-17.0,10.054925569747699,-44,31,-17,0.596875,3.0,16.852950298906993,-61,46,2,57.4,60.0,14.161274405574126,4.0,119.0,60.0
190.0,200.0,320,-13.81875,-16.0,7.088665397378235,-26,7,-20,7.484375,7.0,6.789241414266489,-11,36,-1,60.1125,60.0,2.384609745086946,51.0,69.0,60.0
200.0,210.0,320,-10.609375,-12.0,6.33103810565833,-38,9,-15,11.146875,11.0,7.563751386140869,-7,39,11,60.071875,60.0,3.353446210844632,41.0,71.0,60.0
210.0,220.0,320,-9.60625,-10.0,3.5101230676207438,-21,-1,-8,12.909375,11.0,6.988205889334124,2,37,9,59.984375,61.0,3.270904256497338,46.0,67.0,61.0
220.0,230.0,320,-13.5875,-11.0,14.724380013133315,-72,12,-11,6.790625,5.0,9.817611306787406,-16,63,14,57.709375,61.0,12.432636275111413,1.0,127.0,61.0
230.0,240.0,320,-20.278125,-20.0,3.789213727672431,-42,-12,-19,-4.453125,-5.0,2.834680476042038,-15,15,-5,59.646875,60.0,1.3818084499945975,53.0,64.0,60.0
240.0,250.0,320,-15.484375,-16.0,4.673651172491552,-27,-4,-18,0.515625,1.0,3.0768229935344538,-6,9,2,60.834375,61.0,1.4602592149757578,55.0,65.0,60.0
250.0,260.0,320,-18.1625,-18.0,3.774834173940935,-33,-10,-18,-1.6375,-2.0,2.5038841300421857,-9,14,-2,60.35,61.0,1.5664988015628378,54.0,67.0,61.0
260.0,270.0,320,-13.89375,-14.0,3.314444259955369,-24,-5,-15,-1.25625,-2.0,3.838832886573012,-12,19,-2,61.253125,61.0,1.4036415637542359,55.0,65.0,62.0
