window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-21.25,-22.0,4.7915809133210745,-45,4,-22,-6.2,-6.0,2.834626909818705,-27,5,-6,59.13125,59.0,2.9882148349284607,45.0,81.0,59.0
10.0,20.0,320,-24.075,-24.0,0.2754306972098748,-25,-23,-24,-7.00625,-7.0,0.07893293053923038,-8,-7,-7,58.0125,58.0,0.11127643569537085,58.0,59.0,58.0
20.0,30.0,320,-25.0875,-25.0,0.8915310349095562,-28,-24,-25,-7.065625,-7.0,0.2603462548487936,-8,-6,-7,57.821875,58.0,0.3832171806215231,57.0,58.0,58.0
30.0,40.0,320,-28.95625,-29.0,0.9784311862399393,-32,-26,-29,-6.19375,-6.0,0.5709462530085052,-8,-5,-6,56.325,56.0,0.5434131077206715,55.0,57.0,56.0
40.0,50.0,320,-30.628125,-31.0,0.7932846579818212,-33,-28,-31,-6.159375,-6.0,0.5278212002522602,-9,-5,-6,55.521875,56.0,0.5003035912179556,55.0,56.0,56.0
50.0,60.0,320,-32.18125,-32.0,0.7788092752062815,-34,-30,-32,-5.8625,-6.0,0.5541238954746946,-8,-4,-6,54.88125,55.0,0.38582850641656213,54.0,56.0,55.0
60.0,70.0,320,-32.865625,-33.0,0.6462379071223566,-35,-31,-33,-5.671875,-6.0,0.583328668439326,-7,-4,-6,54.371875,54.0,0.4840622094013649,54.0,55.0,54.0
70.0,80.0,320,-32.925,-33.0,0.6723374283459607,-36,-30,-33,-6.403125,-6.0,0.6553299080625379,-11,-4,-6,54.253125,54.0,0.4700992858513965,53.0,56.0,54.0
80.0,90.0,320,-33.028125,-33.0,0.6595022227545421,-36,-30,-33,-6.746875,-7.0,0.5267064370656532,-9,-5,-7,54.1875,54.0,0.4363930240887823,53.0,56.0,54.0
90.0,100.0,320,-33.09375,-33.0,0.5346533755386951,-34,-31,-33,-7.0125,-7.0,0.47491956091710175,-9,-5,-7,54.1125,54.0,0.335702136968012,53.0,55.0,54.0
