label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,320,-30.6125,4.94925661749628,-45.0,-8.0,-31.0,21.134375,3.495282030588409,3.0,33.0,22.0,51.003125,3.0020875051728146,40.0,68.0,51.0,10.0,No Stress,No Reaction
20.0,-10.0,20.0,640,-33.7890625,5.776283527397949,-47.0,-7.0,-35.0,20.9375,2.7194022633285715,3.0,33.0,21.0,49.1203125,3.4029665640198767,40.0,68.0,49.0,20.0,No Stress,No Reaction
30.0,0.0,30.0,960,-36.21145833333333,5.941149862402204,-53.0,-7.0,-39.0,20.9375,2.456769074559977,3.0,33.0,21.0,47.51979166666667,3.6484779002862693,37.0,68.0,46.0,30.0,No Stress,No Reaction
40.0,10.0,40.0,960,-40.140625,4.618502890768108,-55.0,-7.0,-40.0,21.914583333333333,4.147815716403054,7.0,54.0,21.0,44.20729166666667,3.951709145460519,16.0,77.0,44.0,40.0,Stress,No Reaction
50.0,20.0,50.0,960,-42.24166666666667,3.2239868279947683,-55.0,-8.0,-42.0,23.061458333333334,4.494159569718819,7.0,54.0,22.0,41.985416666666666,3.2558275071544274,16.0,77.0,42.0,50.0,No Stress,Reaction
60.0,30.0,60.0,960,-43.73854166666667,3.357306314844199,-55.0,-8.0,-44.0,22.0375,5.345288239261985,6.0,54.0,21.0,41.165625,2.9462805284007447,16.0,77.0,41.5,60.0,No Stress,No Reaction
70.0,40.0,70.0,960,-45.08020833333333,2.908551262509535,-83.0,-24.0,-45.0,19.1125,4.689064997700396,5.0,33.0,17.0,41.46145833333333,1.716804619184099,28.0,55.0,42.0,70.0,No Stress,Reaction
80.0,50.0,80.0,960,-47.19895833333333,3.0666899136392005,-83.0,-24.0,-47.0,16.055208333333333,2.4929669494366875,5.0,32.0,16.0,40.838541666666664,2.1101013220940255,28.0,55.0,42.0,80.0,No Stress,No Reaction
90.0,60.0,90.0,960,-49.17395833333333,3.104362861883453,-83.0,-24.0,-50.0,14.473958333333334,1.6374619079008246,5.0,26.0,15.0,39.3,2.271829569603843,34.0,55.0,39.0,90.0,No Stress,No Reaction
100.0,70.0,100.0,960,-50.428125,1.9554582908402445,-60.0,-41.0,-51.0,14.339583333333334,2.030860918994093,2.0,27.0,14.0,37.996875,1.6738778866313673,27.0,47.0,38.0,100.0,No Stress,Reaction
110.0,80.0,110.0,960,-51.235416666666666,5.226147047767982,-103.0,4.0,-52.0,14.096875,4.273983500002063,-18.0,59.0,14.0,37.134375,5.256473800409357,-18.0,80.0,37.0,110.0,No Stress,No Reaction
