window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,32.965625,34.0,2.992478489118502,19,59,35,-31.190625,-31.0,2.4051745907339535,-66,-19,-32,45.15,44.0,1.9141446766794277,40.0,51.0,44.0
10.0,20.0,320,32.9875,32.0,2.681616272086856,28,40,36,-31.053125,-31.0,1.0385921188520981,-38,-23,-31,45.125,46.0,1.874595045088958,42.0,49.0,47.0
20.0,30.0,320,36.175,36.0,0.7261354744623918,33,40,36,-31.746875,-32.0,0.5207207297293871,-34,-30,-32,42.696875,43.0,0.5057564401987462,41.0,44.0,43.0
30.0,40.0,320,38.975,38.0,2.28789920202367,35,43,37,-24.35625,-29.0,7.340228721249144,-32,-13,-31,43.9375,44.0,1.7676561177079047,41.0,47.0,46.0
40.0,50.0,320,40.203125,40.0,0.8597529626234646,39,44,40,-26.9125,-28.0,4.164166438996094,-31,-11,-29,41.846875,42.0,1.9391179158411451,38.0,47.0,41.0
50.0,60.0,320,41.0375,41.0,0.5056111482442187,40,42,41,-30.490625,-30.0,0.5006950498211057,-31,-30,-30,38.959375,39.0,0.5667701900028494,38.0,40.0,39.0
60.0,70.0,320,40.9,41.0,0.38302540901334775,40,42,41,-30.765625,-31.0,0.5910032780011804,-32,-30,-31,38.80625,39.0,0.6284466095587052,38.0,40.0,39.0
70.0,80.0,320,39.571875,40.0,1.3967571881444838,37,42,38,-30.95625,-31.0,0.5855830628621098,-32,-29,-31,39.940625,40.0,1.348250782463644,38.0,43.0,41.0
80.0,90.0,320,39.90625,40.0,0.4159345710542903,39,41,40,-31.440625,-31.0,0.5788104626940804,-33,-30,-31,39.246875,39.0,0.6222037762541699,38.0,40.0,39.0
90.0,100.0,320,41.0375,41.0,0.5238811035514648,40,42,41,-32.84375,-33.0,0.3636608534073202,-33,-32,-33,37.36875,37.0,0.5085090999207229,36.0,38.0,37.0
100.0,110.0,320,40.334375,40.0,0.9940605353610937,39,42,41,-31.16875,-31.0,0.8761691696202893,-33,-29,-31,39.065625,39.0,1.149651541864573,36.0,41.0,40.0
110.0,120.0,320,41.490625,41.0,0.6383066228918457,40,43,41,-31.9,-32.0,0.5676768916307388,-33,-30,-32,37.68125,38.0,0.8218937914285067,35.0,40.0,38.0
120.0,130.0,320,41.859375,42.0,0.7441977755634583,39,43,42,-32.165625,-32.0,0.8232930950616495,-34,-29,-32,36.95625,37.0,1.1974208175992485,35.0,40.0,36.0
130.0,140.0,320,41.365625,42.0,1.0387807462941698,38,43,42,-32.075,-32.0,0.690735830445201,-33,-30,-32,37.578125,38.0,1.2914559776932983,35.0,40.0,37.0
140.0,150.0,320,41.278125,41.0,5.019787452256396,19,67,41,-30.05625,-32.0,6.73106015768653,-40,0,-32,38.321875,38.0,2.472321307779961,24.0,52.0,38.0
150.0,160.0,320,58.259375,58.0,0.8332281804085637,55,60,59,-4.784375,-5.0,0.7920487995953513,-6,-1,-5,27.55625,27.0,1.4589336725207995,25.0,33.0,27.0
160.0,170.0,320,57.103125,57.0,1.761301950583274,54,64,58,-5.709375,-6.0,0.8887522072509395,-8,-3,-6,29.3875,29.0,2.988981856616889,21.0,35.0,32.0
170.0,180.0,320,54.115625,54.0,1.9942879834990042,46,63,54,-4.9375,-5.0,1.6020656728307663,-9,5,-6,34.390625,34.0,2.2757904513999936,29.0,42.0,33.0
180.0,190.0,320,56.675,57.0,1.041761228727701,53,59,57,-5.428125,-5.0,1.4278322511079766,-11,-1,-5,30.403125,30.0,1.328488045069817,28.0,36.0,30.0
190.0,200.0,320,56.178125,56.0,1.212328099180527,53,59,57,-5.3125,-5.0,1.4565278419007217,-8,-1,-6,31.1625,31.0,1.579204593247951,29.0,34.0,30.0
200.0,210.0,320,54.696875,55.0,2.8939439928678286,41,60,56,-5.171875,-5.0,1.4313407299683945,-10,-1,-6,33.30625,32.0,3.4066077685915395,27.0,45.0,32.0
210.0,220.0,320,55.075,55.0,1.0235472157264238,52,57,55,-5.409375,-5.0,1.200015510610313,-8,-3,-5,32.91875,33.0,1.3295384213301629,30.0,37.0,32.0
220.0,230.0,320,56.1375,56.0,0.8636693608611377,53,58,56,-4.86875,-5.0,1.2014717985698293,-8,-2,-5,31.403125,31.0,1.1784332553454513,29.0,35.0,31.0
230.0,240.0,320,54.09375,55.0,3.4355633615588093,16,58,56,-4.5,-5.0,1.2189722789825457,-6,0,-5,34.225,33.0,3.7214114017824707,29.0,47.0,31.0
240.0,250.0,320,51.759375,52.0,1.2475328316898913,43,59,52,-1.484375,-1.0,0.8378242365858477,-8,2,-1,37.959375,38.0,0.9343193170468518,34.0,44.0,38.0
250.0,260.0,320,12.840625,4.0,20.165993899458012,-15,90,3,-0.86875,-1.0,5.923887009732311,-37,15,-1,57.28125,62.0,10.548096665284598,26.0,68.0,63.0
260.0,270.0,232,5.439655172413793,8.0,6.105548953133316,-12,13,9,-1.7672413793103448,-2.0,0.9965981845677853,-5,1,-1,62.172413793103445,62.0,0.9559642992570105,57.0,67.0,62.0
