label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,320,-25.6,5.0610071234338605,-34.0,-7.0,-28.0,0.91875,1.2815149489035713,-3.0,11.0,1.0,57.73125,2.174868929138988,53.0,75.0,57.0,10.0,Stress,No Reaction
20.0,-10.0,20.0,640,-27.9296875,4.3435841084162,-34.0,-7.0,-29.0,0.6,1.0433484076968276,-3.0,11.0,0.0,56.8109375,1.865645024539766,53.0,75.0,57.0,20.0,Stress,Reaction
30.0,0.0,30.0,960,-29.180208333333333,4.032431604992188,-35.0,-7.0,-30.0,0.3697916666666667,1.0402353739892596,-3.0,11.0,0.0,56.28125,1.7515262225973947,53.0,75.0,56.0,30.0,Stress,Reaction
40.0,10.0,40.0,960,-32.98645833333333,3.9112713728623336,-46.0,-28.0,-32.0,-0.6385416666666667,1.388006859889551,-5.0,3.0,0.0,54.380208333333336,2.356236363385268,46.0,58.0,55.0,40.0,No Stress,No Reaction
50.0,20.0,50.0,960,-36.817708333333336,5.103220165410879,-49.0,-28.0,-38.0,-1.5229166666666667,1.4518679612795098,-5.0,3.0,-1.0,52.04375,3.2956764580210414,43.0,58.0,52.0,50.0,No Stress,No Reaction
60.0,30.0,60.0,960,-39.9625,4.238294313297672,-49.0,-28.0,-40.0,-2.636458333333333,1.7353960756699944,-9.0,1.0,-2.0,50.00833333333333,2.9408370860642625,43.0,58.0,50.0,60.0,No Stress,No Reaction
70.0,40.0,70.0,960,-41.05625,3.208916556101923,-51.0,-33.0,-41.0,-2.4635416666666665,1.7694911749071773,-9.0,1.0,-2.0,49.34583333333333,2.3867865608168803,42.0,54.0,49.0,70.0,No Stress,No Reaction
80.0,50.0,80.0,960,-41.48020833333333,3.029507983456768,-51.0,-33.0,-42.0,-2.238541666666667,1.779964369812853,-9.0,1.0,-2.0,49.01145833333333,2.2624637890126937,42.0,54.0,49.0,80.0,No Stress,No Reaction
90.0,60.0,90.0,960,-42.3125,2.3738780896598835,-51.0,-33.0,-43.0,-1.7739583333333333,1.0015363372131982,-5.0,2.0,-2.0,48.453125,1.8323619136190732,42.0,54.0,48.0,90.0,No Stress,No Reaction
100.0,70.0,100.0,960,-38.546875,8.558812703624534,-103.0,-4.0,-43.0,-0.084375,3.7391714529194062,-26.0,17.0,-1.0,50.27291666666667,5.138183933334539,19.0,74.0,48.0,100.0,No Stress,No Reaction
110.0,80.0,110.0,960,-33.915625,9.109355652375193,-103.0,-4.0,-31.0,1.9229166666666666,3.9736220758657255,-26.0,17.0,4.0,52.94166666666667,5.41834189757465,19.0,74.0,55.0,110.0,No Stress,No Reaction
120.0,90.0,120.0,960,-33.25729166666667,8.825704765469428,-103.0,-4.0,-31.0,3.2625,2.9595553170469895,-26.0,17.0,4.0,53.35520833333333,5.460052477177118,19.0,74.0,55.0,120.0,No Stress,No Reaction
