window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-44.475,-50.0,10.935232523583007,-70,-7,-54,34.6375,35.0,2.9889818566168906,18,47,35,25.9,16.5,14.346233654262567,6.0,74.0,38.0
10.0,20.0,320,-38.046875,-38.0,2.1672229713445526,-50,-26,-38,35.175,35.0,1.6478350953804235,27,41,35,37.1,37.0,1.6331211343615737,30.0,48.0,37.0
20.0,30.0,320,-37.44375,-37.5,3.4771928197838076,-55,-21,-38,34.9125,35.0,5.347940745692283,-7,59,35,37.85625,38.0,3.1430809216834965,12.0,58.0,38.0
30.0,40.0,320,-35.125,-35.0,2.982183248544541,-57,-27,-36,29.459375,29.0,2.9122333451195717,16,42,28,43.8,44.0,2.652968999838967,20.0,54.0,45.0
40.0,50.0,320,-39.43125,-39.0,1.2575633253404723,-43,-37,-39,30.5,30.0,0.6184214914326895,29,32,30,39.8125,40.0,1.0515699563228063,38.0,42.0,40.0
50.0,60.0,320,-34.996875,-35.0,2.627916725585949,-48,-23,-34,28.053125,30.0,5.517739097602955,-4,39,30,44.578125,43.0,3.7450267440273044,38.0,56.0,42.0
60.0,70.0,320,-42.746875,-44.0,2.5709352524130686,-47,-34,-44,16.275,15.0,3.0920060749290452,10,25,15,44.875,45.0,1.4042032736950185,40.0,50.0,45.0
70.0,80.0,320,-47.803125,-48.0,2.7306439782677767,-54,-42,-48,23.48125,26.0,5.685015088082363,11,35,27,35.446875,34.0,5.4781117250472695,26.0,46.0,34.0
80.0,90.0,320,-45.59375,-49.0,7.695047362979348,-61,-19,-50,26.465625,25.0,3.559446733715337,20,37,25,35.5125,33.0,5.141859073675828,29.0,52.0,31.0
90.0,100.0,320,-35.909375,-36.0,3.867869361968412,-53,-18,-39,23.19375,18.0,9.46168440537063,9,58,17,45.9875,49.0,5.964353357388115,22.0,63.0,50.0
100.0,110.0,320,-42.54375,-43.0,2.59815916265396,-47,-38,-41,20.475,17.0,5.954845765238111,8,31,15,42.615625,45.0,4.941577767345278,34.0,50.0,47.0
110.0,120.0,320,-42.709375,-45.0,5.099625616291101,-50,-21,-47,25.046875,26.0,6.044323452888243,1,40,25,39.55625,37.0,6.536846972245724,29.0,68.0,34.0
120.0,130.0,320,-47.26875,-47.0,9.561365489894628,-79,7,-41,12.6875,20.0,15.615556707503782,-17,47,20,38.484375,38.0,6.12357638116198,23.0,62.0,45.0
