EDA,time,values
E4_Gsr,"1647605266,247","2,476308"
E4_Gsr,"1647605266,497","2,463496"
E4_Gsr,"1647605266,747","2,466059"
E4_Gsr,"1647605266,997","2,457091"
E4_Gsr,"1647605267,247","2,451967"
E4_Gsr,"1647605267,497","2,445561"
E4_Gsr,"1647605267,747","2,430188"
E4_Gsr,"1647605267,997","2,436594"
E4_Gsr,"1647605268,247","2,442999"
E4_Gsr,"1647605268,497","2,473745"
E4_Gsr,"1647605268,747","2,513459"
E4_Gsr,"1647605268,997","2,558298"
E4_Gsr,"1647605269,247","2,571109"
E4_Gsr,"1647605269,497","2,582639"
E4_Gsr,"1647605269,747","2,580077"
E4_Gsr,"1647605269,997","2,586482"
E4_Gsr,"1647605270,247","2,585201"
E4_Gsr,"1647605270,497","2,589044"
E4_Gsr,"1647605270,747","2,589044"
E4_Gsr,"1647605270,997","2,592888"
E4_Gsr,"1647605271,247","2,594169"
E4_Gsr,"1647605271,497","2,598012"
E4_Gsr,"1647605271,747","2,592888"
E4_Gsr,"1647605271,997","2,589044"
E4_Gsr,"1647605272,247","2,569828"
E4_Gsr,"1647605272,497","2,571109"
E4_Gsr,"1647605272,747","2,553174"
E4_Gsr,"1647605272,997","2,553174"
E4_Gsr,"1647605273,247","2,510897"
E4_Gsr,"1647605273,497","2,367414"
E4_Gsr,"1647605273,747","2,272613"
E4_Gsr,"1647605273,997","2,332824"
E4_Gsr,"1647605274,247","2,39816"
E4_Gsr,"1647605274,497","2,431469"
E4_Gsr,"1647605274,747","2,445561"
E4_Gsr,"1647605274,997","2,480151"
E4_Gsr,"1647605275,247","2,483994"
E4_Gsr,"1647605275,497","2,503211"
E4_Gsr,"1647605275,747","2,512178"
E4_Gsr,"1647605275,997","2,499367"
E4_Gsr,"1647605276,247","2,494243"
E4_Gsr,"1647605276,497","2,505773"
E4_Gsr,"1647605276,747","2,500648"
E4_Gsr,"1647605276,997","2,503211"
E4_Gsr,"1647605277,247","2,507054"
E4_Gsr,"1647605277,497","2,517303"
E4_Gsr,"1647605277,747","2,523708"
E4_Gsr,"1647605277,997","2,539081"
E4_Gsr,"1647605278,247","2,54933"
E4_Gsr,"1647605278,497","2,54933"
E4_Gsr,"1647605278,747","2,544206"
E4_Gsr,"1647605278,997","2,541644"
E4_Gsr,"1647605279,247","2,535238"
E4_Gsr,"1647605279,497","2,524989"
E4_Gsr,"1647605279,747","2,522427"
E4_Gsr,"1647605279,997","2,510897"
E4_Gsr,"1647605280,247","2,513459"
E4_Gsr,"1647605280,497","2,522427"
E4_Gsr,"1647605280,747","2,532676"
E4_Gsr,"1647605280,997","2,540363"
E4_Gsr,"1647605281,247","2,541644"
E4_Gsr,"1647605281,497","2,505773"
E4_Gsr,"1647605281,747","2,507054"
E4_Gsr,"1647605281,997","2,513459"
E4_Gsr,"1647605282,247","2,523708"
E4_Gsr,"1647605282,497","2,52627"
E4_Gsr,"1647605282,747","2,5378"
E4_Gsr,"1647605282,997","2,539081"
E4_Gsr,"1647605283,247","2,542925"
E4_Gsr,"1647605283,497","2,564703"
E4_Gsr,"1647605283,747","2,557017"
E4_Gsr,"1647605283,997","2,569828"
E4_Gsr,"1647605284,247","2,558298"
E4_Gsr,"1647605284,497","2,557017"
E4_Gsr,"1647605284,747","2,600574"
E4_Gsr,"1647605284,997","2,550611"
E4_Gsr,"1647605285,247","2,541644"
E4_Gsr,"1647605285,497","2,500648"
E4_Gsr,"1647605285,747","2,468621"
E4_Gsr,"1647605285,997","2,464778"
E4_Gsr,"1647605286,247","2,476308"
E4_Gsr,"1647605286,497","2,509616"
E4_Gsr,"1647605286,747","2,518584"
E4_Gsr,"1647605286,997","2,5378"
E4_Gsr,"1647605287,247","2,539081"
E4_Gsr,"1647605287,497","2,539081"
E4_Gsr,"1647605287,747","2,539081"
