ST,time,values
E4_Temperature,"1647612728,8103","33,39"
E4_Temperature,"1647612729,06031","33,39"
E4_Temperature,"1647612729,31032","33,39"
E4_Temperature,"1647612729,56033","33,39"
E4_Temperature,"1647612729,81034","33,37"
E4_Temperature,"1647612730,06035","33,37"
E4_Temperature,"1647612730,31036","33,37"
E4_Temperature,"1647612730,56038","33,37"
E4_Temperature,"1647612730,81039","33,37"
E4_Temperature,"1647612731,0604","33,37"
E4_Temperature,"1647612731,31041","33,37"
E4_Temperature,"1647612731,56042","33,37"
E4_Temperature,"1647612731,81043","33,39"
E4_Temperature,"1647612732,06045","33,39"
E4_Temperature,"1647612732,31046","33,39"
E4_Temperature,"1647612732,56047","33,39"
E4_Temperature,"1647612732,81048","33,41"
E4_Temperature,"1647612733,06049","33,41"
E4_Temperature,"1647612733,3105","33,41"
E4_Temperature,"1647612733,56051","33,41"
E4_Temperature,"1647612733,81053","33,41"
E4_Temperature,"1647612734,06054","33,41"
E4_Temperature,"1647612734,31055","33,41"
E4_Temperature,"1647612734,56056","33,41"
E4_Temperature,"1647612734,81057","33,39"
E4_Temperature,"1647612735,06058","33,39"
E4_Temperature,"1647612735,3106","33,39"
E4_Temperature,"1647612735,56061","33,39"
E4_Temperature,"1647612735,81062","33,43"
E4_Temperature,"1647612736,06063","33,43"
E4_Temperature,"1647612736,31064","33,43"
E4_Temperature,"1647612736,56065","33,43"
E4_Temperature,"1647612736,81067","33,41"
E4_Temperature,"1647612737,06068","33,41"
E4_Temperature,"1647612737,31069","33,41"
E4_Temperature,"1647612737,5607","33,41"
E4_Temperature,"1647612737,81071","33,41"
E4_Temperature,"1647612738,06072","33,41"
E4_Temperature,"1647612738,31073","33,41"
E4_Temperature,"1647612738,56075","33,41"
E4_Temperature,"1647612738,81076","33,41"
E4_Temperature,"1647612739,06077","33,41"
E4_Temperature,"1647612739,31078","33,41"
E4_Temperature,"1647612739,56079","33,41"
E4_Temperature,"1647612739,8108","33,43"
E4_Temperature,"1647612740,06082","33,43"
E4_Temperature,"1647612740,31083","33,43"
E4_Temperature,"1647612740,56084","33,43"
E4_Temperature,"1647612740,81085","33,43"
E4_Temperature,"1647612741,06086","33,43"
E4_Temperature,"1647612741,31087","33,43"
E4_Temperature,"1647612741,56089","33,43"
E4_Temperature,"1647612741,8109","33,43"
E4_Temperature,"1647612742,06091","33,43"
E4_Temperature,"1647612742,31092","33,43"
E4_Temperature,"1647612742,56093","33,43"
E4_Temperature,"1647612742,81094","33,45"
E4_Temperature,"1647612743,06095","33,45"
E4_Temperature,"1647612743,31097","33,45"
E4_Temperature,"1647612743,56098","33,45"
E4_Temperature,"1647612743,81099","33,43"
E4_Temperature,"1647612744,061","33,43"
E4_Temperature,"1647612744,31101","33,43"
E4_Temperature,"1647612744,56102","33,43"
E4_Temperature,"1647612744,81104","33,43"
E4_Temperature,"1647612745,06105","33,43"
E4_Temperature,"1647612745,31106","33,43"
E4_Temperature,"1647612745,56107","33,43"
E4_Temperature,"1647612745,81108","33,45"
E4_Temperature,"1647612746,06109","33,45"
E4_Temperature,"1647612746,31111","33,45"
E4_Temperature,"1647612746,56112","33,45"
E4_Temperature,"1647612746,81113","33,43"
E4_Temperature,"1647612747,06114","33,43"
E4_Temperature,"1647612747,31115","33,43"
E4_Temperature,"1647612747,56116","33,43"
E4_Temperature,"1647612747,81117","33,43"
E4_Temperature,"1647612748,06119","33,43"
E4_Temperature,"1647612748,3112","33,43"
E4_Temperature,"1647612748,56121","33,43"
E4_Temperature,"1647612748,81122","33,45"
E4_Temperature,"1647612749,06123","33,45"
E4_Temperature,"1647612749,31124","33,45"
E4_Temperature,"1647612749,56126","33,45"
E4_Temperature,"1647612749,81127","33,43"
E4_Temperature,"1647612750,06128","33,43"
E4_Temperature,"1647612750,31129","33,43"
E4_Temperature,"1647612750,5613","33,43"
E4_Temperature,"1647612750,81131","33,45"
E4_Temperature,"1647612751,06133","33,45"
E4_Temperature,"1647612751,31134","33,45"
E4_Temperature,"1647612751,56135","33,45"
E4_Temperature,"1647612751,81136","33,45"
E4_Temperature,"1647612752,06137","33,45"
E4_Temperature,"1647612752,31138","33,45"
E4_Temperature,"1647612752,56139","33,45"
E4_Temperature,"1647612752,81141","33,47"
E4_Temperature,"1647612753,06142","33,47"
E4_Temperature,"1647612753,31143","33,47"
E4_Temperature,"1647612753,56144","33,47"
E4_Temperature,"1647612753,81145","33,45"
E4_Temperature,"1647612754,06146","33,45"
E4_Temperature,"1647612754,31148","33,45"
E4_Temperature,"1647612754,56149","33,45"
E4_Temperature,"1647612754,8115","33,45"
E4_Temperature,"1647612755,06151","33,45"
E4_Temperature,"1647612755,31152","33,45"
E4_Temperature,"1647612755,56153","33,45"
E4_Temperature,"1647612755,81155","33,45"
E4_Temperature,"1647612756,06156","33,45"
E4_Temperature,"1647612756,31157","33,45"
E4_Temperature,"1647612756,56158","33,45"
E4_Temperature,"1647612756,81159","33,47"
E4_Temperature,"1647612757,0616","33,47"
E4_Temperature,"1647612757,31161","33,47"
E4_Temperature,"1647612757,56163","33,47"
E4_Temperature,"1647612757,81164","33,47"
E4_Temperature,"1647612758,06165","33,47"
E4_Temperature,"1647612758,31166","33,47"
E4_Temperature,"1647612758,56167","33,47"
E4_Temperature,"1647612758,81168","33,47"
E4_Temperature,"1647612759,0617","33,47"
E4_Temperature,"1647612759,31171","33,47"
E4_Temperature,"1647612759,56172","33,47"
E4_Temperature,"1647612759,81173","33,49"
E4_Temperature,"1647612760,06174","33,49"
