window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-55.8125,-56.0,0.40664542486961713,-57,-54,-56,21.465625,21.0,0.5754155510814167,20,24,21,26.278125,26.0,0.4952655948119041,25.0,28.0,26.0
10.0,20.0,320,-55.08125,-55.0,1.581522915908058,-61,-42,-55,22.00625,22.0,0.6529112523523214,20,25,22,26.8875,27.0,1.9826441291736387,17.0,38.0,27.0
20.0,30.0,320,-55.7,-56.0,0.4982728791224422,-57,-54,-56,21.81875,22.0,0.4599560426046443,20,23,22,26.296875,26.0,0.539350808538235,25.0,28.0,26.0
30.0,40.0,320,-58.471875,-59.0,1.6397748861096648,-62,-55,-59,18.2,18.0,1.911194541851378,14,22,18,23.025,23.0,2.1941786761100253,17.0,27.0,22.0
40.0,50.0,320,-60.346875,-61.0,0.9897545292713585,-63,-58,-61,16.125,16.0,0.9745990253371326,14,19,16,20.296875,20.0,1.7227928726726383,18.0,24.0,19.0
50.0,60.0,320,-59.54375,-60.0,0.7984850467641476,-61,-58,-60,16.671875,17.0,0.8501279177212244,14,18,17,21.965625,22.0,1.4082402756565346,19.0,24.0,23.0
60.0,70.0,320,-60.271875,-60.0,1.093363960086623,-62,-58,-61,16.13125,16.0,1.0421937015731526,14,18,16,20.4375,20.0,1.972181135849818,17.0,25.0,20.0
70.0,80.0,320,-60.70625,-61.0,0.6442110189919095,-62,-59,-61,15.85,16.0,0.7933896171739946,13,18,16,19.609375,19.0,1.2695763307344405,17.0,22.0,19.0
80.0,90.0,320,-60.196875,-60.0,0.7312909421059903,-62,-59,-60,16.921875,17.0,0.8656576947697685,15,19,17,20.03125,20.0,1.0794278932853811,18.0,22.0,20.0
90.0,100.0,320,-60.4125,-60.0,0.5586313323805254,-63,-59,-60,17.55,18.0,0.6214554662658659,15,19,18,18.603125,19.0,1.1564144062561899,15.0,20.0,19.0
100.0,110.0,320,-59.69375,-60.0,1.1501499152659267,-62,-57,-61,18.7375,19.0,1.3366664191141484,16,22,18,19.565625,19.0,1.9577207294569525,16.0,24.0,19.0
110.0,120.0,320,-60.440625,-60.0,1.552500132509494,-64,-57,-60,17.871875,18.0,2.2505637573073374,13,23,18,18.275,19.0,2.156712929044381,13.0,23.0,19.0
120.0,130.0,320,-58.50625,-59.0,1.6169047212940428,-62,-55,-59,20.778125,21.0,1.7430982352352506,17,25,20,20.71875,21.0,2.2581704665058804,16.0,24.0,20.0
130.0,140.0,320,-60.490625,-61.0,0.8151617240545792,-63,-58,-61,18.609375,18.5,0.792147739220626,17,21,18,17.446875,18.0,1.5159516239045372,14.0,21.0,18.0
140.0,150.0,320,-61.61875,-61.0,1.2131560694745023,-64,-57,-61,16.528125,17.0,1.8295269572070627,13,21,17,16.025,16.0,1.9967057509306054,12.0,21.0,17.0
150.0,160.0,320,-61.184375,-62.0,1.7057177264666183,-64,-53,-62,19.184375,19.0,2.014152026431951,17,26,18,14.215625,13.0,2.7303713131801293,10.0,22.0,13.0
160.0,170.0,320,-59.95625,-61.0,2.380292321554258,-71,-51,-61,20.9,20.0,2.7157961244065603,15,33,20,16.028125,16.0,2.7398984461650797,9.0,26.0,15.0
170.0,180.0,320,-58.609375,-60.0,2.6676818127202813,-63,-49,-60,24.803125,24.0,2.927866799713611,20,35,22,14.634375,13.0,3.5553050453536605,10.0,23.0,12.0
180.0,190.0,320,-56.78125,-56.0,1.449989190317509,-60,-52,-56,27.325,28.0,1.9054450931829008,24,32,29,17.190625,18.0,1.4112977586733262,13.0,19.0,18.0
190.0,200.0,320,-57.74375,-57.0,2.3787114211434672,-66,-45,-57,24.3,24.0,3.0281852578917388,9,38,23,18.34375,18.0,3.9945839116182325,13.0,39.0,18.0
200.0,210.0,320,-57.79375,-58.0,1.348850084970205,-63,-55,-58,23.815625,24.0,0.9569443844126624,21,26,24,19.228125,19.0,2.224364144288199,15.0,23.0,19.0
210.0,220.0,320,-42.8375,-41.0,6.752115655905261,-67,-17,-41,3.23125,1.0,7.112814058054056,-14,31,1,46.19375,49.0,9.831174824638303,16.0,63.0,50.0
220.0,230.0,320,-41.865625,-41.0,1.356768559764295,-45,-39,-41,0.75,1.0,1.7056057308448835,-4,6,1,48.790625,49.0,1.1650230062173401,46.0,51.0,49.0
230.0,240.0,320,-44.6375,-45.0,1.091359624835456,-47,-42,-44,-0.51875,0.0,1.8770078069123826,-5,4,0,46.6125,47.0,0.9233135095895577,45.0,49.0,47.0
