ACC,time,x,y,z
E4_Acc,"1647613306,43586",-52,5,-42.0
E4_Acc,"1647613306,46711",-52,5,-42.0
E4_Acc,"1647613306,49837",-50,4,-40.0
E4_Acc,"1647613306,52962",-50,5,-40.0
E4_Acc,"1647613306,56087",-52,6,-41.0
E4_Acc,"1647613306,59212",-51,6,-41.0
E4_Acc,"1647613306,62337",-51,6,-41.0
E4_Acc,"1647613306,65462",-51,6,-41.0
E4_Acc,"1647613306,68587",-51,6,-41.0
E4_Acc,"1647613306,71713",-52,6,-42.0
E4_Acc,"1647613306,74838",-55,7,-45.0
E4_Acc,"1647613306,77963",-58,6,-45.0
E4_Acc,"1647613306,81088",-77,6,-62.0
E4_Acc,"1647613306,84213",-81,-1,-52.0
E4_Acc,"1647613306,87338",-81,5,-39.0
E4_Acc,"1647613306,90463",-75,-2,-32.0
E4_Acc,"1647613306,93589",-61,-8,-18.0
E4_Acc,"1647613306,96714",-44,-16,-16.0
E4_Acc,"1647613306,99839",-41,-16,-17.0
E4_Acc,"1647613307,02964",-41,-16,-17.0
E4_Acc,"1647613307,06089",-43,-17,-19.0
E4_Acc,"1647613307,09214",-43,-18,-25.0
E4_Acc,"1647613307,12339",-48,-17,-23.0
E4_Acc,"1647613307,15465",-53,-17,-22.0
E4_Acc,"1647613307,1859",-57,-19,-18.0
E4_Acc,"1647613307,21715",-59,-18,-17.0
E4_Acc,"1647613307,2484",-62,-21,-18.0
E4_Acc,"1647613307,27965",-66,-21,-18.0
E4_Acc,"1647613307,3109",-69,-28,-20.0
E4_Acc,"1647613307,34215",-57,-24,-19.0
E4_Acc,"1647613307,37341",-58,-25,-23.0
E4_Acc,"1647613307,40466",-56,-22,-22.0
E4_Acc,"1647613307,43591",-62,-25,-24.0
E4_Acc,"1647613307,46716",-60,-23,-22.0
E4_Acc,"1647613307,49841",-59,-21,-20.0
E4_Acc,"1647613307,52966",-61,-22,-21.0
E4_Acc,"1647613307,56091",-63,-22,-21.0
E4_Acc,"1647613307,59217",-62,-24,-21.0
E4_Acc,"1647613307,62342",-56,-28,-23.0
E4_Acc,"1647613307,65467",-54,-28,-24.0
E4_Acc,"1647613307,68592",-52,-28,-25.0
E4_Acc,"1647613307,71717",-53,-28,-24.0
E4_Acc,"1647613307,74842",-55,-27,-23.0
E4_Acc,"1647613307,77967",-61,-30,-23.0
E4_Acc,"1647613307,81093",-60,-25,-21.0
E4_Acc,"1647613307,84218",-57,-25,-21.0
E4_Acc,"1647613307,87343",-57,-26,-21.0
E4_Acc,"1647613307,90468",-58,-27,-22.0
E4_Acc,"1647613307,93593",-56,-27,-22.0
E4_Acc,"1647613307,96718",-56,-27,-23.0
E4_Acc,"1647613307,99843",-58,-26,-22.0
E4_Acc,"1647613308,02969",-56,-27,-20.0
E4_Acc,"1647613308,06094",-56,-29,-19.0
E4_Acc,"1647613308,09219",-57,-23,-18.0
E4_Acc,"1647613308,12344",-58,-26,-19.0
E4_Acc,"1647613308,15469",-55,-27,-19.0
E4_Acc,"1647613308,18594",-57,-25,-20.0
E4_Acc,"1647613308,21719",-58,-27,-21.0
E4_Acc,"1647613308,24845",-58,-27,-21.0
E4_Acc,"1647613308,2797",-59,-26,-20.0
E4_Acc,"1647613308,31095",-61,-28,-19.0
E4_Acc,"1647613308,3422",-63,-29,-18.0
E4_Acc,"1647613308,37345",-55,-30,-14.0
E4_Acc,"1647613308,4047",-57,-18,-21.0
E4_Acc,"1647613308,43595",-53,-27,-25.0
E4_Acc,"1647613308,46721",-49,-29,-33.0
E4_Acc,"1647613308,49846",-47,-29,-37.0
E4_Acc,"1647613308,52971",-41,-33,-39.0
E4_Acc,"1647613308,56096",-41,-31,-42.0
E4_Acc,"1647613308,59221",-42,-33,-42.0
E4_Acc,"1647613308,62346",-43,-33,-38.0
E4_Acc,"1647613308,65471",-44,-31,-39.0
E4_Acc,"1647613308,68597",-47,-31,-37.0
E4_Acc,"1647613308,71722",-44,-32,-38.0
E4_Acc,"1647613308,74847",-45,-29,-40.0
E4_Acc,"1647613308,77972",-46,-31,-41.0
E4_Acc,"1647613308,81097",-45,-31,-42.0
E4_Acc,"1647613308,84222",-43,-29,-41.0
E4_Acc,"1647613308,87348",-42,-29,-42.0
E4_Acc,"1647613308,90473",-44,-29,-42.0
E4_Acc,"1647613308,93598",-45,-29,-40.0
E4_Acc,"1647613308,96723",-43,-30,-40.0
E4_Acc,"1647613308,99848",-45,-29,-39.0
E4_Acc,"1647613309,02973",-44,-28,-38.0
E4_Acc,"1647613309,06098",-44,-28,-38.0
E4_Acc,"1647613309,09224",-44,-29,-37.0
E4_Acc,"1647613309,12349",-45,-29,-38.0
E4_Acc,"1647613309,15474",-47,-28,-37.0
E4_Acc,"1647613309,18599",-47,-28,-37.0
E4_Acc,"1647613309,21724",-46,-28,-37.0
E4_Acc,"1647613309,24849",-45,-28,-36.0
E4_Acc,"1647613309,27974",-49,-29,-34.0
E4_Acc,"1647613309,311",-61,-19,-26.0
E4_Acc,"1647613309,34225",-68,-25,-23.0
E4_Acc,"1647613309,3735",-61,-19,-25.0
E4_Acc,"1647613309,40475",-55,-22,-30.0
E4_Acc,"1647613309,436",-56,-20,-24.0
E4_Acc,"1647613309,46725",-43,-21,-15.0
E4_Acc,"1647613309,4985",-23,-22,0.0
E4_Acc,"1647613309,52976",-40,-8,10.0
E4_Acc,"1647613309,56101",-50,-10,11.0
E4_Acc,"1647613309,59226",-38,5,12.0
E4_Acc,"1647613309,62351",-40,7,11.0
E4_Acc,"1647613309,65476",-128,68,50.0
E4_Acc,"1647613309,68601",-127,9,0.0
E4_Acc,"1647613309,71726",-66,5,-13.0
E4_Acc,"1647613309,74852",-31,3,2.0
E4_Acc,"1647613309,77977",-34,10,13.0
E4_Acc,"1647613309,81102",-65,19,30.0
E4_Acc,"1647613309,84227",-80,9,3.0
