window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-25.6,-28.0,5.061007123433857,-34,-7,-28,0.91875,1.0,1.2815149489035713,-3,11,1,57.73125,57.0,2.174868929138991,53.0,75.0,57.0
10.0,20.0,320,-30.259375,-30.0,1.1357290547896584,-34,-28,-30,0.28125,0.0,0.5783109662350452,-2,3,0,55.890625,56.0,0.7367893473169597,53.0,58.0,56.0
20.0,30.0,320,-31.68125,-32.0,1.2956250231556037,-35,-28,-32,-0.090625,0.0,0.8680534831044574,-2,3,0,55.221875,55.0,0.7496015137838761,53.0,58.0,55.0
30.0,40.0,320,-37.01875,-38.0,4.188313155035034,-46,-28,-38,-2.10625,-2.0,1.180281433948228,-5,0,-1,52.028125,52.0,2.6527012759753243,46.0,58.0,52.0
40.0,50.0,320,-41.753125,-42.0,2.851330259308612,-49,-34,-39,-2.371875,-2.0,1.0335240790342397,-5,0,-2,48.88125,49.0,2.2110349496535138,43.0,54.0,51.0
50.0,60.0,320,-41.115625,-42.0,3.8841861991242266,-49,-34,-42,-3.43125,-4.0,2.3678141580680165,-9,1,-5,49.115625,48.5,2.81215558671407,44.0,54.0,48.0
60.0,70.0,320,-40.3,-40.0,2.5835263014860543,-51,-33,-40,-1.5875,-1.0,1.0102142918017458,-5,1,-1,50.040625,50.0,1.8908058979106428,42.0,54.0,51.0
70.0,80.0,320,-43.025,-43.0,1.3803366088041773,-49,-38,-44,-1.696875,-2.0,0.8666529769435637,-4,1,-2,47.878125,48.0,1.242213207157933,43.0,52.0,47.0
80.0,90.0,320,-43.6125,-44.0,1.4470270029738328,-50,-37,-44,-2.0375,-2.0,1.0646058331313535,-5,2,-2,47.440625,47.0,1.0427716187655063,44.0,51.0,47.0
90.0,100.0,320,-29.003125,-27.0,8.887841167082447,-103,-4,-27,3.48125,5.0,4.578088573228572,-26,17,5,55.5,57.0,5.960686249440018,19.0,74.0,57.0
100.0,110.0,320,-29.13125,-27.0,5.184522269204239,-43,-22,-24,4.325,5.0,1.19061112834299,1,7,5,55.884375,57.0,2.456340956263392,48.0,60.0,58.0
110.0,120.0,320,-41.6375,-40.0,4.755445649240881,-55,-32,-38,1.98125,2.0,1.0621553470143728,-1,5,2,48.68125,50.0,3.887721810745064,38.0,55.0,51.0
120.0,130.0,320,-50.68125,-53.0,8.530874684580276,-64,-34,-56,-0.690625,-1.0,2.7737980678130003,-6,4,2,38.690625,38.0,10.135503859188436,17.0,54.0,34.0
130.0,140.0,320,-55.709375,-56.0,3.3009791816965053,-63,-49,-57,-2.4875,-2.0,1.3436837028917656,-6,0,-2,34.028125,35.0,4.970996404221556,20.0,43.0,38.0
140.0,150.0,320,-56.76875,-57.0,1.9818039817155468,-62,-51,-57,-2.815625,-3.0,0.8419299276868574,-6,-1,-3,32.79375,33.0,2.9191764093817487,24.0,40.0,33.0
150.0,160.0,320,-31.884375,-28.0,12.015236131457035,-92,6,-28,3.240625,4.0,4.228753595909985,-10,43,4,53.553125,57.0,9.627399652012013,30.0,123.0,57.0
160.0,170.0,320,-33.240625,-32.0,5.563673003367582,-47,-18,-30,2.390625,3.0,1.38075881527373,-1,5,3,53.96875,55.0,3.065475411487204,46.0,60.0,56.0
170.0,180.0,320,-38.6625,-37.0,4.985731993496218,-55,-26,-36,2.284375,3.0,1.2608424747292997,-2,6,3,50.79375,52.0,3.52705063855008,41.0,58.0,53.0
180.0,190.0,320,-41.790625,-40.0,3.976802592007726,-54,-33,-40,1.890625,2.0,0.9454923167340574,-2,5,2,48.640625,50.0,3.2750945211179885,39.0,54.0,50.0
190.0,200.0,320,-45.525,-45.0,4.468559620097944,-56,-37,-43,0.3,0.0,1.2332895583747718,-3,2,0,45.56875,46.0,4.0923843560775595,35.0,51.0,46.0
200.0,210.0,320,-46.1875,-45.0,4.714663978093479,-59,-39,-41,-0.525,0.0,1.3270751774657563,-6,4,0,44.85625,46.0,4.707556621188197,30.0,51.0,49.0
210.0,220.0,320,-41.284375,-43.0,8.448093750036415,-59,-14,-44,1.434375,1.0,3.5642872792155,-6,17,1,48.2,47.5,5.862906080741754,33.0,63.0,54.0
220.0,230.0,320,-42.0,-42.0,5.898833634246195,-58,-30,-35,1.321875,1.0,1.9571001475297105,-6,7,3,48.15,49.0,4.780708358997972,34.0,56.0,53.0
230.0,240.0,320,-44.0875,-42.0,11.184341662905418,-81,-16,-56,-4.596875,-4.0,6.232938310646595,-19,12,-11,5.65,34.5,45.9509347157805,-60.0,67.0,50.0
240.0,250.0,320,-52.025,-52.0,3.6119793720792517,-61,-43,-52,-2.571875,-2.0,1.1855277715763064,-6,1,-2,38.8625,39.0,4.513980373105033,26.0,49.0,39.0
250.0,260.0,320,-58.940625,-59.0,4.5526773531082405,-69,-49,-54,-4.540625,-4.5,1.9519878743071137,-11,-1,-3,27.190625,29.0,9.629723426758533,0.0,41.0,37.0
260.0,270.0,320,-61.325,-61.0,1.434243107543504,-65,-57,-60,-4.996875,-5.0,0.9010562854045715,-7,-3,-5,24.1125,24.0,2.994221184476424,17.0,31.0,27.0
270.0,280.0,320,-61.028125,-61.0,0.9869792980585853,-65,-59,-61,-5.16875,-5.0,0.5035532054520186,-7,-4,-5,24.85625,25.0,1.8815949847191835,18.0,30.0,26.0
280.0,290.0,320,-59.140625,-62.0,10.490878539164932,-99,6,-62,-8.821875,-5.0,11.366072662033295,-54,1,-5,23.571875,23.0,5.146245816431115,1.0,48.0,22.0
290.0,300.0,320,-45.7125,-54.0,27.74466821607464,-98,70,-63,-16.896875,-5.0,18.40331822974335,-58,8,-5,29.2,29.0,9.061129909404775,-1.0,51.0,38.0
300.0,310.0,320,-56.778125,-57.0,3.300634913273655,-67,-51,-58,-3.221875,-3.0,1.5222970547445769,-7,-1,-3,32.303125,32.0,5.063730790050609,15.0,41.0,39.0
310.0,320.0,320,-58.175,-58.0,1.731326706029052,-64,-55,-58,-3.296875,-3.0,0.9678157467975075,-8,-1,-3,30.409375,31.0,3.0241306815860876,19.0,34.0,32.0
320.0,330.0,320,-54.003125,-54.0,2.03803709962202,-61,-50,-52,-1.7125,-2.0,0.737593307417669,-4,-1,-1,36.675,38.0,2.728118990960653,27.0,40.0,39.0
330.0,340.0,320,-55.40625,-55.0,1.9372503378431403,-61,-52,-54,-2.609375,-2.5,0.7761569885315701,-5,-1,-2,34.846875,36.0,2.7958191328883255,27.0,39.0,36.0
340.0,350.0,320,-57.5125,-58.0,2.1480836396388305,-63,-51,-58,-3.05625,-3.0,1.0696548237661856,-7,-1,-3,31.4875,32.0,3.3630623080422217,22.0,39.0,31.0
350.0,360.0,320,-58.221875,-58.0,2.3867757891581665,-68,-50,-56,-3.465625,-3.0,1.2003420032494447,-13,4,-3,30.26875,31.0,3.746215436149383,16.0,43.0,34.0
360.0,370.0,320,-38.528125,-39.0,5.678907483289521,-83,-20,-40,3.04375,3.0,4.0114989498255404,-12,52,3,50.796875,51.0,5.425412419496798,24.0,100.0,50.0
370.0,380.0,320,-39.328125,-41.0,4.789142263567624,-50,-13,-42,-0.1125,-0.5,1.7037208036537297,-3,8,-1,50.503125,50.0,2.943563657587443,43.0,61.0,49.0
380.0,390.0,320,-40.259375,-42.0,15.894190878537533,-102,57,-43,-2.21875,0.0,11.138158802275276,-63,20,1,47.04375,49.0,9.200890562730084,-9.0,73.0,49.0
390.0,400.0,320,-51.19375,-51.0,3.8733829672890927,-59,-39,-56,-2.475,-3.0,1.44686451608286,-6,2,-2,39.884375,40.0,4.316158266176459,31.0,50.0,43.0
400.0,410.0,320,-49.725,-49.0,6.77858512530015,-92,-12,-49,-4.728125,-2.0,10.388284164577543,-47,3,-2,38.75625,42.0,11.046636319766815,-7.0,50.0,41.0
410.0,420.0,320,-44.73125,-46.0,10.891728117214019,-128,-7,-45,5.053125,1.0,17.421035178564733,-44,59,1,41.578125,44.0,9.281397931913743,1.0,69.0,46.0
420.0,430.0,320,-10.690625,-7.0,12.80090757399132,-80,21,-7,9.784375,5.0,16.74107836841175,-38,60,5,56.603125,62.0,12.689268893939314,18.0,82.0,62.0
430.0,440.0,320,-22.728125,-23.0,1.986906099038148,-28,-15,-22,4.671875,5.0,0.7354585608114483,3,7,5,58.640625,59.0,1.0257986795831213,54.0,64.0,59.0
440.0,450.0,98,-23.714285714285715,-23.0,1.464353064293996,-29,-21,-23,4.8061224489795915,5.0,0.4225148875631454,3,5,5,58.234693877551024,58.0,0.7433695977985645,56.0,60.0,58.0
