ST,time,values
E4_Temperature,"1643454616,87088","32,09"
E4_Temperature,"1643454617,1209","32,09"
E4_Temperature,"1643454617,37091","32,09"
E4_Temperature,"1643454617,62092","32,09"
E4_Temperature,"1643454617,87093","32,11"
E4_Temperature,"1643454618,12094","32,11"
E4_Temperature,"1643454618,37095","32,11"
E4_Temperature,"1643454618,62097","32,11"
E4_Temperature,"1643454618,87098","32,09"
E4_Temperature,"1643454619,12099","32,09"
E4_Temperature,"1643454619,371","32,09"
E4_Temperature,"1643454619,62101","32,09"
E4_Temperature,"1643454619,87102","32,09"
E4_Temperature,"1643454620,12104","32,09"
E4_Temperature,"1643454620,37105","32,09"
E4_Temperature,"1643454620,62106","32,09"
E4_Temperature,"1643454620,87107","32,07"
E4_Temperature,"1643454621,12108","32,07"
E4_Temperature,"1643454621,37109","32,07"
E4_Temperature,"1643454621,6211","32,07"
E4_Temperature,"1643454621,87112","32,09"
E4_Temperature,"1643454622,12113","32,09"
E4_Temperature,"1643454622,37114","32,09"
E4_Temperature,"1643454622,62115","32,09"
E4_Temperature,"1643454622,87116","32,09"
E4_Temperature,"1643454623,12117","32,09"
E4_Temperature,"1643454623,37119","32,09"
E4_Temperature,"1643454623,6212","32,09"
E4_Temperature,"1643454623,87121","32,09"
E4_Temperature,"1643454624,12122","32,09"
E4_Temperature,"1643454624,37123","32,09"
E4_Temperature,"1643454624,62124","32,09"
E4_Temperature,"1643454624,87125","32,09"
E4_Temperature,"1643454625,12127","32,09"
E4_Temperature,"1643454625,37128","32,09"
E4_Temperature,"1643454625,62129","32,09"
E4_Temperature,"1643454625,8713","32,11"
E4_Temperature,"1643454626,12131","32,11"
E4_Temperature,"1643454626,37132","32,11"
E4_Temperature,"1643454626,62134","32,11"
E4_Temperature,"1643454626,87135","32,11"
E4_Temperature,"1643454627,12136","32,11"
E4_Temperature,"1643454627,37137","32,11"
E4_Temperature,"1643454627,62138","32,11"
E4_Temperature,"1643454627,87139","32,11"
E4_Temperature,"1643454628,12141","32,11"
E4_Temperature,"1643454628,37142","32,11"
E4_Temperature,"1643454628,62143","32,11"
E4_Temperature,"1643454628,87144","32,09"
E4_Temperature,"1643454629,12145","32,09"
E4_Temperature,"1643454629,37146","32,09"
E4_Temperature,"1643454629,62147","32,09"
E4_Temperature,"1643454629,87149","32,11"
E4_Temperature,"1643454630,1215","32,11"
E4_Temperature,"1643454630,37151","32,11"
E4_Temperature,"1643454630,62152","32,11"
E4_Temperature,"1643454630,87153","32,11"
E4_Temperature,"1643454631,12154","32,11"
E4_Temperature,"1643454631,37156","32,11"
E4_Temperature,"1643454631,62157","32,11"
E4_Temperature,"1643454631,87158","32,11"
E4_Temperature,"1643454632,12159","32,11"
E4_Temperature,"1643454632,3716","32,11"
E4_Temperature,"1643454632,62161","32,11"
E4_Temperature,"1643454632,87163","32,11"
E4_Temperature,"1643454633,12164","32,11"
E4_Temperature,"1643454633,37165","32,11"
E4_Temperature,"1643454633,62166","32,11"
E4_Temperature,"1643454633,87167","32,11"
E4_Temperature,"1643454634,12168","32,11"
E4_Temperature,"1643454634,37169","32,11"
E4_Temperature,"1643454634,62171","32,11"
E4_Temperature,"1643454634,87172","32,13"
E4_Temperature,"1643454635,12173","32,13"
E4_Temperature,"1643454635,37174","32,13"
E4_Temperature,"1643454635,62175","32,13"
E4_Temperature,"1643454635,87176","32,13"
E4_Temperature,"1643454636,12178","32,13"
E4_Temperature,"1643454636,37179","32,13"
E4_Temperature,"1643454636,6218","32,13"
E4_Temperature,"1643454636,87181","32,13"
E4_Temperature,"1643454637,12182","32,13"
E4_Temperature,"1643454637,37183","32,13"
E4_Temperature,"1643454637,62185","32,13"
E4_Temperature,"1643454637,87186","32,11"
E4_Temperature,"1643454638,12187","32,11"
E4_Temperature,"1643454638,37188","32,11"
E4_Temperature,"1643454638,62189","32,11"
E4_Temperature,"1643454638,8719","32,15"
E4_Temperature,"1643454639,12191","32,15"
E4_Temperature,"1643454639,37193","32,15"
E4_Temperature,"1643454639,62194","32,15"
E4_Temperature,"1643454639,87195","32,13"
E4_Temperature,"1643454640,12196","32,13"
E4_Temperature,"1643454640,37197","32,13"
E4_Temperature,"1643454640,62198","32,13"
E4_Temperature,"1643454640,872","32,13"
E4_Temperature,"1643454641,12201","32,13"
E4_Temperature,"1643454641,37202","32,13"
E4_Temperature,"1643454641,62203","32,13"
E4_Temperature,"1643454641,87204","32,15"
E4_Temperature,"1643454642,12205","32,15"
E4_Temperature,"1643454642,37207","32,15"
E4_Temperature,"1643454642,62208","32,15"
E4_Temperature,"1643454642,87209","32,13"
E4_Temperature,"1643454643,1221","32,13"
E4_Temperature,"1643454643,37211","32,13"
E4_Temperature,"1643454643,62212","32,13"
E4_Temperature,"1643454643,87213","32,15"
E4_Temperature,"1643454644,12215","32,15"
E4_Temperature,"1643454644,37216","32,15"
E4_Temperature,"1643454644,62217","32,15"
E4_Temperature,"1643454644,87218","32,15"
E4_Temperature,"1643454645,12219","32,15"
E4_Temperature,"1643454645,3722","32,15"
E4_Temperature,"1643454645,62222","32,15"
E4_Temperature,"1643454645,87223","32,13"
E4_Temperature,"1643454646,12224","32,13"
E4_Temperature,"1643454646,37225","32,13"
E4_Temperature,"1643454646,62226","32,13"
E4_Temperature,"1643454646,87227","32,13"
E4_Temperature,"1643454647,12229","32,13"
E4_Temperature,"1643454647,3723","32,13"
E4_Temperature,"1643454647,62231","32,13"
E4_Temperature,"1643454647,87232","32,15"
E4_Temperature,"1643454648,12233","32,15"
E4_Temperature,"1643454648,37234","32,15"
E4_Temperature,"1643454648,62235","32,15"
E4_Temperature,"1643454648,87237","32,17"
E4_Temperature,"1643454649,12238","32,17"
E4_Temperature,"1643454649,37239","32,17"
E4_Temperature,"1643454649,6224","32,17"
E4_Temperature,"1643454649,87241","32,15"
E4_Temperature,"1643454650,12242","32,15"
E4_Temperature,"1643454650,37244","32,15"
E4_Temperature,"1643454650,62245","32,15"
E4_Temperature,"1643454650,87246","32,15"
E4_Temperature,"1643454651,12247","32,15"
E4_Temperature,"1643454651,37248","32,15"
E4_Temperature,"1643454651,62249","32,15"
E4_Temperature,"1643454651,87251","32,15"
E4_Temperature,"1643454652,12252","32,15"
E4_Temperature,"1643454652,37253","32,15"
E4_Temperature,"1643454652,62254","32,15"
E4_Temperature,"1643454652,87255","32,15"
E4_Temperature,"1643454653,12256","32,15"
E4_Temperature,"1643454653,37257","32,15"
E4_Temperature,"1643454653,62259","32,15"
E4_Temperature,"1643454653,8726","32,15"
E4_Temperature,"1643454654,12261","32,15"
E4_Temperature,"1643454654,37262","32,15"
E4_Temperature,"1643454654,62263","32,15"
E4_Temperature,"1643454654,87264","32,17"
E4_Temperature,"1643454655,12266","32,17"
E4_Temperature,"1643454655,37267","32,17"
E4_Temperature,"1643454655,62268","32,17"
E4_Temperature,"1643454655,87269","32,15"
E4_Temperature,"1643454656,1227","32,15"
E4_Temperature,"1643454656,37271","32,15"
E4_Temperature,"1643454656,62273","32,15"
E4_Temperature,"1643454656,87274","32,15"
E4_Temperature,"1643454657,12275","32,15"
E4_Temperature,"1643454657,37276","32,15"
E4_Temperature,"1643454657,62277","32,15"
E4_Temperature,"1643454657,87278","32,17"
E4_Temperature,"1643454658,12279","32,17"
E4_Temperature,"1643454658,37281","32,17"
E4_Temperature,"1643454658,62282","32,17"
E4_Temperature,"1643454658,87283","32,17"
E4_Temperature,"1643454659,12284","32,17"
E4_Temperature,"1643454659,37285","32,17"
E4_Temperature,"1643454659,62286","32,17"
E4_Temperature,"1643454659,87288","32,17"
E4_Temperature,"1643454660,12289","32,17"
E4_Temperature,"1643454660,3729","32,17"
E4_Temperature,"1643454660,62291","32,17"
E4_Temperature,"1643454660,87292","32,15"
E4_Temperature,"1643454661,12293","32,15"
E4_Temperature,"1643454661,37294","32,15"
E4_Temperature,"1643454661,62296","32,15"
E4_Temperature,"1643454661,87297","32,17"
E4_Temperature,"1643454662,12298","32,17"
E4_Temperature,"1643454662,37299","32,17"
E4_Temperature,"1643454662,623","32,17"
E4_Temperature,"1643454662,87301","32,19"
E4_Temperature,"1643454663,12303","32,19"
E4_Temperature,"1643454663,37304","32,19"
E4_Temperature,"1643454663,62305","32,19"
E4_Temperature,"1643454663,87306","32,17"
E4_Temperature,"1643454664,12307","32,17"
E4_Temperature,"1643454664,37308","32,17"
E4_Temperature,"1643454664,6231","32,17"
E4_Temperature,"1643454664,87311","32,19"
E4_Temperature,"1643454665,12312","32,19"
E4_Temperature,"1643454665,37313","32,19"
E4_Temperature,"1643454665,62314","32,19"
E4_Temperature,"1643454665,87315","32,17"
E4_Temperature,"1643454666,12316","32,17"
E4_Temperature,"1643454666,37318","32,17"
E4_Temperature,"1643454666,62319","32,17"
E4_Temperature,"1643454666,8732","32,17"
E4_Temperature,"1643454667,12321","32,17"
E4_Temperature,"1643454667,37322","32,17"
E4_Temperature,"1643454667,62323","32,17"
E4_Temperature,"1643454667,87325","32,17"
E4_Temperature,"1643454668,12326","32,17"
E4_Temperature,"1643454668,37327","32,17"
E4_Temperature,"1643454668,62328","32,17"
E4_Temperature,"1643454668,87329","32,19"
E4_Temperature,"1643454669,1233","32,19"
E4_Temperature,"1643454669,37332","32,19"
E4_Temperature,"1643454669,62333","32,19"
E4_Temperature,"1643454669,87334","32,17"
E4_Temperature,"1643454670,12335","32,17"
E4_Temperature,"1643454670,37336","32,17"
E4_Temperature,"1643454670,62337","32,17"
E4_Temperature,"1643454670,87338","32,17"
E4_Temperature,"1643454671,1234","32,17"
E4_Temperature,"1643454671,37341","32,17"
E4_Temperature,"1643454671,62342","32,17"
E4_Temperature,"1643454671,87343","32,21"
E4_Temperature,"1643454672,12344","32,21"
E4_Temperature,"1643454672,37345","32,21"
E4_Temperature,"1643454672,62347","32,21"
E4_Temperature,"1643454672,87348","32,17"
E4_Temperature,"1643454673,12349","32,17"
E4_Temperature,"1643454673,3735","32,17"
E4_Temperature,"1643454673,62351","32,17"
E4_Temperature,"1643454673,87352","32,19"
E4_Temperature,"1643454674,12354","32,19"
E4_Temperature,"1643454674,37355","32,19"
E4_Temperature,"1643454674,62356","32,19"
E4_Temperature,"1643454674,87357","32,19"
E4_Temperature,"1643454675,12358","32,19"
E4_Temperature,"1643454675,37359","32,19"
E4_Temperature,"1643454675,6236","32,19"
E4_Temperature,"1643454675,87362","32,19"
E4_Temperature,"1643454676,12363","32,19"
E4_Temperature,"1643454676,37364","32,19"
E4_Temperature,"1643454676,62365","32,19"
E4_Temperature,"1643454676,87366","32,19"
E4_Temperature,"1643454677,12367","32,19"
E4_Temperature,"1643454677,37369","32,19"
E4_Temperature,"1643454677,6237","32,19"
E4_Temperature,"1643454677,87371","32,21"
E4_Temperature,"1643454678,12372","32,21"
E4_Temperature,"1643454678,37373","32,21"
E4_Temperature,"1643454678,62374","32,21"
E4_Temperature,"1643454678,87376","32,21"
E4_Temperature,"1643454679,12377","32,21"
E4_Temperature,"1643454679,37378","32,21"
E4_Temperature,"1643454679,62379","32,21"
E4_Temperature,"1643454679,8738","32,21"
E4_Temperature,"1643454680,12381","32,21"
E4_Temperature,"1643454680,37382","32,21"
E4_Temperature,"1643454680,62384","32,21"
E4_Temperature,"1643454680,87385","32,19"
E4_Temperature,"1643454681,12386","32,19"
E4_Temperature,"1643454681,37387","32,19"
E4_Temperature,"1643454681,62388","32,19"
E4_Temperature,"1643454681,87389","32,21"
E4_Temperature,"1643454682,12391","32,21"
E4_Temperature,"1643454682,37392","32,21"
E4_Temperature,"1643454682,62393","32,21"
E4_Temperature,"1643454682,87394","32,19"
E4_Temperature,"1643454683,12395","32,19"
E4_Temperature,"1643454683,37396","32,19"
E4_Temperature,"1643454683,62398","32,19"
E4_Temperature,"1643454683,87399","32,21"
E4_Temperature,"1643454684,124","32,21"
E4_Temperature,"1643454684,37401","32,21"
E4_Temperature,"1643454684,62402","32,21"
E4_Temperature,"1643454684,87403","32,21"
E4_Temperature,"1643454685,12404","32,21"
E4_Temperature,"1643454685,37406","32,21"
E4_Temperature,"1643454685,62407","32,21"
E4_Temperature,"1643454685,87408","32,21"
E4_Temperature,"1643454686,12409","32,21"
E4_Temperature,"1643454686,3741","32,21"
E4_Temperature,"1643454686,62411","32,21"
E4_Temperature,"1643454686,87413","32,21"
E4_Temperature,"1643454687,12414","32,21"
E4_Temperature,"1643454687,37415","32,21"
E4_Temperature,"1643454687,62416","32,21"
E4_Temperature,"1643454687,87417","32,19"
E4_Temperature,"1643454688,12418","32,19"
E4_Temperature,"1643454688,3742","32,19"
E4_Temperature,"1643454688,62421","32,19"
E4_Temperature,"1643454688,87422","32,21"
E4_Temperature,"1643454689,12423","32,21"
E4_Temperature,"1643454689,37424","32,21"
E4_Temperature,"1643454689,62425","32,21"
E4_Temperature,"1643454689,87426","32,21"
E4_Temperature,"1643454690,12428","32,21"
E4_Temperature,"1643454690,37429","32,21"
E4_Temperature,"1643454690,6243","32,21"
E4_Temperature,"1643454690,87431","32,23"
E4_Temperature,"1643454691,12432","32,23"
E4_Temperature,"1643454691,37433","32,23"
E4_Temperature,"1643454691,62435","32,23"
E4_Temperature,"1643454691,87436","32,21"
E4_Temperature,"1643454692,12437","32,21"
E4_Temperature,"1643454692,37438","32,21"
E4_Temperature,"1643454692,62439","32,21"
E4_Temperature,"1643454692,8744","32,21"
E4_Temperature,"1643454693,12441","32,21"
E4_Temperature,"1643454693,37443","32,21"
E4_Temperature,"1643454693,62444","32,21"
E4_Temperature,"1643454693,87445","32,21"
E4_Temperature,"1643454694,12446","32,21"
E4_Temperature,"1643454694,37447","32,21"
E4_Temperature,"1643454694,62448","32,21"
E4_Temperature,"1643454694,8745","32,21"
E4_Temperature,"1643454695,12451","32,21"
E4_Temperature,"1643454695,37452","32,21"
E4_Temperature,"1643454695,62453","32,21"
E4_Temperature,"1643454695,87454","32,25"
