EDA,time,values
E4_Gsr,"1649403475,765","12,79563"
E4_Gsr,"1649403476,015","12,83662"
E4_Gsr,"1649403476,265","12,87248"
E4_Gsr,"1649403476,515","12,88017"
E4_Gsr,"1649403476,765","12,87889"
E4_Gsr,"1649403477,015","12,8648"
E4_Gsr,"1649403477,265","12,84302"
E4_Gsr,"1649403477,515","12,80716"
E4_Gsr,"1649403477,765","12,78795"
E4_Gsr,"1649403478,015","12,78282"
E4_Gsr,"1649403478,265","12,86096"
E4_Gsr,"1649403478,515","12,98136"
E4_Gsr,"1649403478,765","13,09151"
E4_Gsr,"1649403479,015","13,16708"
E4_Gsr,"1649403479,265","13,19782"
E4_Gsr,"1649403479,515","13,19398"
E4_Gsr,"1649403479,765","13,14915"
E4_Gsr,"1649403480,015","13,1056"
E4_Gsr,"1649403480,265","13,03515"
E4_Gsr,"1649403480,515","12,97752"
E4_Gsr,"1649403480,765","12,925"
E4_Gsr,"1649403481,015","12,87889"
E4_Gsr,"1649403481,265","12,84559"
E4_Gsr,"1649403481,515","12,82381"
E4_Gsr,"1649403481,765","12,82509"
E4_Gsr,"1649403482,015","12,81997"
E4_Gsr,"1649403482,265","12,811"
E4_Gsr,"1649403482,515","12,84687"
E4_Gsr,"1649403482,765","12,97239"
E4_Gsr,"1649403483,015","13,20935"
E4_Gsr,"1649403483,265","13,44759"
E4_Gsr,"1649403483,515","13,67751"
E4_Gsr,"1649403483,765","13,83378"
E4_Gsr,"1649403484,015","13,87605"
E4_Gsr,"1649403484,265","13,81841"
E4_Gsr,"1649403484,515","13,62884"
E4_Gsr,"1649403484,765","13,43927"
E4_Gsr,"1649403485,015","13,30734"
E4_Gsr,"1649403485,265","13,15236"
E4_Gsr,"1649403485,515","12,98328"
E4_Gsr,"1649403485,765","12,85776"
E4_Gsr,"1649403486,015","12,7777"
E4_Gsr,"1649403486,265","12,72518"
E4_Gsr,"1649403486,515","12,68035"
E4_Gsr,"1649403486,765","12,65217"
E4_Gsr,"1649403487,015","12,61631"
E4_Gsr,"1649403487,265","12,61247"
E4_Gsr,"1649403487,515","12,58045"
E4_Gsr,"1649403487,765","12,57788"
E4_Gsr,"1649403488,015","12,55739"
E4_Gsr,"1649403488,265","12,54202"
E4_Gsr,"1649403488,515","12,53049"
E4_Gsr,"1649403488,765","12,50744"
E4_Gsr,"1649403489,015","12,50488"
E4_Gsr,"1649403489,265","12,48438"
E4_Gsr,"1649403489,515","12,47413"
E4_Gsr,"1649403489,765","12,46645"
E4_Gsr,"1649403490,015","12,47798"
E4_Gsr,"1649403490,265","12,4831"
E4_Gsr,"1649403490,515","12,47926"
E4_Gsr,"1649403490,765","12,49079"
E4_Gsr,"1649403491,015","12,47926"
E4_Gsr,"1649403491,265","12,49463"
E4_Gsr,"1649403491,515","12,56508"
E4_Gsr,"1649403491,765","12,82509"
E4_Gsr,"1649403492,015","13,24265"
E4_Gsr,"1649403492,265","13,58593"
E4_Gsr,"1649403492,515","13,93753"
E4_Gsr,"1649403492,765","14,07843"
E4_Gsr,"1649403493,015","14,22884"
E4_Gsr,"1649403493,265","14,18657"
E4_Gsr,"1649403493,515","14,08282"
E4_Gsr,"1649403493,765","13,90094"
E4_Gsr,"1649403494,015","13,70624"
E4_Gsr,"1649403494,265","13,50258"
E4_Gsr,"1649403494,515","13,34504"
E4_Gsr,"1649403494,765","13,20359"
E4_Gsr,"1649403495,015","13,08831"
E4_Gsr,"1649403495,265","12,99481"
E4_Gsr,"1649403495,515","12,91924"
E4_Gsr,"1649403495,765","12,86736"
E4_Gsr,"1649403496,015","12,80972"
E4_Gsr,"1649403496,265","12,81613"
E4_Gsr,"1649403496,515","12,92756"
E4_Gsr,"1649403496,765","13,14147"
E4_Gsr,"1649403497,015","13,40148"
E4_Gsr,"1649403497,265","13,55903"
E4_Gsr,"1649403497,515","13,739"
E4_Gsr,"1649403497,765","13,76077"
E4_Gsr,"1649403498,015","13,75309"
E4_Gsr,"1649403498,265","13,65958"
E4_Gsr,"1649403498,515","13,51228"
E4_Gsr,"1649403498,765","13,39828"
E4_Gsr,"1649403499,015","13,27276"
E4_Gsr,"1649403499,265","13,15108"
E4_Gsr,"1649403499,515","13,05501"
E4_Gsr,"1649403499,765","13,0025"
E4_Gsr,"1649403500,015","12,96151"
E4_Gsr,"1649403500,265","12,90579"
E4_Gsr,"1649403500,515","12,88017"
E4_Gsr,"1649403500,765","12,88145"
E4_Gsr,"1649403501,015","12,90451"
E4_Gsr,"1649403501,265","13,06333"
E4_Gsr,"1649403501,515","13,33616"
E4_Gsr,"1649403501,765","13,6013"
E4_Gsr,"1649403502,015","13,85299"
E4_Gsr,"1649403502,265","13,90038"
E4_Gsr,"1649403502,515","14,06818"
E4_Gsr,"1649403502,765","14,28391"
E4_Gsr,"1649403503,015","14,25958"
E4_Gsr,"1649403503,265","14,111"
E4_Gsr,"1649403503,515","14,05464"
E4_Gsr,"1649403503,765","13,30661"
E4_Gsr,"1649403504,015","13,40341"
E4_Gsr,"1649403504,265","13,67623"
E4_Gsr,"1649403504,515","13,64037"
E4_Gsr,"1649403504,765","13,70185"
E4_Gsr,"1649403505,015","13,84915"
E4_Gsr,"1649403505,265","14,1066"
E4_Gsr,"1649403505,515","14,46836"
E4_Gsr,"1649403505,765","14,61642"
E4_Gsr,"1649403506,015","14,64203"
E4_Gsr,"1649403506,265","14,62026"
E4_Gsr,"1649403506,515","14,45118"
E4_Gsr,"1649403506,765","14,32438"
E4_Gsr,"1649403507,015","14,13353"
E4_Gsr,"1649403507,265","13,97342"
E4_Gsr,"1649403507,515","13,81587"
E4_Gsr,"1649403507,765","13,66269"
E4_Gsr,"1649403508,015","13,40652"
E4_Gsr,"1649403508,265","13,54046"
E4_Gsr,"1649403508,515","13,3842"
E4_Gsr,"1649403508,765","13,42134"
E4_Gsr,"1649403509,015","13,29325"
E4_Gsr,"1649403509,265","13,22793"
E4_Gsr,"1649403509,515","13,06526"
E4_Gsr,"1649403509,765","13,17541"
E4_Gsr,"1649403510,015","13,02683"
E4_Gsr,"1649403510,265","12,98072"
E4_Gsr,"1649403510,515","12,80396"
E4_Gsr,"1649403510,765","12,81228"
E4_Gsr,"1649403511,015","12,90451"
E4_Gsr,"1649403511,265","12,63424"
E4_Gsr,"1649403511,515","12,94165"
E4_Gsr,"1649403511,765","12,98136"
E4_Gsr,"1649403512,015","13,22985"
E4_Gsr,"1649403512,265","13,21576"
E4_Gsr,"1649403512,515","13,26443"
E4_Gsr,"1649403512,765","13,28108"
E4_Gsr,"1649403513,015","13,17093"
E4_Gsr,"1649403513,265","13,19654"
E4_Gsr,"1649403513,515","13,25546"
E4_Gsr,"1649403513,765","13,19654"
E4_Gsr,"1649403514,015","13,20935"
E4_Gsr,"1649403514,265","13,12738"
E4_Gsr,"1649403514,515","13,31566"
E4_Gsr,"1649403514,765","13,51676"
E4_Gsr,"1649403515,015","13,93241"
E4_Gsr,"1649403515,265","14,0733"
E4_Gsr,"1649403515,515","14,30825"
E4_Gsr,"1649403515,765","14,09819"
E4_Gsr,"1649403516,015","13,57303"
E4_Gsr,"1649403516,265","13,69728"
E4_Gsr,"1649403516,515","13,64476"
E4_Gsr,"1649403516,765","13,47312"
E4_Gsr,"1649403517,015","13,72289"
E4_Gsr,"1649403517,265","13,65885"
E4_Gsr,"1649403517,515","13,47184"
E4_Gsr,"1649403517,765","13,37706"
E4_Gsr,"1649403518,015","13,34577"
E4_Gsr,"1649403518,265","13,5315"
E4_Gsr,"1649403518,515","13,5648"
E4_Gsr,"1649403518,765","13,7185"
E4_Gsr,"1649403519,015","13,75309"
E4_Gsr,"1649403519,265","13,68776"
E4_Gsr,"1649403519,515","13,71594"
E4_Gsr,"1649403519,765","13,47129"
E4_Gsr,"1649403520,015","13,80176"
E4_Gsr,"1649403520,265","13,55455"
E4_Gsr,"1649403520,515","13,44824"
E4_Gsr,"1649403520,765","13,34321"
E4_Gsr,"1649403521,015","13,26764"
E4_Gsr,"1649403521,265","13,19975"
E4_Gsr,"1649403521,515","13,12802"
E4_Gsr,"1649403521,765","13,18566"
E4_Gsr,"1649403522,015","13,24202"
E4_Gsr,"1649403522,265","13,58145"
E4_Gsr,"1649403522,515","14,09892"
E4_Gsr,"1649403522,765","14,61182"
E4_Gsr,"1649403523,015","15,07112"
E4_Gsr,"1649403523,265","15,17297"
E4_Gsr,"1649403523,515","15,02695"
E4_Gsr,"1649403523,765","14,863"
E4_Gsr,"1649403524,015","14,56584"
E4_Gsr,"1649403524,265","14,46721"
E4_Gsr,"1649403524,515","14,37115"
E4_Gsr,"1649403524,765","14,25265"
E4_Gsr,"1649403525,015","14,05796"
E4_Gsr,"1649403525,265","13,92475"
E4_Gsr,"1649403525,515","13,85354"
E4_Gsr,"1649403525,765","13,78566"
E4_Gsr,"1649403526,015","13,65757"
E4_Gsr,"1649403526,265","13,55638"
E4_Gsr,"1649403526,515","13,49746"
E4_Gsr,"1649403526,765","13,38859"
E4_Gsr,"1649403527,015","13,43799"
E4_Gsr,"1649403527,265","13,38291"
E4_Gsr,"1649403527,515","13,33296"
E4_Gsr,"1649403527,765","13,24586"
E4_Gsr,"1649403528,015","13,22281"
E4_Gsr,"1649403528,265","13,21896"
E4_Gsr,"1649403528,515","13,21256"
E4_Gsr,"1649403528,765","13,24074"
E4_Gsr,"1649403529,015","13,18694"
E4_Gsr,"1649403529,265","13,19463"
E4_Gsr,"1649403529,515","13,16645"
E4_Gsr,"1649403529,765","13,22024"
E4_Gsr,"1649403530,015","13,13186"
E4_Gsr,"1649403530,265","13,27788"
E4_Gsr,"1649403530,515","13,41494"
E4_Gsr,"1649403530,765","13,53021"
E4_Gsr,"1649403531,015","13,5917"
E4_Gsr,"1649403531,265","13,63525"
E4_Gsr,"1649403531,515","13,625"
E4_Gsr,"1649403531,765","13,6045"
E4_Gsr,"1649403532,015","13,55711"
E4_Gsr,"1649403532,265","13,54558"
E4_Gsr,"1649403532,515","13,49435"
E4_Gsr,"1649403532,765","13,40981"
E4_Gsr,"1649403533,015","13,37267"
E4_Gsr,"1649403533,265","13,34705"
E4_Gsr,"1649403533,515","13,35602"
E4_Gsr,"1649403533,765","13,34577"
E4_Gsr,"1649403534,015","13,35602"
E4_Gsr,"1649403534,265","13,36114"
E4_Gsr,"1649403534,515","13,33937"
E4_Gsr,"1649403534,765","13,37523"
E4_Gsr,"1649403535,015","13,31503"
E4_Gsr,"1649403535,265","13,29838"
E4_Gsr,"1649403535,515","13,26764"
E4_Gsr,"1649403535,765","13,2971"
E4_Gsr,"1649403536,015","13,23433"
E4_Gsr,"1649403536,265","13,26764"
E4_Gsr,"1649403536,515","13,35602"
E4_Gsr,"1649403536,765","13,3842"
E4_Gsr,"1649403537,015","13,47898"
E4_Gsr,"1649403537,265","13,54687"
E4_Gsr,"1649403537,515","13,57248"
E4_Gsr,"1649403537,765","13,65318"
E4_Gsr,"1649403538,015","13,84275"
E4_Gsr,"1649403538,265","14,10276"
E4_Gsr,"1649403538,515","14,49654"
E4_Gsr,"1649403538,765","14,69071"
E4_Gsr,"1649403539,015","14,73938"
E4_Gsr,"1649403539,265","14,7112"
E4_Gsr,"1649403539,515","14,66509"
E4_Gsr,"1649403539,765","14,48577"
E4_Gsr,"1649403540,015","14,18476"
E4_Gsr,"1649403540,265","14,14506"
E4_Gsr,"1649403540,515","13,821"
E4_Gsr,"1649403540,765","13,76644"
E4_Gsr,"1649403541,015","13,60633"
E4_Gsr,"1649403541,265","13,53973"
E4_Gsr,"1649403541,515","13,48978"
E4_Gsr,"1649403541,765","13,40524"
E4_Gsr,"1649403542,015","13,2766"
E4_Gsr,"1649403542,265","13,35474"
E4_Gsr,"1649403542,515","13,31887"
E4_Gsr,"1649403542,765","13,38291"
E4_Gsr,"1649403543,015","13,35602"
E4_Gsr,"1649403543,265","13,31887"
E4_Gsr,"1649403543,515","13,18566"
E4_Gsr,"1649403543,765","12,89234"
E4_Gsr,"1649403544,015","13,03515"
