label_time_sec,window_start_sec,window_end_sec,n_samples,x_mean,x_std,x_min,x_max,x_median,y_mean,y_std,y_min,y_max,y_median,z_mean,z_std,z_min,z_max,z_median,time_sec,stress_label,reaction_label
10.0,-20.0,10.0,320,35.58125,3.619819831329353,22.0,51.0,34.0,-31.140625,1.4499723000272782,-43.0,-19.0,-31.0,43.04375,3.1570131413919755,22.0,49.0,44.0,10.0,No Stress,No Reaction
20.0,-10.0,20.0,640,35.8234375,2.5877550942878114,22.0,51.0,36.0,-31.25625,1.0862456340371587,-43.0,-19.0,-31.0,42.946875,2.2518272010411864,22.0,49.0,43.0,20.0,No Stress,No Reaction
30.0,0.0,30.0,960,36.217708333333334,5.2983459907876185,9.0,76.0,36.0,-33.219791666666666,4.973613792690987,-63.0,-19.0,-31.0,40.465625,5.843355416939458,16.0,56.0,43.0,30.0,No Stress,No Reaction
40.0,10.0,40.0,960,40.186458333333334,7.136946122575955,9.0,76.0,37.0,-34.92604166666667,4.803299717219878,-63.0,-30.0,-35.0,34.43125,8.604110767903954,16.0,56.0,37.0,40.0,No Stress,Reaction
50.0,20.0,50.0,960,42.579166666666666,6.728302580405125,9.0,76.0,45.0,-36.661458333333336,4.147561560879605,-63.0,-30.0,-36.0,30.4,6.600186428940281,16.0,56.0,29.0,50.0,No Stress,No Reaction
60.0,30.0,60.0,960,44.58541666666667,3.023197734097262,35.0,52.0,45.0,-36.29895833333333,1.2394282707376771,-40.0,-32.0,-36.0,29.171875,4.150033057018737,20.0,40.0,30.0,60.0,No Stress,No Reaction
70.0,40.0,70.0,960,41.18125,4.550775123333289,20.0,51.0,42.0,-34.46875,4.390845356029188,-40.0,-18.0,-36.0,34.479166666666664,6.534546307636499,23.0,53.0,32.0,70.0,Stress,Reaction
80.0,50.0,80.0,960,36.702083333333334,7.099530439710264,9.0,80.0,38.0,-30.395833333333332,6.959407353542957,-40.0,6.0,-33.0,40.9125,8.681999284413518,27.0,71.0,40.0,80.0,Stress,Reaction
90.0,60.0,90.0,960,28.886458333333334,9.097239950772574,-3.0,80.0,29.0,-23.855208333333334,8.897684785057125,-38.0,9.0,-24.0,49.25833333333333,7.983032928503669,28.0,71.0,51.0,90.0,No Stress,Reaction
100.0,70.0,100.0,960,24.380208333333332,6.3280351732297015,-3.0,80.0,24.0,-21.714583333333334,7.029788830720209,-32.0,9.0,-23.0,53.440625,3.673967210327982,28.0,71.0,53.0,100.0,No Stress,No Reaction
110.0,80.0,110.0,960,23.19375,4.596090565688229,-3.0,45.0,24.0,-22.83125,6.716411234794193,-32.0,9.0,-24.0,53.70104166666667,3.1049086500347842,47.0,62.0,53.0,110.0,No Stress,Reaction
120.0,90.0,120.0,960,26.00625,2.6094323371189536,19.0,34.0,26.0,-26.875,2.559612522813704,-33.0,-19.0,-28.0,51.26770833333333,1.9711683461693137,47.0,56.0,51.0,120.0,No Stress,No Reaction
130.0,100.0,130.0,960,30.266666666666666,8.44695978734005,-13.0,90.0,28.0,-19.029166666666665,17.699884334567653,-82.0,35.0,-28.0,49.166666666666664,7.994349759974889,-59.0,120.0,50.0,130.0,No Stress,Reaction
140.0,110.0,140.0,960,35.057291666666664,12.198217316136516,-13.0,94.0,31.0,-6.819791666666666,20.96816754055274,-82.0,51.0,-2.0,46.77395833333333,10.563673018986725,-59.0,120.0,49.0,140.0,No Stress,Reaction
150.0,120.0,150.0,960,40.41354166666667,13.163875425705633,-13.0,104.0,40.0,6.396875,15.278089248307499,-82.0,51.0,9.0,43.67395833333333,13.842739161207499,-59.0,127.0,46.0,150.0,No Stress,Reaction
160.0,130.0,160.0,960,42.37708333333333,11.02946550451376,-1.0,104.0,41.0,10.575,8.516597302572281,-20.0,51.0,12.0,42.971875,11.3292851222682,0.0,127.0,45.0,160.0,No Stress,Reaction
170.0,140.0,170.0,960,41.165625,8.133317311854224,13.0,104.0,40.0,14.070833333333333,8.445320867812299,-12.0,40.0,14.0,43.811458333333334,9.65153410025349,0.0,127.0,45.0,170.0,No Stress,Reaction
180.0,150.0,180.0,960,38.81875,5.141629408256265,13.0,61.0,39.0,15.55625,8.171325184197602,-1.0,40.0,14.0,46.3125,3.43147578584225,34.0,76.0,46.0,180.0,No Stress,Reaction
190.0,160.0,190.0,960,37.665625,4.666529997315976,13.0,61.0,37.0,16.180208333333333,8.58301934170953,-1.0,40.0,14.0,46.9875,3.4742986028930574,34.0,76.0,47.0,190.0,No Stress,No Reaction
200.0,170.0,200.0,960,37.06041666666667,5.646937198334383,7.0,51.0,37.0,16.36875,8.255150539361997,-1.0,34.0,16.0,47.284375,3.1086286494677955,40.0,64.0,47.0,200.0,No Stress,Reaction
210.0,180.0,210.0,960,37.4375,5.522373679241599,7.0,51.0,37.0,19.829166666666666,9.59351010935429,-1.0,37.0,21.0,45.284375,4.050691006203414,36.0,64.0,45.0,210.0,No Stress,No Reaction
220.0,190.0,220.0,960,37.7875,5.661336408217348,7.0,63.0,37.0,22.339583333333334,10.003612269021577,-15.0,37.0,24.0,43.640625,4.217622252039265,33.0,64.0,43.0,220.0,No Stress,No Reaction
230.0,200.0,230.0,960,36.93541666666667,9.25110234016294,-10.0,106.0,37.0,18.146875,14.410859747066969,-35.0,37.0,22.0,44.623958333333334,8.375771264400004,-35.0,98.0,43.0,230.0,Stress,Reaction
240.0,210.0,240.0,960,36.82083333333333,9.30993298991336,-10.0,106.0,37.0,13.465625,12.685284374056334,-35.0,35.0,12.0,46.942708333333336,8.181584203666324,-35.0,98.0,47.0,240.0,No Stress,Reaction
250.0,220.0,250.0,960,37.434375,9.637532298573529,-10.0,106.0,38.0,10.207291666666666,9.880397850669866,-35.0,28.0,10.0,48.05625,7.544858029830807,-35.0,98.0,48.0,250.0,Stress,Reaction
260.0,230.0,260.0,960,37.921875,6.177859203888164,0.0,64.0,38.0,10.205208333333333,6.964723712419406,-8.0,30.0,10.0,48.572916666666664,3.850286859203844,38.0,83.0,49.0,260.0,No Stress,No Reaction
270.0,240.0,270.0,960,37.67604166666667,6.678857819338719,0.0,64.0,38.0,8.127083333333333,7.6040228523070645,-8.0,30.0,6.0,49.00833333333333,3.9976444228477717,38.0,83.0,49.0,270.0,No Stress,Reaction
280.0,250.0,280.0,960,35.740625,6.647885786287899,0.0,64.0,36.0,7.030208333333333,8.170378347055202,-8.0,30.0,5.0,50.540625,3.1161752352805863,40.0,83.0,51.0,280.0,Stress,Reaction
290.0,260.0,290.0,960,34.075,8.54178223766097,-2.0,55.0,35.0,10.291666666666666,9.231939691218043,-7.0,44.0,9.0,50.547916666666666,4.552531504608382,32.0,92.0,50.0,290.0,Stress,Reaction
300.0,270.0,300.0,960,30.730208333333334,10.50403983848108,-27.0,62.0,32.0,7.692708333333333,12.738909751066283,-30.0,44.0,9.0,52.18958333333333,6.276185673169771,32.0,92.0,52.0,300.0,No Stress,No Reaction
310.0,280.0,310.0,960,32.609375,11.546998563878073,-27.0,62.0,35.0,11.770833333333334,14.068934388995109,-30.0,44.0,13.0,49.46875,8.109589741586863,32.0,92.0,50.0,310.0,No Stress,No Reaction
320.0,290.0,320.0,960,30.572916666666668,15.538270418044899,-27.0,100.0,36.0,7.238541666666666,15.193378928061097,-48.0,56.0,8.0,50.432291666666664,9.20724195622062,-3.0,96.0,51.0,320.0,Stress,Reaction
330.0,300.0,330.0,960,32.2,16.083644760438446,-23.0,100.0,37.0,7.388541666666667,14.59012743321843,-48.0,56.0,8.0,49.271875,8.501980424690142,-3.0,96.0,49.0,330.0,No Stress,Reaction
340.0,310.0,340.0,960,28.127083333333335,14.514617989602089,-23.0,100.0,33.0,-3.23125,11.843463832759095,-48.0,56.0,-7.0,53.463541666666664,6.85548150395181,-3.0,96.0,53.0,340.0,No Stress,Reaction
350.0,320.0,350.0,960,31.260416666666668,9.002542557860124,-9.0,57.0,33.0,-7.797916666666667,7.9085489727485525,-20.0,21.0,-10.0,53.1125,4.36999080133516,33.0,81.0,53.0,350.0,No Stress,No Reaction
360.0,330.0,360.0,960,31.164583333333333,3.37691294157047,17.0,39.0,32.0,-10.185416666666667,2.556350499493368,-20.0,-3.0,-10.0,53.95,2.2704521743742943,40.0,79.0,54.0,360.0,No Stress,No Reaction
370.0,340.0,370.0,960,32.78125,2.1772504927153413,27.0,45.0,33.0,-8.725,2.792325248242189,-19.0,2.0,-9.0,53.45729166666667,1.7294145906080054,48.0,76.0,53.0,370.0,No Stress,Reaction
380.0,350.0,380.0,960,31.55625,7.394228966030569,-14.0,45.0,33.0,-11.695833333333333,8.424552189689503,-30.0,21.0,-9.0,52.55416666666667,4.177897966875177,45.0,118.0,53.0,380.0,No Stress,Reaction
