window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-24.45,-24.0,1.388714025913191,-29,-18,-24,-0.096875,0.0,0.5485714562691253,-2,1,0,58.265625,58.0,0.668179285816112,56.0,60.0,58.0
10.0,20.0,320,-26.515625,-27.0,1.394033271394725,-30,-22,-27,-0.203125,0.0,0.4329561395901178,-2,1,0,57.46875,57.0,0.6276979386570928,55.0,60.0,57.0
20.0,30.0,320,-27.703125,-28.0,1.095440643650653,-31,-25,-27,0.021875,0.0,0.36649177694804136,-1,1,0,56.9625,57.0,0.5117736078632239,56.0,58.0,57.0
30.0,40.0,320,-28.790625,-29.0,0.8509111380692322,-31,-26,-29,-1.165625,-1.0,0.7347655992855252,-3,0,-1,56.609375,57.0,0.5257383969893814,54.0,58.0,57.0
40.0,50.0,320,-31.875,-32.0,1.9500020094837274,-35,-28,-33,-1.259375,-1.0,0.9817645731620124,-3,0,-2,55.08125,55.0,0.9887890380437548,53.0,57.0,54.0
50.0,60.0,320,-33.70625,-33.0,1.339521624244337,-38,-31,-33,-0.1,0.0,0.5840084166525371,-2,1,0,54.103125,54.0,0.7949623421218462,52.0,56.0,54.0
60.0,70.0,320,-34.184375,-34.0,1.1227511483253203,-37,-31,-34,-0.45,0.0,0.6163905450890979,-2,1,0,53.95,54.0,0.6163905450891068,53.0,55.0,54.0
70.0,80.0,320,-32.971875,-33.0,0.8794891560153377,-35,-30,-33,-1.553125,-2.0,0.8942464560387879,-4,0,-2,54.54375,55.0,0.546827556159655,53.0,56.0,55.0
80.0,90.0,320,-30.71875,-31.0,1.8490762753602992,-34,-26,-31,-0.609375,-1.0,0.9100137361600649,-7,5,-1,55.696875,56.0,0.9755584768186882,51.0,58.0,55.0
90.0,100.0,320,-27.196875,-27.0,1.142780082349366,-30,-24,-28,0.0625,0.0,0.33941679651349893,-1,1,0,57.203125,57.0,0.4938393980811789,56.0,58.0,57.0
100.0,110.0,320,-27.890625,-28.0,1.0931130590540987,-31,-25,-28,-0.13125,0.0,0.5023065918596982,-1,1,0,56.959375,57.0,0.4831709362172133,55.0,58.0,57.0
110.0,120.0,320,-26.65625,-27.0,1.0859425214414482,-29,-24,-27,0.08125,0.0,0.481271500354313,-1,1,0,57.40625,57.0,0.5346533755386925,56.0,59.0,57.0
120.0,130.0,320,-28.775,-29.0,0.8849136117799733,-31,-26,-29,-0.321875,0.0,0.5705600696714138,-2,1,0,56.646875,57.0,0.5284889294860787,55.0,58.0,57.0
130.0,140.0,320,-28.078125,-28.0,1.5343985526893877,-33,-24,-29,-0.390625,0.0,0.7085945181996335,-7,2,0,56.865625,57.0,0.7902657681603127,53.0,59.0,57.0
140.0,150.0,320,-29.79375,-30.0,1.5740723495937141,-34,-25,-30,-0.659375,-1.0,0.6380610199689071,-3,2,-1,56.06875,56.0,0.8006413964866054,53.0,58.0,56.0
150.0,160.0,320,-31.884375,-32.0,2.354693755088077,-37,-26,-33,-2.03125,-2.0,0.8184538906742853,-4,0,-2,55.05625,55.0,1.253193413008343,52.0,58.0,56.0
160.0,170.0,320,-32.353125,-32.0,2.1547475286505673,-39,-17,-31,-1.25,-1.0,1.0534314730150025,-7,5,-1,54.828125,55.0,1.0256076645114918,51.0,57.0,55.0
170.0,180.0,320,-29.484375,-30.0,2.4288766157258936,-34,-24,-30,-0.25,0.0,0.5252257314388903,-1,1,0,56.234375,56.0,1.1077128785550021,54.0,59.0,56.0
180.0,190.0,320,-26.915625,-27.0,1.9320120223604853,-33,-23,-26,-0.496875,0.0,0.6133235299180176,-2,2,0,57.28125,57.0,0.8722246626122094,55.0,59.0,58.0
190.0,200.0,320,-29.396875,-29.0,1.5400574786732941,-33,-25,-29,-1.246875,-1.0,0.711519357599106,-4,1,-1,56.21875,56.0,0.7314851556356761,54.0,58.0,56.0
200.0,210.0,320,-32.95,-33.0,2.768610438786125,-40,-25,-35,-0.521875,0.0,0.9128941799020626,-3,2,0,54.53125,54.0,1.4402275812847827,51.0,59.0,54.0
210.0,220.0,320,-33.25,-33.0,1.8821051376626965,-38,-28,-33,-0.5125,0.0,0.6132037253453613,-2,1,0,54.40625,54.0,0.9684481656391223,52.0,57.0,54.0
