window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-40.9875,-41.0,0.22360679774997905,-42,-40,-41,-1.021875,-1.0,0.14650446407441114,-2,-1,-1,49.525,50.0,0.5001567152522429,49.0,50.0,50.0
10.0,20.0,320,-41.03125,-41.0,0.29460935295131807,-43,-40,-41,-1.0375,-1.0,0.1902810987768468,-2,-1,-1,49.534375,50.0,0.5180802367022298,48.0,51.0,50.0
20.0,30.0,320,-41.278125,-41.0,0.6088348371554941,-44,-40,-41,-1.20625,-1.0,0.40524577472323436,-2,-1,-1,49.303125,49.0,0.6567634019524788,47.0,50.0,49.0
30.0,40.0,320,-45.1125,-45.0,1.2693023779406416,-48,-42,-46,-2.05625,-2.0,0.2439711941473167,-3,-1,-2,46.196875,46.0,1.0210893362492335,44.0,49.0,46.0
40.0,50.0,320,-47.05625,-47.0,1.0093411675328048,-50,-42,-47,-2.434375,-2.0,0.4964509623253141,-3,-2,-2,44.55625,44.5,0.8285416050039766,43.0,47.0,44.0
50.0,60.0,320,-47.3125,-47.0,0.7443623009729435,-49,-45,-47,-2.290625,-2.0,0.45476189987721843,-3,-2,-2,44.28125,44.0,0.6048070238102082,43.0,46.0,44.0
60.0,70.0,320,-47.284375,-47.0,0.6928245649101534,-49,-46,-47,-2.378125,-2.0,0.48567851577937354,-3,-2,-2,44.384375,44.0,0.6327574995932792,43.0,46.0,44.0
70.0,80.0,320,-46.55625,-47.0,0.6879789582697601,-49,-45,-46,-2.246875,-2.0,0.43186870682801737,-3,-2,-2,44.9625,45.0,0.529831108122952,44.0,46.0,45.0
80.0,90.0,320,-46.43125,-46.0,0.7003973346124925,-48,-44,-46,-2.121875,-2.0,0.35519818742653647,-3,-1,-2,45.125,45.0,0.6107706217157902,44.0,47.0,45.0
90.0,100.0,320,-46.615625,-47.0,0.6522732734042477,-48,-44,-47,-2.171875,-2.0,0.37786263696453654,-3,-2,-2,44.934375,45.0,0.5968093718535963,44.0,46.0,45.0
100.0,110.0,320,-45.375,-45.0,1.1969134809491195,-49,-40,-46,-2.04375,-2.0,0.3330654618552904,-3,0,-2,45.9375,46.0,0.9964671135887673,43.0,50.0,46.0
110.0,120.0,320,-45.146875,-45.0,0.7128398655947867,-47,-42,-45,-2.1125,-2.0,0.3357021369680127,-3,-1,-2,46.140625,46.0,0.5331396183595635,45.0,49.0,46.0
120.0,130.0,320,-45.353125,-45.0,0.6459346585159378,-47,-44,-45,-2.325,-2.0,0.4691084053017648,-3,-2,-2,46.003125,46.0,0.4783621318139669,45.0,47.0,46.0
130.0,140.0,320,-44.78125,-45.0,0.8722246626121961,-47,-42,-45,-2.003125,-2.0,0.25655589013875746,-3,-1,-2,46.4625,46.0,0.7072176042859164,44.0,49.0,46.0
140.0,150.0,320,-45.059375,-45.0,0.8743504082252372,-47,-41,-45,-1.965625,-2.0,0.26629864560684036,-3,-1,-2,46.234375,46.0,0.6611045070781136,45.0,49.0,46.0
150.0,160.0,320,-44.015625,-44.0,0.7447241289317522,-46,-42,-44,-1.971875,-2.0,0.19989711303411314,-3,-1,-2,47.109375,47.0,0.6412465207028222,46.0,49.0,47.0
160.0,170.0,320,-44.346875,-44.0,0.8754700931571187,-46,-42,-44,-2.009375,-2.0,0.12484316179519787,-3,-1,-2,46.784375,47.0,0.6814190315450087,45.0,49.0,47.0
170.0,180.0,320,-43.80625,-44.0,1.0414414594587826,-46,-42,-44,-1.865625,-2.0,0.37651210290821147,-3,-1,-2,47.296875,47.0,0.8431856204867421,45.0,49.0,47.0
180.0,190.0,320,-43.50625,-44.0,0.6432370624391089,-45,-42,-44,-1.903125,-2.0,0.2962507357503133,-2,-1,-2,47.546875,48.0,0.5465677316366735,46.0,49.0,48.0
190.0,200.0,320,-43.19375,-43.0,0.8074641989598524,-45,-41,-44,-1.8625,-2.0,0.3626357707043765,-3,-1,-2,47.79375,48.0,0.7046364588814317,46.0,49.0,48.0
200.0,210.0,320,-42.878125,-43.0,0.759984480537802,-45,-40,-43,-1.8,-2.0,0.4006264686689075,-2,-1,-2,48.06875,48.0,0.5990784458866942,47.0,50.0,48.0
210.0,220.0,320,-43.728125,-44.0,0.6887972230054816,-45,-42,-44,-1.95,-2.0,0.25779387163154927,-3,-1,-2,47.2875,47.0,0.5752197344899667,46.0,49.0,47.0
220.0,230.0,320,-44.08125,-44.0,0.7425439201516872,-46,-42,-44,-1.890625,-2.0,0.3125979470326513,-2,-1,-2,47.0125,47.0,0.6182947527303735,46.0,48.0,47.0
230.0,240.0,320,-43.98125,-44.0,0.9792318337993369,-46,-41,-44,-1.81875,-2.0,0.3858285064165639,-2,-1,-2,47.14375,47.0,0.810177232051978,45.0,49.0,47.0
240.0,250.0,320,-43.303125,-43.0,0.7503329981751222,-45,-41,-43,-1.71875,-2.0,0.4572217450405557,-3,-1,-2,47.73125,48.0,0.5623715457647998,46.0,49.0,48.0
250.0,260.0,320,-43.6875,-44.0,1.4061552998416367,-51,-39,-44,-1.390625,-1.0,0.5603734620125224,-3,0,-1,47.403125,47.0,1.0871101073856064,42.0,50.0,47.0
260.0,270.0,320,-45.9625,-46.0,1.652916108410253,-50,-43,-45,-1.734375,-2.0,0.45631024959685834,-3,-1,-2,45.4375,46.0,1.4216750242612022,42.0,48.0,46.0
270.0,280.0,320,-47.1875,-47.0,1.0604754360522461,-50,-44,-47,-1.95,-2.0,0.2182862863794165,-2,-1,-2,44.446875,44.0,0.9116055542395288,42.0,47.0,44.0
280.0,290.0,320,-46.59375,-47.0,0.7494773518529033,-49,-44,-47,-1.79375,-2.0,0.4129088645300843,-3,-1,-2,44.9875,45.0,0.5763086511948327,44.0,47.0,45.0
290.0,300.0,320,-46.146875,-46.0,0.548857105499285,-49,-44,-46,-1.94375,-2.0,0.24397119414731683,-3,-1,-2,45.35,45.0,0.5393598899705907,44.0,47.0,45.0
300.0,310.0,188,-45.31382978723404,-45.0,0.47664178722871064,-47,-45,-45,-1.952127659574468,-2.0,0.2140661716896736,-2,-1,-2,45.994680851063826,46.0,0.1634304845116775,45.0,47.0,46.0
