window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
0.0,10.0,320,-27.946875,-28.0,0.3363871994627357,-29,-26,-28,-32.996875,-33.0,0.3216185312195474,-34,-32,-33,47.703125,48.0,0.46439658154747065,47.0,49.0,48.0
10.0,20.0,320,-27.796875,-28.0,0.4106607375672914,-29,-27,-28,-33.278125,-33.0,0.44877707391194577,-34,-33,-33,47.38125,47.0,0.4864544490848929,47.0,48.0,47.0
20.0,30.0,320,-27.553125,-27.0,1.7590757716860606,-33,-24,-28,-33.525,-33.0,1.2212845901577325,-37,-32,-33,47.46875,48.0,1.6979496209724543,44.0,50.0,48.0
30.0,40.0,320,-31.828125,-32.0,0.5642063113396416,-34,-31,-32,-35.478125,-36.0,0.6807861834571898,-37,-34,-36,43.81875,44.0,0.5528141172906756,42.0,45.0,44.0
40.0,50.0,320,-32.73125,-33.0,0.5337731663388899,-35,-32,-33,-36.74375,-37.0,0.5736849484365907,-39,-35,-37,42.365625,42.0,0.5376772143524918,41.0,43.0,42.0
50.0,60.0,320,-32.934375,-33.0,0.40999225850937476,-35,-31,-33,-37.059375,-37.0,0.36229793849571235,-39,-36,-37,41.978125,42.0,0.31096409392661173,40.0,43.0,42.0
60.0,70.0,320,-32.5375,-33.0,0.7203926132612501,-34,-30,-33,-36.825,-37.0,0.4121965018202459,-38,-36,-37,42.521875,42.0,0.6428943052899998,41.0,44.0,42.0
70.0,80.0,320,-29.565625,-30.0,0.7139933066957073,-32,-26,-29,-36.021875,-36.0,0.4146489809820706,-38,-35,-36,44.615625,45.0,0.5122997353198383,43.0,46.0,45.0
80.0,90.0,320,-28.953125,-29.0,0.4954238076801531,-31,-26,-29,-36.896875,-37.0,0.3696854335096611,-38,-35,-37,44.425,44.0,0.5317505248607236,43.0,47.0,44.0
90.0,100.0,320,-28.8,-29.0,0.5168023214909477,-31,-27,-29,-36.95625,-37.0,0.3035190676900046,-38,-36,-37,44.584375,45.0,0.5061436815097954,43.0,46.0,45.0
100.0,110.0,320,-28.8,-29.0,0.4657551928712341,-30,-27,-29,-36.9875,-37.0,0.22360679774997913,-38,-36,-37,44.55,45.0,0.4982728791224404,44.0,45.0,45.0
110.0,120.0,320,-28.834375,-29.0,0.4416479363548765,-30,-27,-29,-37.003125,-37.0,0.21682284781688316,-38,-36,-37,44.353125,44.0,0.49161264602368265,43.0,46.0,44.0
120.0,130.0,320,-28.590625,-29.0,0.5467827676365873,-31,-26,-29,-37.003125,-37.0,0.16793858968669584,-38,-36,-37,44.5125,45.0,0.525076498382484,43.0,47.0,45.0
130.0,140.0,320,-28.575,-29.0,0.5137604921168891,-30,-27,-29,-37.340625,-37.0,0.4746616514798509,-38,-37,-37,44.109375,44.0,0.3224702605908319,43.0,45.0,44.0
140.0,150.0,320,-28.159375,-28.0,0.4972396374518935,-29,-26,-28,-36.309375,-36.0,0.5553159314291916,-38,-35,-36,45.15,45.0,0.6354225015577446,44.0,46.0,45.0
150.0,160.0,320,-28.084375,-28.0,0.3827055761205098,-30,-27,-28,-36.871875,-37.0,0.33475239996002637,-37,-36,-37,45.003125,45.0,0.1481005652570819,44.0,46.0,45.0
160.0,170.0,320,-27.971875,-28.0,0.40663337950683925,-30,-26,-28,-36.978125,-37.0,0.20067968363338973,-38,-36,-37,44.975,45.0,0.24913643956121986,44.0,46.0,45.0
170.0,180.0,320,-28.334375,-28.0,0.8365136544276426,-31,-27,-28,-35.821875,-36.0,1.0606186090465337,-37,-34,-37,45.528125,46.0,0.49999020366578945,45.0,46.0,46.0
180.0,190.0,320,-27.1625,-27.0,0.40971738864489743,-28,-26,-27,-37.2,-37.0,0.40062646866890295,-38,-37,-37,44.984375,45.0,0.16723713758638653,44.0,46.0,45.0
190.0,200.0,320,-27.19375,-27.0,3.1163375236210418,-53,-16,-26,-32.584375,-36.0,8.559898095627279,-41,-4,-36,47.490625,46.0,4.369304398272672,35.0,82.0,46.0
200.0,210.0,320,-28.571875,-29.0,0.5380414820101096,-30,-27,-29,-15.6375,-16.0,0.5250764983824747,-17,-14,-16,54.990625,55.0,0.21664204907973753,54.0,56.0,55.0
210.0,220.0,320,-27.9875,-28.0,0.447739008168531,-29,-27,-28,-16.028125,-16.0,0.2550239708445628,-17,-15,-16,55.0,55.0,0.11197850219117093,54.0,56.0,55.0
220.0,230.0,320,-27.578125,-28.0,0.5765720638633013,-29,-26,-28,-16.675,-17.0,0.5014086739449223,-18,-16,-17,55.015625,55.0,0.1850347336706729,54.0,56.0,55.0
230.0,240.0,320,-27.284375,-27.0,0.49169234653018973,-28,-26,-27,-17.003125,-17.0,0.14810056525708176,-18,-16,-17,55.0,55.0,0.1770535579491283,54.0,56.0,55.0
240.0,250.0,320,-27.234375,-27.0,0.5234976264418792,-29,-25,-27,-17.23125,-17.0,0.4440039396588747,-19,-16,-17,55.00625,55.0,0.1938514119266521,53.0,56.0,55.0
250.0,260.0,320,-26.959375,-27.0,0.4353929331874718,-29,-26,-27,-17.734375,-18.0,0.4631291789162503,-19,-16,-18,55.003125,55.0,0.16793858968669562,54.0,56.0,55.0
260.0,270.0,320,-26.6,-27.0,0.5032807725814245,-28,-26,-27,-17.94375,-18.0,0.3584514762349958,-19,-17,-18,55.025,55.0,0.15636946843392008,55.0,56.0,55.0
270.0,280.0,320,-26.28125,-26.0,0.599601487301078,-29,-24,-26,-17.84375,-18.0,0.5491158467629056,-19,-16,-18,55.1125,55.0,0.3538857297460123,54.0,57.0,55.0
280.0,290.0,320,-25.91875,-26.0,0.4544709970364842,-27,-25,-26,-17.84375,-18.0,0.5547952826427349,-19,-15,-18,55.29375,55.0,0.46301282675855515,55.0,57.0,55.0
290.0,300.0,320,-25.184375,-25.0,0.6721552734292474,-26,-22,-25,-18.509375,-18.0,0.5977278686958402,-21,-17,-18,55.471875,55.0,0.5123762179441324,54.0,57.0,55.0
300.0,310.0,320,-24.3125,-24.0,0.573035693439871,-27,-22,-24,-18.75625,-19.0,0.5513946410301259,-20,-17,-19,55.86875,56.0,0.3562584212280799,55.0,57.0,56.0
