ACC,time,x,y,z
E4_Acc,"1647604594,40752",-41,-28,43.0
E4_Acc,"1647604594,43877",-41,-28,43.0
E4_Acc,"1647604594,47003",-41,-28,43.0
E4_Acc,"1647604594,50128",-41,-27,43.0
E4_Acc,"1647604594,53253",-40,-27,43.0
E4_Acc,"1647604594,56378",-41,-27,43.0
E4_Acc,"1647604594,59503",-40,-27,43.0
E4_Acc,"1647604594,62628",-40,-27,43.0
E4_Acc,"1647604594,65753",-41,-27,43.0
E4_Acc,"1647604594,68879",-41,-27,43.0
E4_Acc,"1647604594,72004",-40,-27,43.0
E4_Acc,"1647604594,75129",-40,-27,43.0
E4_Acc,"1647604594,78254",-41,-27,44.0
E4_Acc,"1647604594,81379",-40,-27,43.0
E4_Acc,"1647604594,84504",-40,-27,43.0
E4_Acc,"1647604594,87629",-39,-27,41.0
E4_Acc,"1647604594,90755",-37,-26,40.0
E4_Acc,"1647604594,9388",-44,-23,39.0
E4_Acc,"1647604594,97005",-50,-22,44.0
E4_Acc,"1647604595,0013",-47,-21,49.0
E4_Acc,"1647604595,03255",-43,-22,42.0
E4_Acc,"1647604595,0638",-42,-26,42.0
E4_Acc,"1647604595,09505",-35,-30,42.0
E4_Acc,"1647604595,12631",-35,-28,44.0
E4_Acc,"1647604595,15756",-36,-27,46.0
E4_Acc,"1647604595,18881",-20,-25,63.0
E4_Acc,"1647604595,22006",-25,-23,60.0
E4_Acc,"1647604595,25131",-49,-21,51.0
E4_Acc,"1647604595,28256",-49,-23,47.0
E4_Acc,"1647604595,31381",-33,-23,48.0
E4_Acc,"1647604595,34507",-32,-22,51.0
E4_Acc,"1647604595,37632",-34,-23,51.0
E4_Acc,"1647604595,40757",-38,-22,46.0
E4_Acc,"1647604595,43882",-38,-23,47.0
E4_Acc,"1647604595,47007",-37,-22,50.0
E4_Acc,"1647604595,50132",-37,-21,51.0
E4_Acc,"1647604595,53257",-38,-21,52.0
E4_Acc,"1647604595,56383",-35,-22,52.0
E4_Acc,"1647604595,59508",-30,-20,49.0
E4_Acc,"1647604595,62633",-35,-20,49.0
E4_Acc,"1647604595,65758",-36,-21,51.0
E4_Acc,"1647604595,68883",-34,-20,47.0
E4_Acc,"1647604595,72008",-35,-21,46.0
E4_Acc,"1647604595,75133",-34,-21,47.0
E4_Acc,"1647604595,78259",-35,-22,50.0
E4_Acc,"1647604595,81384",-33,-20,52.0
E4_Acc,"1647604595,84509",-30,-20,51.0
E4_Acc,"1647604595,87634",-33,-22,49.0
E4_Acc,"1647604595,90759",-33,-21,47.0
E4_Acc,"1647604595,93884",-36,-23,51.0
E4_Acc,"1647604595,97009",-36,-23,52.0
E4_Acc,"1647604596,00135",-35,-22,48.0
E4_Acc,"1647604596,0326",-35,-21,49.0
E4_Acc,"1647604596,06385",-36,-22,50.0
E4_Acc,"1647604596,0951",-35,-21,49.0
E4_Acc,"1647604596,12635",-35,-22,49.0
E4_Acc,"1647604596,1576",-30,-22,43.0
E4_Acc,"1647604596,18885",-27,-20,41.0
E4_Acc,"1647604596,22011",-41,-19,65.0
E4_Acc,"1647604596,25136",-31,-17,58.0
E4_Acc,"1647604596,28261",-40,-16,49.0
E4_Acc,"1647604596,31386",-50,-15,51.0
E4_Acc,"1647604596,34511",-49,-15,56.0
E4_Acc,"1647604596,37636",-61,-20,53.0
E4_Acc,"1647604596,40762",-61,-27,36.0
E4_Acc,"1647604596,43887",-61,-30,26.0
E4_Acc,"1647604596,47012",-40,-34,26.0
E4_Acc,"1647604596,50137",-29,-37,27.0
E4_Acc,"1647604596,53262",-36,-34,24.0
E4_Acc,"1647604596,56387",-42,-35,23.0
E4_Acc,"1647604596,59512",-6,-30,46.0
E4_Acc,"1647604596,62638",-38,-27,49.0
E4_Acc,"1647604596,65763",-51,-37,37.0
E4_Acc,"1647604596,68888",-46,-42,36.0
E4_Acc,"1647604596,72013",-35,-40,32.0
E4_Acc,"1647604596,75138",-48,-35,21.0
E4_Acc,"1647604596,78263",-55,-36,29.0
E4_Acc,"1647604596,81388",-50,-37,30.0
E4_Acc,"1647604596,84514",-47,-37,26.0
E4_Acc,"1647604596,87639",-47,-38,28.0
E4_Acc,"1647604596,90764",-42,-38,33.0
E4_Acc,"1647604596,93889",-41,-38,34.0
E4_Acc,"1647604596,97014",-45,-38,31.0
E4_Acc,"1647604597,00139",-42,-38,32.0
E4_Acc,"1647604597,03264",-42,-39,32.0
E4_Acc,"1647604597,0639",-42,-39,34.0
E4_Acc,"1647604597,09515",-40,-38,36.0
E4_Acc,"1647604597,1264",-36,-38,37.0
E4_Acc,"1647604597,15765",-39,-37,39.0
E4_Acc,"1647604597,1889",-39,-36,40.0
E4_Acc,"1647604597,22015",-39,-35,39.0
E4_Acc,"1647604597,2514",-39,-36,39.0
E4_Acc,"1647604597,28266",-39,-37,39.0
E4_Acc,"1647604597,31391",-38,-38,39.0
E4_Acc,"1647604597,34516",-37,-39,39.0
E4_Acc,"1647604597,37641",-35,-39,40.0
E4_Acc,"1647604597,40766",-36,-38,39.0
E4_Acc,"1647604597,43891",-36,-38,40.0
E4_Acc,"1647604597,47016",-31,-39,39.0
E4_Acc,"1647604597,50142",-28,-38,39.0
E4_Acc,"1647604597,53267",-28,-37,38.0
E4_Acc,"1647604597,56392",-30,-36,40.0
E4_Acc,"1647604597,59517",-42,-32,40.0
E4_Acc,"1647604597,62642",-41,-32,39.0
E4_Acc,"1647604597,65767",-42,-30,35.0
E4_Acc,"1647604597,68892",-50,-29,32.0
E4_Acc,"1647604597,72018",-46,-30,36.0
