ST,time,values
E4_Temperature,"1647604592,43361","34,01"
E4_Temperature,"1647604592,68362","34,01"
E4_Temperature,"1647604592,93363","34,01"
E4_Temperature,"1647604593,18364","34,01"
E4_Temperature,"1647604593,43365","33,99"
E4_Temperature,"1647604593,68366","33,99"
E4_Temperature,"1647604593,93368","33,99"
E4_Temperature,"1647604594,18369","33,99"
E4_Temperature,"1647604594,4337","33,99"
E4_Temperature,"1647604594,68371","33,99"
E4_Temperature,"1647604594,93372","33,99"
E4_Temperature,"1647604595,18373","33,99"
E4_Temperature,"1647604595,43375","34,01"
E4_Temperature,"1647604595,68376","34,01"
E4_Temperature,"1647604595,93377","34,01"
E4_Temperature,"1647604596,18378","34,01"
E4_Temperature,"1647604596,43379","34,01"
E4_Temperature,"1647604596,6838","34,01"
E4_Temperature,"1647604596,93381","34,01"
E4_Temperature,"1647604597,18383","34,01"
E4_Temperature,"1647604597,43384","34,01"
E4_Temperature,"1647604597,68385","34,01"
E4_Temperature,"1647604597,93386","34,01"
E4_Temperature,"1647604598,18387","34,01"
E4_Temperature,"1647604598,43388","34,01"
E4_Temperature,"1647604598,6839","34,01"
E4_Temperature,"1647604598,93391","34,01"
E4_Temperature,"1647604599,18392","34,01"
E4_Temperature,"1647604599,43393","33,99"
E4_Temperature,"1647604599,68394","33,99"
E4_Temperature,"1647604599,93395","33,99"
E4_Temperature,"1647604600,18396","33,99"
E4_Temperature,"1647604600,43398","34,01"
E4_Temperature,"1647604600,68399","34,01"
E4_Temperature,"1647604600,934","34,01"
E4_Temperature,"1647604601,18401","34,01"
E4_Temperature,"1647604601,43402","34,01"
E4_Temperature,"1647604601,68403","34,01"
E4_Temperature,"1647604601,93405","34,01"
E4_Temperature,"1647604602,18406","34,01"
E4_Temperature,"1647604602,43407","34,01"
E4_Temperature,"1647604602,68408","34,01"
E4_Temperature,"1647604602,93409","34,01"
E4_Temperature,"1647604603,1841","34,01"
E4_Temperature,"1647604603,43412","34,01"
E4_Temperature,"1647604603,68413","34,01"
E4_Temperature,"1647604603,93414","34,01"
E4_Temperature,"1647604604,18415","34,01"
E4_Temperature,"1647604604,43416","33,99"
E4_Temperature,"1647604604,68417","33,99"
E4_Temperature,"1647604604,93419","33,99"
E4_Temperature,"1647604605,1842","33,99"
E4_Temperature,"1647604605,43421","34,01"
E4_Temperature,"1647604605,68422","34,01"
E4_Temperature,"1647604605,93423","34,01"
E4_Temperature,"1647604606,18424","34,01"
E4_Temperature,"1647604606,43425","34,03"
E4_Temperature,"1647604606,68427","34,03"
E4_Temperature,"1647604606,93428","34,03"
E4_Temperature,"1647604607,18429","34,03"
E4_Temperature,"1647604607,4343","33,99"
E4_Temperature,"1647604607,68431","33,99"
E4_Temperature,"1647604607,93432","33,99"
E4_Temperature,"1647604608,18434","33,99"
E4_Temperature,"1647604608,43435","34,01"
E4_Temperature,"1647604608,68436","34,01"
E4_Temperature,"1647604608,93437","34,01"
E4_Temperature,"1647604609,18438","34,01"
E4_Temperature,"1647604609,43439","33,99"
E4_Temperature,"1647604609,6844","33,99"
E4_Temperature,"1647604609,93442","33,99"
E4_Temperature,"1647604610,18443","33,99"
E4_Temperature,"1647604610,43444","34,01"
E4_Temperature,"1647604610,68445","34,01"
E4_Temperature,"1647604610,93446","34,01"
E4_Temperature,"1647604611,18447","34,01"
E4_Temperature,"1647604611,43449","34,01"
E4_Temperature,"1647604611,6845","34,01"
E4_Temperature,"1647604611,93451","34,01"
E4_Temperature,"1647604612,18452","34,01"
E4_Temperature,"1647604612,43453","34,01"
E4_Temperature,"1647604612,68454","34,01"
E4_Temperature,"1647604612,93456","34,01"
E4_Temperature,"1647604613,18457","34,01"
E4_Temperature,"1647604613,43458","33,99"
E4_Temperature,"1647604613,68459","33,99"
E4_Temperature,"1647604613,9346","33,99"
E4_Temperature,"1647604614,18461","33,99"
E4_Temperature,"1647604614,43462","34,01"
E4_Temperature,"1647604614,68464","34,01"
E4_Temperature,"1647604614,93465","34,01"
E4_Temperature,"1647604615,18466","34,01"
E4_Temperature,"1647604615,43467","34,01"
E4_Temperature,"1647604615,68468","34,01"
E4_Temperature,"1647604615,93469","34,01"
E4_Temperature,"1647604616,18471","34,01"
E4_Temperature,"1647604616,43472","34,03"
E4_Temperature,"1647604616,68473","34,03"
E4_Temperature,"1647604616,93474","34,03"
E4_Temperature,"1647604617,18475","34,03"
E4_Temperature,"1647604617,43476","34,01"
E4_Temperature,"1647604617,68478","34,01"
E4_Temperature,"1647604617,93479","34,01"
E4_Temperature,"1647604618,1848","34,01"
E4_Temperature,"1647604618,43481","33,99"
E4_Temperature,"1647604618,68482","33,99"
E4_Temperature,"1647604618,93483","33,99"
E4_Temperature,"1647604619,18484","33,99"
E4_Temperature,"1647604619,43486","34,01"
E4_Temperature,"1647604619,68487","34,01"
E4_Temperature,"1647604619,93488","34,01"
E4_Temperature,"1647604620,18489","34,01"
E4_Temperature,"1647604620,4349","33,99"
E4_Temperature,"1647604620,68491","33,99"
E4_Temperature,"1647604620,93493","33,99"
E4_Temperature,"1647604621,18494","33,99"
E4_Temperature,"1647604621,43495","33,99"
E4_Temperature,"1647604621,68496","33,99"
E4_Temperature,"1647604621,93497","33,99"
E4_Temperature,"1647604622,18498","33,99"
E4_Temperature,"1647604622,435","33,99"
E4_Temperature,"1647604622,68501","33,99"
E4_Temperature,"1647604622,93502","33,99"
E4_Temperature,"1647604623,18503","33,99"
E4_Temperature,"1647604623,43504","34,01"
E4_Temperature,"1647604623,68505","34,01"
E4_Temperature,"1647604623,93506","34,01"
E4_Temperature,"1647604624,18508","34,01"
E4_Temperature,"1647604624,43509","34,01"
E4_Temperature,"1647604624,6851","34,01"
E4_Temperature,"1647604624,93511","34,01"
E4_Temperature,"1647604625,18512","34,01"
E4_Temperature,"1647604625,43513","34,01"
E4_Temperature,"1647604625,68515","34,01"
E4_Temperature,"1647604625,93516","34,01"
E4_Temperature,"1647604626,18517","34,01"
E4_Temperature,"1647604626,43518","34,03"
E4_Temperature,"1647604626,68519","34,03"
E4_Temperature,"1647604626,9352","34,03"
E4_Temperature,"1647604627,18522","34,03"
E4_Temperature,"1647604627,43523","34,01"
E4_Temperature,"1647604627,68524","34,01"
E4_Temperature,"1647604627,93525","34,01"
